;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/inventory/skill_name/teleport_combined_fire;Combined Teleport - Fire;;Комбинированный Телепорт - Огонь;;;;;传送-复合型-燃烧;;
gui/menu/inventory/skill_name/teleport_combined_ice;Combined Teleport - Cryo;;Комбинированный Телепорт - Холод;;;;;传送-复合型-冰冻;;
;;;;;;;;;;
gui/menu/inventory/skill_description/teleport_attack_area;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight and then to attack with a kinetic shockwave dealing Area damage which harms even tough enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения и выпускать ударную волну, нанося урон по площади, поражающий даже сильных врагов.;;;;;移动技能,允许机甲瞬间传送到视线内的任何地方,并造成爆炸伤害的区域型冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_attack_acid;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight and then to attack with an Acid shockwave that damages enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения и выпускать кислотную волну, наносящую урон врагам.;;;;;移动技能,允许机甲瞬间传送到视线内的任何地方,并造成酸性伤害的区域型冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_attack_energy;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight and then to attack with an Energy shockwave that stuns enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения и выпускать энергетическую волну, оглушающую врагов.;;;;;移动技能,允许机甲瞬间传送到视线内的任何地方,并造成能量伤害的区域型冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_attack_fire;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight and then to attack with a Fire shockwave that burns enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения и выпускать огненную волну, поджигающую врагов.;;;;;移动技能,允许机甲瞬间传送到视线内的任何地方,并造成燃烧伤害的区域型冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_attack_ice;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight and then to attack with a Cryo shockwave that slows down enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения и выпускать холодную волну, замедляющую врагов.;;;;;移动技能,允许机甲瞬间传送到视线内的任何地方,并造成冰冻伤害的区域型冲击波,甚至可以伤害到强大的敌人.;;
;;;;;;;;;;
gui/menu/inventory/skill_description/teleport_emergency_area;Movement skill that allows the Mecha-Suit to attack with a kinetic shockwave dealing Area damage which harms even tough enemies and then to teleport instantly anywhere within the line of sight.;;Навык движения, который позволяет выпускать из меха-костюма огромную волну разрушительной энергии, нанося урон по площади, и моментально телепортироваться в любую точку в поле зрения.;;;;;移动技能,让机甲先产生爆炸伤害的区域型冲击波,甚至可以伤害到强大的敌人,然后瞬间传送到视线内的任何地方.;;
gui/menu/inventory/skill_description/teleport_emergency_acid;Movement skill that allows the Mecha-Suit to attack with an Acid shockwave that damages enemies and then to teleport instantly anywhere within the line of sight.;;Навык движения, который позволяет выпускать из меха-костюма огромную кислотную волну и моментально телепортироваться в любую точку в поле зрения.;;;;;移动技能,让机甲先产生酸性伤害的区域型冲击波,甚至可以伤害到强大的敌人,然后瞬间传送到视线内的任何地方.;;
gui/menu/inventory/skill_description/teleport_emergency_energy;Movement skill that allows the Mecha-Suit to attack with an Energy shockwave that stuns enemies and then to teleport instantly anywhere within the line of sight.;;Навык движения, который позволяет выпускать из меха-костюма огромную энергетическую волну и моментально телепортироваться в любую точку в поле зрения.;;;;;移动技能,让机甲先产生能量伤害的区域型冲击波,甚至可以伤害到强大的敌人,然后瞬间传送到视线内的任何地方.;;
gui/menu/inventory/skill_description/teleport_emergency_fire;Movement skill that allows the Mecha-Suit to attack with a Fire shockwave that burns enemies and then to teleport instantly anywhere within the line of sight.;;Навык движения, который позволяет выпускать из меха-костюма огромную огненную волну и моментально телепортироваться в любую точку в поле зрения.;;;;;移动技能,让机甲先产生燃烧伤害的区域型冲击波,甚至可以伤害到强大的敌人,然后瞬间传送到视线内的任何地方.;;
gui/menu/inventory/skill_description/teleport_emergency_ice;Movement skill that allows the Mecha-Suit to attack with a Cryo shockwave that slows down enemies and then to teleport instantly anywhere within the line of sight.;;Навык движения, который позволяет выпускать из меха-костюма огромную холодную волну и моментально телепортироваться в любую точку в поле зрения.;;;;;移动技能,让机甲先产生冰冻伤害的区域型冲击波,甚至可以伤害到强大的敌人,然后瞬间传送到视线内的任何地方.;;
;;;;;;;;;;
gui/menu/inventory/skill_description/teleport_combined_area;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight. Before and after teleporting, the Mecha-Suit attacks with a kinetic shockwave dealing Area damage which harms even tough enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. До и после телепортирования меха-костюм выпускает ударную волну, нанося урон по площади, поражающий даже сильных врагов.;;;;;移动技能,允许机甲瞬间传送到视线范围内的任何地方.在传送的前后地点,都会造成爆炸伤害的区域性冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_combined_acid;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight Before and after teleporting, the Mecha-Suit attacks with an Acid shockwave that damages enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. До и после телепортирования меха-костюм выпускает кислотную волну, наносящую урон врагам.;;;;;移动技能,允许机甲瞬间传送到视线范围内的任何地方.在传送的前后地点,都会造成酸性伤害的区域性冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_combined_energy;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight. Before and after teleporting, the Mecha-Suit attacks with an Energy shockwave that stuns enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. До и после телепортирования меха-костюм выпускает энергетическую волну, оглушающую врагов.;;;;;移动技能,允许机甲瞬间传送到视线范围内的任何地方.在传送的前后地点,都会造成能量伤害的区域性冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_combined_fire;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight. Before and after teleporting, the Mecha-Suit attacks with a Fire shockwave that burns enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. До и после телепортирования меха-костюм выпускает огненную волну, поджигающую врагов.;;;;;移动技能,允许机甲瞬间传送到视线范围内的任何地方.在传送的前后地点,都会造成燃烧伤害的区域性冲击波,甚至可以伤害到强大的敌人.;;
gui/menu/inventory/skill_description/teleport_combined_ice;Movement skill that allows the Mecha-Suit to teleport instantly anywhere within the line of sight. Before and after teleporting, the Mecha-Suit attacks with a Cryo shockwave that slows down enemies.;;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. До и после телепортирования меха-костюм выпускает холодную волну, замедляющую врагов.;;;;;移动技能,允许机甲瞬间传送到视线范围内的任何地方.在传送的前后地点,都会造成冰冻伤害的区域性冲击波,甚至可以伤害到强大的敌人.;;
;;;;;;;;;;
gui/menu/inventory/category_name/teleport;Teleport;Teleport;Телепорт;Téléportation;Teleportieren;Teletransporte;Teleporte;传送;テレポート;순간 이동
;;;;;;;;;;
gui/menu/research/category_teleport_skills;Teleport Skills;;Скиллы Телепорта;;;;;传送技能模组拓展;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_area_standard;Attack Teleport - Standard;;Атакующий Телепорт - Стандартно;;;;;传送-杀伤型-爆炸-标准;;
gui/menu/research/name/teleport_attack_area_advanced;Attack Teleport - Advanced;;Атакующий Телепорт - Улучшено;;;;;传送-杀伤型-爆炸-先进;;
gui/menu/research/name/teleport_attack_area_superior;Attack Teleport - Superior;;Атакующий Телепорт - Превосходно;;;;;传送-杀伤型-爆炸-卓越;;
gui/menu/research/name/teleport_attack_area_extreme;Attack Teleport - Extreme;;Атакующий Телепорт - Экстремально;;;;;传送-杀伤型-爆炸-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_area_standard;Emergency Teleport - Standard;;Экстренный Телепорт - Стандартно;;;;;传送-紧急型-爆炸-标准;;
gui/menu/research/name/teleport_emergency_area_advanced;Emergency Teleport - Advanced;;Экстренный Телепорт - Улучшено;;;;;传送-紧急型-爆炸-先进;;
gui/menu/research/name/teleport_emergency_area_superior;Emergency Teleport - Superior;;Экстренный Телепорт - Превосходно;;;;;传送-紧急型-爆炸-卓越;;
gui/menu/research/name/teleport_emergency_area_extreme;Emergency Teleport - Extreme;;Экстренный Телепорт - Экстремально;;;;;传送-紧急型-爆炸-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_area_standard;Combined Teleport - Standard;;Комбинированный Телепорт - Стандартно;;;;;传送-复合型-爆炸-标准;;
gui/menu/research/name/teleport_combined_area_advanced;Combined Teleport - Advanced;;Комбинированный Телепорт - Улучшено;;;;;传送-复合型-爆炸-先进;;
gui/menu/research/name/teleport_combined_area_superior;Combined Teleport - Superior;;Комбинированный Телепорт - Превосходно;;;;;传送-复合型-爆炸-卓越;;
gui/menu/research/name/teleport_combined_area_extreme;Combined Teleport - Extreme;;Комбинированный Телепорт - Экстремально;;;;;传送-复合型-爆炸-终极;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_area_standard;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在目的地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_area_advanced;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在目的地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_area_superior;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在目的地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_area_extreme;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在目的地释放爆炸伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_area_standard;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_area_advanced;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_area_superior;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_area_extreme;The aim of this research is to combine Teleport and kinetic shockwave to release a kinetic shockwave dealing Area damage before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и ударную волну, чтобы выпускать ударную волну, нанося урон по площади, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地释放爆炸伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_area_standard;The aim of this research is to combine Attack Teleport and Emergency Teleport to release a kinetic shockwave dealing Area damage before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт и Экстренный телепорт, чтобы выпускать ударную волну, нанося урон по площади, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_area_advanced;The aim of this research is to combine Attack Teleport and Emergency Teleport to release a kinetic shockwave dealing Area damage before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт и Экстренный телепорт, чтобы выпускать ударную волну, нанося урон по площади, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_area_superior;The aim of this research is to combine Attack Teleport and Emergency Teleport to release a kinetic shockwave dealing Area damage before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт и Экстренный телепорт, чтобы выпускать ударную волну, нанося урон по площади, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放爆炸伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_area_extreme;The aim of this research is to combine Attack Teleport and Emergency Teleport to release a kinetic shockwave dealing Area damage before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт и Экстренный телепорт, чтобы выпускать ударную волну, нанося урон по площади, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和爆炸伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放爆炸伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_acid_standard;Attack Teleport - Acid - Standard;;Атакующий Телепорт - Кислота - Стандартно;;;;;传送-杀伤型-酸性-标准;;
gui/menu/research/name/teleport_attack_acid_advanced;Attack Teleport - Acid - Advanced;;Атакующий Телепорт - Кислота - Улучшено;;;;;传送-杀伤型-酸性-先进;;
gui/menu/research/name/teleport_attack_acid_superior;Attack Teleport - Acid - Superior;;Атакующий Телепорт - Кислота - Превосходно;;;;;传送-杀伤型-酸性-卓越;;
gui/menu/research/name/teleport_attack_acid_extreme;Attack Teleport - Acid - Extreme;;Атакующий Телепорт - Кислота - Экстремально;;;;;传送-杀伤型-酸性-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_acid_standard;Emergency Teleport - Acid - Standard;;Экстренный Телепорт - Кислота - Стандартно;;;;;传送-紧急型-酸性-标准;;
gui/menu/research/name/teleport_emergency_acid_advanced;Emergency Teleport - Acid - Advanced;;Экстренный Телепорт - Кислота - Улучшено;;;;;传送-紧急型-酸性-先进;;
gui/menu/research/name/teleport_emergency_acid_superior;Emergency Teleport - Acid - Superior;;Экстренный Телепорт - Кислота - Превосходно;;;;;传送-紧急型-酸性-卓越;;
gui/menu/research/name/teleport_emergency_acid_extreme;Emergency Teleport - Acid - Extreme;;Экстренный Телепорт - Кислота - Экстремально;;;;;传送-紧急型-酸性-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_acid_standard;Combined Teleport - Acid - Standard;;Комбинированный Телепорт - Кислота - Стандартно;;;;;传送-复合型-酸性-标准;;
gui/menu/research/name/teleport_combined_acid_advanced;Combined Teleport - Acid - Advanced;;Комбинированный Телепорт - Кислота - Улучшено;;;;;传送-复合型-酸性-先进;;
gui/menu/research/name/teleport_combined_acid_superior;Combined Teleport - Acid - Superior;;Комбинированный Телепорт - Кислота - Превосходно;;;;;传送-复合型-酸性-卓越;;
gui/menu/research/name/teleport_combined_acid_extreme;Combined Teleport - Acid - Extreme;;Комбинированный Телепорт - Кислота - Экстремально;;;;;传送-复合型-酸性-终极;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_acid_standard;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在目的地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_acid_advanced;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在目的地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_acid_superior;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在目的地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_acid_extreme;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在目的地释放酸性伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/description/teleport_emergency_acid_standard;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_acid_advanced;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_acid_superior;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_emergency_acid_extreme;The aim of this research is to combine Teleport and Acid shockwave to release an Acid shockwave that damages enemies before teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地释放酸性伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/description/teleport_combined_acid_standard;The aim of this research is to combine Attack Teleport - Acid and Emergency Teleport - Acid to release an Acid shockwave that damages enemies before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт - Кислота и Экстренный телепорт - Кислота, чтобы выпускать кислотную волну, наносящую урон врагам, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_acid_advanced;The aim of this research is to combine Attack Teleport - Acid and Emergency Teleport - Acid to release an Acid shockwave that damages enemies before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт - Кислота и Экстренный телепорт - Кислота, чтобы выпускать кислотную волну, наносящую урон врагам, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_acid_superior;The aim of this research is to combine Attack Teleport - Acid and Emergency Teleport - Acid to release an Acid shockwave that damages enemies before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт - Кислота и Экстренный телепорт - Кислота, чтобы выпускать кислотную волну, наносящую урон врагам, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放酸性伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_combined_acid_extreme;The aim of this research is to combine Attack Teleport - Acid and Emergency Teleport - Acid to release an Acid shockwave that damages enemies before and after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Атакующий Телепорт - Кислота и Экстренный телепорт - Кислота, чтобы выпускать кислотную волну, наносящую урон врагам, до и после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和酸性伤害冲击波结合起来,在使用传送技能时在始发地和目的地都释放酸性伤害冲击波,造成区域伤害.;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_energy_standard;Attack Teleport - Energy - Standard;;Атакующий Телепорт - Энергия - Стандартно;;;;;传送-杀伤型-能量-标准;;
gui/menu/research/name/teleport_attack_energy_advanced;Attack Teleport - Energy - Advanced;;Атакующий Телепорт - Энергия - Улучшено;;;;;传送-杀伤型-能量-先进;;
gui/menu/research/name/teleport_attack_energy_superior;Attack Teleport - Energy - Superior;;Атакующий Телепорт - Энергия - Превосходно;;;;;传送-杀伤型-能量-卓越;;
gui/menu/research/name/teleport_attack_energy_extreme;Attack Teleport - Energy - Extreme;;Атакующий Телепорт - Энергия - Экстремально;;;;;传送-杀伤型-能量-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_emergency_energy_standard;Emergency Teleport - Energy - Standard;;Экстренный Телепорт - Энергия - Стандартно;;;;;传送-紧急型-能量-标准;;
gui/menu/research/name/teleport_emergency_energy_advanced;Emergency Teleport - Energy - Advanced;;Экстренный Телепорт - Энергия - Улучшено;;;;;传送-紧急型-能量-先进;;
gui/menu/research/name/teleport_emergency_energy_superior;Emergency Teleport - Energy - Superior;;Экстренный Телепорт - Энергия - Превосходно;;;;;传送-紧急型-能量-卓越;;
gui/menu/research/name/teleport_emergency_energy_extreme;Emergency Teleport - Energy - Extreme;;Экстренный Телепорт - Энергия - Экстремально;;;;;传送-紧急型-能量-终极;;
;;;;;;;;;;
gui/menu/research/name/teleport_combined_energy_standard;Combined Teleport - Energy - Standard;;Комбинированный Телепорт - Энергия - Стандартно;;;;;传送-复合型-能量-标准;;
gui/menu/research/name/teleport_combined_energy_advanced;Combined Teleport - Energy - Advanced;;Комбинированный Телепорт - Энергия - Улучшено;;;;;传送-复合型-能量-先进;;
gui/menu/research/name/teleport_combined_energy_superior;Combined Teleport - Energy - Superior;;Комбинированный Телепорт - Энергия - Превосходно;;;;;传送-复合型-能量-卓越;;
gui/menu/research/name/teleport_combined_energy_extreme;Combined Teleport - Energy - Extreme;;Комбинированный Телепорт - Энергия - Экстремально;;;;;传送-复合型-能量-终极;;
;;;;;;;;;;
gui/menu/research/description/teleport_attack_energy_standard;The aim of this research is to combine Teleport and Energy shockwave to release an Energy shockwave that stuns enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和能量伤害冲击波结合起来,在使用传送技能时在目的地释放能量伤害冲击波,造成区域伤害.;;
gui/menu/research/description/teleport_attack_energy_advanced;The aim of this research is to combine Teleport and Energy shockwave to release an Energy shockwave that stuns enemies after teleporting the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Телепорт и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, после телепортирования на короткое расстояние через поле портала.;;;;;这项研究的目的是将传送和能量伤害冲击波结合起来,在使用传送技能时在目的地释放能量伤害冲击波,造成区域伤害.;;
