;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/teleport_double_energy_advanced;teleport_double_energy_advanced;;Двойной телепорт – Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_fire_advanced;Teleport Attack - Fire - Advanced;;Атакующий Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_advanced;teleport_attack_fire_advanced;;Атакующий телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_emergency_fire_advanced;Teleport Emergency - Fire - Advanced;;Экстренный Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_advanced;teleport_emergency_fire_advanced;;Экстренный телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_double_fire_advanced;Teleport Double - Fire - Advanced;;Двойной Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_double_fire_advanced;teleport_double_fire_advanced;;Двойной телепорт – Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_ice_advanced;Teleport Attack - Cryo - Advanced;;Атакующий Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_advanced;teleport_attack_ice_advanced;;Атакующий телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_emergency_ice_advanced;Teleport Emergency - Cryo - Advanced;;Экстренный Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_advanced;teleport_emergency_ice_advanced;;Экстренный телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_double_ice_advanced;Teleport Double - Cryo - Advanced;;Двойной Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_double_ice_advanced;teleport_double_ice_advanced;;Двойной телепорт – Холод;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_area_superior;Teleport Attack - Superior;;Атакующий Телепорт;;;;;;;
gui/menu/research/description/teleport_attack_area_superior;teleport_attack_area_superior;;Атакующий телепорт;;;;;;;
gui/menu/research/name/teleport_double_area_superior;Teleport Double - Superior;;Двойной Телепорт;;;;;;;
gui/menu/research/description/teleport_double_area_superior;teleport_double_area_superior;;Двойной телепорт;;;;;;;
gui/menu/research/name/teleport_emergency_area_superior;Teleport Emergency - Superior;;Экстренный Телепорт;;;;;;;
gui/menu/research/description/teleport_emergency_area_superior;teleport_emergency_area_superior;;Экстренный телепорт;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_acid_superior;Teleport Attack - Acid - Superior;;Атакующий Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_attack_acid_superior;teleport_attack_acid_superior;;Атакующий телепорт – Кислота;;;;;;;
gui/menu/research/name/teleport_emergency_acid_superior;Teleport Emergency - Acid - Superior;;Экстренный Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_emergency_acid_superior;teleport_emergency_acid_superior;;Экстренный телепорт – Кислота;;;;;;;
gui/menu/research/name/teleport_double_acid_superior;Teleport Double - Acid - Superior;;Двойной Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_double_acid_superior;teleport_double_acid_superior;;Двойной телепорт – Кислота;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_energy_superior;Teleport Attack - Energy - Superior;;Атакующий Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_attack_energy_superior;teleport_attack_energy_superior;;Атакующий телепорт – Энергия;;;;;;;
gui/menu/research/name/teleport_emergency_energy_superior;Teleport Emergency - Energy - Superior;;Экстренный Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_emergency_energy_superior;teleport_emergency_energy_superior;;Экстренный телепорт – Энергия;;;;;;;
gui/menu/research/name/teleport_double_energy_superior;Teleport Double - Energy - Superior;;Двойной Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_double_energy_superior;teleport_double_energy_superior;;Двойной телепорт – Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_fire_superior;Teleport Attack - Fire - Superior;;Атакующий Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_superior;teleport_attack_fire_superior;;Атакующий телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_emergency_fire_superior;Teleport Emergency - Fire - Superior;;Экстренный Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_superior;teleport_emergency_fire_superior;;Экстренный телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_double_fire_superior;Teleport Double - Fire - Superior;;Двойной Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_double_fire_superior;teleport_double_fire_superior;;Двойной телепорт – Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_ice_superior;Teleport Attack - Cryo - Superior;;Атакующий Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_superior;teleport_attack_ice_superior;;Атакующий телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_emergency_ice_superior;Teleport Emergency - Cryo - Superior;;Экстренный Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_superior;teleport_emergency_ice_superior;;Экстренный телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_double_ice_superior;Teleport Double - Cryo - Superior;;Двойной Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_double_ice_superior;teleport_double_ice_superior;;Двойной телепорт – Холод;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_area_extreme;Teleport Attack - Extreme;;Атакующий Телепорт;;;;;;;
gui/menu/research/description/teleport_attack_area_extreme;teleport_attack_area_extreme;;Атакующий телепорт;;;;;;;
gui/menu/research/name/teleport_double_area_extreme;Teleport Double - Extreme;;Двойной Телепорт;;;;;;;
gui/menu/research/description/teleport_double_area_extreme;teleport_double_area_extreme;;Двойной телепорт;;;;;;;
gui/menu/research/name/teleport_emergency_area_extreme;Teleport Emergency - Extreme;;Экстренный Телепорт;;;;;;;
gui/menu/research/description/teleport_emergency_area_extreme;teleport_emergency_area_extreme;;Экстренный телепорт;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_acid_extreme;Teleport Attack - Acid - Extreme;;Атакующий Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_attack_acid_extreme;teleport_attack_acid_extreme;;Атакующий телепорт – Кислота;;;;;;;
gui/menu/research/name/teleport_emergency_acid_extreme;Teleport Emergency - Acid - Extreme;;Экстренный Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_emergency_acid_extreme;teleport_emergency_acid_extreme;;Экстренный телепорт – Кислота;;;;;;;
gui/menu/research/name/teleport_double_acid_extreme;Teleport Double - Acid - Extreme;;Двойной Телепорт – Кислота;;;;;;;
gui/menu/research/description/teleport_double_acid_extreme;teleport_double_acid_extreme;;Двойной телепорт – Кислота;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_energy_extreme;Teleport Attack - Energy - Extreme;;Атакующий Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_attack_energy_extreme;teleport_attack_energy_extreme;;Атакующий телепорт – Энергия;;;;;;;
gui/menu/research/name/teleport_emergency_energy_extreme;Teleport Emergency - Energy - Extreme;;Экстренный Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_emergency_energy_extreme;teleport_emergency_energy_extreme;;Экстренный телепорт – Энергия;;;;;;;
gui/menu/research/name/teleport_double_energy_extreme;Teleport Double - Energy - Extreme;;Двойной Телепорт – Энергия;;;;;;;
gui/menu/research/description/teleport_double_energy_extreme;teleport_double_energy_extreme;;Двойной телепорт – Энергия;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_fire_extreme;Teleport Attack - Fire - Extreme;;Атакующий Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_attack_fire_extreme;teleport_attack_fire_extreme;;Атакующий телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_emergency_fire_extreme;Teleport Emergency - Fire - Extreme;;Экстренный Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_emergency_fire_extreme;teleport_emergency_fire_extreme;;Экстренный телепорт – Огонь;;;;;;;
gui/menu/research/name/teleport_double_fire_extreme;Teleport Double - Fire - Extreme;;Двойной Телепорт – Огонь;;;;;;;
gui/menu/research/description/teleport_double_fire_extreme;teleport_double_fire_extreme;;Двойной телепорт – Огонь;;;;;;;
;;;;;;;;;;
gui/menu/research/name/teleport_attack_ice_extreme;Teleport Attack - Cryo - Extreme;;Атакующий Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_attack_ice_extreme;teleport_attack_ice_extreme;;Атакующий телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_emergency_ice_extreme;Teleport Emergency - Cryo - Extreme;;Экстренный Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_emergency_ice_extreme;teleport_emergency_ice_extreme;;Экстренный телепорт – Холод;;;;;;;
gui/menu/research/name/teleport_double_ice_extreme;Teleport Double - Cryo - Extreme;;Двойной Телепорт – Холод;;;;;;;
gui/menu/research/description/teleport_double_ice_extreme;teleport_double_ice_extreme;;Двойной телепорт – Холод;;;;;;;


