;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/objective_name/dlc_1/outpost_1/investigate.weak_emitter;Weak signal emitter.;Emiter sygnału o niskim natężeniu.;Излучатель слабого сигнала.;Émetteur aux signaux faibles.;Emitter eines schwachen Signals.;Emisor de señal débil.;Emissor de sinais fracos.;弱信号发射器。;弱い信号の発生源;약한 신호 방출.
gui/hud/objective_name/dlc_1/outpost_1/investigate.strong_emitter;Strong signal emitter.;Emiter sygnału o wysokim natężeniu.;Излучатель сильного сигнала.;Émetteur aux signaux forts.;Emitter eines starken Signals.;Emisor de señal intensa.;Emissor de sinais fortes.;强信号发射器。;強い信号の発生源;강한 신호 방출.
gui/hud/objective_name/dlc_1/outpost_1/investigate.barrier;Remove the barrier by placing a Morphium Tower near it.;Usuń barierę, umieszczając w jej pobliżu Wieżę Morphium.;Устраните барьер, разместив рядом с ним морфиумную башню.;Retirez la barrière en plaçant une tour à morphium près d'elle.;Entferne die Barriere, indem du in ihrer Nähe einen Morphium-Turm aufstellst.;Elimina la barrera: coloca una torre de morphium cerca.;Remova a barreira instalando uma Torre de Morphium perto dela.;在它附近放置一个形变液塔，以消除障碍。;モルフィウムタワーを近くに設置することで、障壁を取り除く。;보호막을 제거하려면 근처에 모르피움 타워를 배치하세요.
gui/hud/objective_name/dlc_1/outpost_1/investigate.strong_emitter_approach;Approach the emitter.;Zbliż się do nadajnika.;Подойдите к излучателю.;Approchez-vous de l'émetteur.;Nähere dich dem Emitter.;Acércate al emisor.;Aproxime-se do emissor.;接近发射器。;発生源に近づく。;방출지에 접근하세요.
gui/hud/objective_name/dlc_1/outpost_1/outpost;Build an Outpost.;Wybuduj posterunek.;Постройте аванпост.;Construisez un avant-poste.;Errichte einen Außenposten.;Construye un puesto remoto.;Construa um Posto Avançado.;建立一个前哨站。;前哨基地を作る。;전초기지를 건설하세요.
gui/hud/objective_name/dlc_1/campaign/global.metal_main;Metallic Valley investigation:;Badanie Doliny Metalicznej:;Исследование железной долины:;Enquête dans la Vallée métallique :;Untersuchung des Metalltals:;Investigación del valle metálico:;Investigação do Vale Metálico:;合金峡谷的调查：;鋼鉄の谷の調査：;금속 계곡 조사:
gui/hud/objective_name/dlc_1/campaign/global.metal_outpost;Travel to the Metallic Valley.;Udaj się do Doliny Metalicznej.;Отправьтесь в железную долину.;Voyagez jusqu'à la Vallée métallique.;Reise zum Metalltal.;Ve al valle metálico.;Viaje para o Vale Metálico.;前往合金峡谷。;鋼鉄の谷に向かう。;금속 계곡으로 이동하세요.
gui/hud/objective_name/dlc_1/campaign/global.metal_crash_site ;Locate the source of the Dark Energy Emission.;Zlokalizuj źródło emisji ciemnej energii.;Найдите источник излучения темной энергии.;Localisez la source d'émission d'énergie noire.;Lokalisiere die Quelle der Emissionen Dunkler Energie.;Localiza el origen de la emisión de energía oscura.;Localize a fonte das emissões de energia escura.;找到暗能量发射器的来源。;ダークエネルギーの発生源を見つける。;암흑 에너지가 방출되는 근원지를 찾으세요.
gui/hud/objective_name/dlc_1/campaign/global.return_to_outpost;Return to the Metallic Valley outpost.;Wróć do posterunku w Dolinie Metalicznej.;Вернитесь на аванпост в Железной долине.;Retournez à l'avant-poste de la Vallée métallique.;Kehre zum Außenposten im Metalltal zurück.;Vuelve al puesto remoto del valle metálico.;Retorne ao Posto Avançado do Vale Metálico.;返回合金峡谷前哨站。;鋼鉄の谷の前哨基地に戻る。;금속 계곡 전초기지로 돌아가세요.
gui/hud/objective_name/dlc_1/campaign/global.metallic_factory;Assault the Biomanufacturing Plateau.;Zdobądź kontrolę nad Płaskowyżem.;Проведите атаку на биопроизводственное плато.;Attaquez le Plateau de biofabrication.;Greife das Biomanufacturing-Plateau an.;Asalta la meseta de la fábrica biológica.;Invada o Platô de Biofabricação.;进攻生物制造高地。;バイオマニュファクチャリング高原を強襲する。;바이오제조 고원을 공격하세요.
gui/hud/objective_name/dlc_1/campaign/global.metallic_lakes;Secure a supply of compressed Morphium.;Zapewnij dopływ skompresowanego Morphium.;Обеспечьте поставку сжатого морфиума.;Assurez un approvisionnement en morphium comprimé.;Sichere eine Quelle komprimierten Morphiums.;Consigue un suministro de morphium comprimido.;Assegure um suprimento de Morphium comprimida.;确保液压形变液的供应。;圧縮したモルフィウムの供給を確保する。;압축 모르피움의 공급을 확보하세요.
gui/hud/objective_name/dlc_1/campaign/global.metallic_lakes.research_liquid_compression;Research Liquid Compression.;Przeprowadź badania nad Kompresją Cieczy.;Исследуйте жидкостную компрессию.;Étudiez la compression des liquides.;Erforsche Flüssigkeitskompression.;Investiga la compresión líquida.;Pesquise a Compressão de Líquidos.;研究液体压缩技术。;液体の圧縮を研究する。;액체 압축을 연구하세요.
gui/hud/objective_name/dlc_1/campaign/global.metallic_lakes.travel;Travel to the Morphium Lake.;Udaj się do Jeziora Morphium.;Отправьтесь к озеру морфиума.;Voyagez jusqu'au lac de morphium.;Reise zum Morphiumsee.;Ve al lago de morphium.;Viaje para o Lago de Morphium.;前往形变液体湖。;モルフィウム湖に向かう。;모르피움 호수로 이동하세요.
gui/hud/objective_name/dlc_1/campaign/global.alien_base;Assault the X-Morph Stronghold.;Zdobądź twierdzę X-Morphów.;Проведите атаку на крепость Икс-морфов.;Attaquez la forteresse X-Morph.;Greife die X-Morph-Festung an.;Asalta la fortaleza X-Morph.;Invada a Fortaleza X-Morph.;进攻X变体的堡垒。;モルフXの要塞を強襲する。;X-모프 중심지를 공격하세요.
gui/hud/objective_name/dlc_1/crash_site/scout.anomaly;Locate the source of the emissions.;Zlokalizuj źródło emisji.;Найдите источник излучения.;Localisez la source des émissions.;Lokalisiere die Quelle der Emissionen.;Localiza el origen de las emisiones.;Localize a fonte das emissões.;找到发射源。;発生源を見つける。;방출의 근원지를 찾으세요.
gui/hud/objective_name/dlc_1/crash_site/alien.secure;Secure the crash site.;Zabezpiecz miejsce katastrofy.;Возьмите под контроль место падения.;Sécurisez le lieu du crash.;Sichere die Absturzstelle.;Asegura el lugar del accidente.;Assegure o local de impacto.;保护坠机地点。;墜落場所を保全する。;추락 지점을 확보하세요.
gui/hud/objective_name/dlc_1/crash_site/alien.connect;Connect the alien core to the energy grid.;Podłącz rdzeń obcych do sieci energetycznej.;Подключите инопланетное ядро к электросети.;Connectez le noyau extraterrestre au réseau électrique.;Verbinde den außerirdischen Kern mit dem Stromnetz.;Conecta el núcleo alienígena a la red de energía.;Conecte o núcleo alienígena à rede de energia.;将外星核心连接到能源网。;異星のコアを動力網に接続する。;외계 코어와 전력망을 연결하세요.
gui/hud/objective_name/dlc_1/crash_site/alien.accumulate;Accumulate power in Energy Storage.;Zgromadź energię w magazynach.;Накопите энергию в хранилище энергии.;Accumulez de l'énergie dans un entrepôt énergétique.;Sammle Energie im Energiespeicher.;Acumula energía en el almacén de energía.;Acumule energia em Depósito de Energia.;在能量储存器中积累能量。;エネルギー貯蔵庫にエネルギーを溜める。;에너지 저장 시설에 동력을 축적하세요.
gui/hud/objective_name/dlc_1/crash_site/alien.power;Power up the alien core.;Zasil rdzeń obcych.;Подайте питание на инопланетное ядро.;Allumez le noyau extraterrestre.;Versorge den außerirdischen Kern mit Strom.;Activa el núcleo alienígena.;Ligue o núcleo alienígena.;给外星核心供电。;異星のコアを起動させる。;외계 코어를 작동시키세요.
gui/hud/objective_name/dlc_1/crash_site/alien.approach;Approach the alien core.;Podejdź do rdzenia obcych.;Подойдите к инопланетному ядру.;Approchez-vous du noyau extraterrestre.;Nähere dich dem außerirdischen Kern.;Acércate al núcleo alienígena.;Aproxime-se do núcleo alienígena.;接近外星核心。;異星のコアに近づく。;외계 코어에 접근하세요.
gui/hud/objective_name/dlc_1/mission_complete_return;Mission complete. Return to the Metallic Valley outpost.;Misja zakończona. Wróć do posterunku w Dolinie Metalicznej.;Миссия выполнена. Вернитесь на аванпост в Железной долине.;Mission réussie. Retournez à l'avant-poste de la Vallée métallique.;Mission abgeschlossen. Kehre zum Außenposten im Metalltal zurück.;Misión completada. Vuelve al puesto remoto del valle metálico.;Missão cumprida. Retorne ao Posto Avançado do Vale Metálico.;任务完成。返回合金峡谷前哨站。;ミッション完了。鋼鉄の谷の前哨基地に戻る。;임무 완료. 금속 계곡 전초기지로 돌아가세요.
gui/hud/objective_name/dlc_1/outpost_2/influence_pylon.investigate;Investigate one of the emitters.;Zbadaj jeden z emiterów.;Исследуйте один из излучателей.;Inspectez un des émetteurs.;Untersuche einen der Emitter.;Investiga uno de los emisores.;Investigue um dos emissores.;调查其中一个发射器。;発生源を1つ調査する：;방출지 중 한 곳을 조사하세요.
gui/hud/objective_name/dlc_1/outpost_2/influence_pylon.activate;Interact with the X-Morph pylon.;Wejdź w interakcję z pylonem X-Morphów.;Взаимодействуйте с пилоном Икс-морфов.;Interagissez avec le pylône X-Morph.;Interagiere mit dem X-Morph-Mast.;Interactúa con el poste X-Morph.;Interaja com o pilone X-Morph.;与X变体塔架进行互动。;モルフXのパイロンを操作する。;X-모프 파일론과 상호작용하세요.
gui/hud/objective_name/dlc_1/factory/gather_specimen;Gather Flurian samples using the Bioscanner.;Zbierz próbki Fluriana za pomocą Bioskanera.;Возьмите образцы флурианцев с помощью биосканера.;Obtenez des échantillons de fluriens grâce au bioscanner.;Sammle mit dem Bioscanner Flurian-Proben.;Recoge muestras flurianas con el bioescáner.;Colete amostras de Fluriano com o Explorador Biológico.;使用生物扫描器收集融合半人马的样本。;バイオスキャナを使ってフルリアンのサンプルを集める。;바이오 스캐너를 사용해 플러리안 샘플을 수집하세요.
gui/hud/objective_name/dlc_1/lakes/scout;Search for a larger island to establish a base.;Poszukaj większej wyspy, aby założyć bazę.;Найдите остров большего размера для постройки базы.;Cherchez une île plus grande pour établir votre base.;Suche nach einer größeren Insel, um eine Basis aufzubauen.;Busca una isla más grande para establecer una base.;Procure uma ilha maior para estabelecer uma base.;寻找一个更大的岛屿来建立基地。;基地を設営するために大きめの島を探す。;기지 설립을 위해 더 큰 섬을 찾아보세요.
gui/hud/objective_name/dlc_1/lakes/scout.island;Investigate one of the large island locations.;Zbadaj jedną z dużych wysp.;Исследуйте один из крупных островов.;Explorez l'une des grandes îles.;Untersuche einen der Orte auf der großen Insel.;Investiga una de las ubicaciones de la isla grande.;Investigue uma das ilhas grandes.;调查其中一个大岛的位置。;大きい島を1つ調査する。;대형 섬이 있는 위치 중 하나를 조사하세요.
gui/hud/objective_name/dlc_1/lakes/secure_island;Clear out the island of hostile presence.;Oczyść wyspę z wrogów.;Очистите остров от враждебного присутствия.;Débarrassez l'île de ses occupants hostiles.;Beseitige Feinde auf der Insel.;Elimina de la isla toda presencia hostil.;Livre a ilha da presença hostil.;清除岛上的敌对势力。;島の敵性存在を排除する。;섬 내 위협을 제거하세요.
gui/hud/objective_name/dlc_1/lakes/outpost;Build an outpost on a large island.;Zbuduj bazę na dużej wyspie.;Постройте аванпост на большом острове.;Construisez un avant-poste sur une grande île.;Errichte einen Außenposten auf einer großen Insel.;Construye un puesto remoto en una isla grande.;Construa um Posto Avançado em uma ilha grande.;在一个大岛上建立一个前哨。;大きい島に前哨基地を建設する。;대형 섬에 전초기지를 건설하세요.
gui/hud/objective_name/dlc_1/lakes/morphium;Establish a Morphium production facility.;Stwórz instalację do produkcji morphium.;Постройте комплекс по производству морфиума.;Construisez une installation de production de morphium.;Errichte eine Morphium-Produktionsstätte.;Establece una instalación de producción de morphium.;Estabeleça uma instalação de produção de Morphium.;建立一个形变液生产设施。;モルフィウムの製造施設を建設する。;모르피움 생산 시설을 만드세요.
gui/hud/objective_name/dlc_1/lakes/morphium.compressors;Build Liquid Compressors.;Zbuduj kompresory cieczy.;Постройте жидкостные компрессоры.;Construisez des compresseurs de liquides.;Baue Flüssigkeitskompressoren.;Construye compresores de líquido.;Construa Compressores de Líquidos.;建立液体压缩机。;液体圧縮設備を建設する。;액체 압축기를 건설하세요.
gui/hud/objective_name/dlc_1/lakes/morphium.production;Power up 3 Liquid Compressors.;Zasil 3 kompresory cieczy.;Запитайте 3 жидкостных компрессора.;Allumez 3 compresseurs de liquides.;Versorge 3 Flüssigkeitskompressoren mit Strom.;Activa 3 compresores de líquido.;Ligue três Compressor de Líquidos.;为3个液体压缩机提供能量。;液体圧縮設備を3つ起動させる。;액체 압축기 3기를 작동시키세요.
gui/hud/objective_name/dlc_1/outpost_3/influence_pylon.investigate;Inspect X-Morph pylons.;Sprawdź pylony X-Morphów.;Исследуйте пилоны Икс-морфов.;Inspectez les pylônes X-Morph.;Untersuche X-Morph-Masten.;Inspecciona los postes X-Morph.;Inspecione os pilones X-Morph.;检查X变体塔架。;モルフXのパイロンを調べる。;X-모프 파일론을 조사하세요.
gui/hud/objective_name/dlc_1/outpost_3/influence_pylon.activate;Activate more pylons.;Aktywuj więcej pylonów.;Активируйте больше пилонов.;Activez davantage de pylônes.;Aktiviere mehr Masten.;Activa más postes.;Ative mais pilones.;启动更多的塔架。;さらにパイロンを稼働させる。;더 많은 파일론을 활성화시키세요.
gui/hud/objective_name/dlc_1/alien_base/reach_core;Reach the X-Morph base..;Dotrzyj do bazy X-Morphów.;Доберитесь до базы Икс-морфов.;Atteignez la base X-Morph.;Erreiche die X-Morph-Basis.;Llega a la base X-Morph.;Alcance a base X-Morph.;到达X变体基地。;モルフXの基地に到達する。;X-모프 기지에 도달하세요.
gui/hud/objective_name/dlc_1/alien_base/communicate;Communicate with the X-Morph.;Nawiąż kontakt z X-Morphem.;Войдите в контакт с Икс-морфами.;Communiquez avec le X-Morph.;Kommuniziere mit dem X-Morph.;Comunícate con los X-Morph.;Comunique-se com os X-Morph.;与X变体交流。;モルフXと交信する。;X-모프와 소통하세요.
gui/hud/objective_name/dlc_1/alien_base/decide;Decide the X-Morph's fate.;Zdecyduj o losie X-Morpha.;Решите судьбу Икс-морфов.;Décidez du sort du X-Morph.;Entscheide über das Schicksal des X-Morphs.;Decide el destino de los X-Morph.;Decida o destino dos X-Morph.;决定X变体的命运。;モルフXの行く末を決める。;X-모프의 운명을 결정하세요.
DIALOG/story/dlc_1/mech_headquarters_01;Ashley, I've been tracking strange behavior within Galatea's asteroid belt. One of the smaller objects that have been orbiting the planet has recently changed its trajectory. ;Ashley, zaobserwowałem dziwne zjawisko w pasie asteroid Galatei. Jeden z mniejszych obiektów, które krążyły wokół planety, zmienił ostatnio swoją trajektorię. ;Эшли, я наблюдаю странную активность в поясе астероидов Галатеи. Один из мелких объектов, находившийся на орбите планеты, изменил свою траекторию. ;Ashley, j'ai détecté une activité anormale dans la ceinture d'astéroïdes de Galatea. L'un des plus petits éléments en orbite autour de la planète a récemment changé de trajectoire. ;Ashley, mir ist etwas Merkwürdiges im Asteroidengürtel von Galatea aufgefallen. Einer der kleineren Himmelskörper aus dem Orbit des Planeten hat seine Flugbahn geändert. ;Ashley, he estado vigilando un comportamiento extraño dentro del cinturón de asteroides de Galatea. Uno de los objetos pequeños que orbitaba alrededor del planeta ha cambiado su trayectoria hace poco. ;Ashley, estive registrando comportamentos estranhos no cinturão de asteroides de Galatea. Um dos objetos menores em órbita mudou sua trajetória recentemente. ;阿雪莉，我一直在追踪伽拉忒亚小行星带的奇怪现象。其中一个一直围绕行星运行的较小物体最近改变了它的轨道。;アシュリー、ガラテアの小惑星帯で不自然な動きを観測した。惑星の周りを公転していた小規模な物体の1つが、最近、軌道を変えたようだ。 ;애슐리, 갈라테아의 소행성대에서 이상한 현상이 감지됐습니다. 줄곧 행성의 궤도를 돌던 작은 물체가 최근 궤도를 변경했습니다. 
DIALOG/story/dlc_1/ashley_headquarters_01;What is strange about that? Galatea is a relatively young planet and has a lot of moons and smaller rocks in its orbit.;Co jest w tym dziwnego? Galatea jest stosunkowo młodą planetą, a na jej orbicie znajduje się wiele księżyców i mniejszych skał.;И что в этом странного? Галатея — довольно молодая планета, у нее на орбите куча спутников и маленьких астероидов.;Qu'y a-t-il d'étrange à cela ? Galatea est une planète assez jeune. Elle possède de nombreuses lunes et autres formations rocheuses de plus petite taille dans son orbite.;Und was soll merkwürdig daran sein? Galatea ist ein noch vergleichsweise junger Planet mit vielen Monden und kleineren Felsen in seiner Umlaufbahn.;¿Y qué tiene de raro? Galatea es un planeta relativamente joven y tiene muchas lunas y rocas más pequeñas en su órbita.;O que há de estranho nisso? Galatea é um planeta relativamente jovem e conta com diversas luas e rochas menores em sua órbita.;这有什么奇怪的？伽拉忒亚是一颗相对年轻的行星，在其轨道上有很多卫星和较小的岩石。;それの何が不自然なの？ガラテアは比較的若い星だし、たくさんの衛星や岩が周りを回っているわ。;그게 뭐가 이상해? 갈라테아는 어린 행성이라 궤도에 위성이랑 작은 암석이 많잖아.
DIALOG/story/dlc_1/mech_headquarters_02;I have not detected any collisions in this object's vicinity or any other force that could affect its movement. It is also heading straight for our headquarters. It should be flying over our position at any moment now.;Nie wykryłem żadnych kolizji w pobliżu tego obiektu ani innych sił, które mogłyby wpłynąć na jego ruch. Kieruje się on również prosto na naszą kwaterę główną. Lada chwila powinien przelecieć nad naszą bazą.;Я не зарегистрировал вблизи объекта никаких столкновений или другого воздействия, которое могло бы повлиять на его движение. К тому же он направляется прямо к нашему штабу. Сейчас он должен пролететь над нашей позицией.;Je n'ai pas détecté de collision à proximité de cet élément ni d'autre force qui aurait pu affecter sa trajectoire. En plus, il se dirige droit vers notre quartier général. Il devrait survoler notre position d'un moment à l'autre.;Ich habe in der näheren Umgebung dieses Himmelskörpers keine Zusammenstöße oder andere Einflüsse entdeckt, die seine Flugbahn ändern könnten. Er rast außerdem direkt auf unser Hauptquartier zu. Er sollte uns jeden Moment überfliegen.;No he detectado colisiones en las proximidades de este objeto ni ninguna otra fuerza que pudiera afectar a su movimiento. Además, se dirige a nuestro cuartel general. Sobrevolará nuestra posición en cualquier momento.;Não detectei qualquer colisão próxima ao objeto, ou outra força que afetasse sua trajetória. E está vindo na direção do nosso Quartel. Deve passar por cima de nós a qualquer momento.;但我没有探测到这个物体附近有任何碰撞，也没有任何其他可能影响其运动的力量。它也正直奔我们的总部而来。它现在应该随时会飞到我们的位置上空。;この物体の付近では、軌道を変えるほどの衝突や衝撃は起きていない。しかもその物体は、真っ直ぐ我々のHQへ向かってきている。今にも我々の頭上を通り過ぎるかもしれない。;해당 물체 인근에서 물체의 움직임에 영향을 줄 수 있는 그 어떤 충돌이나 힘이 감지되지 않았습니다. 그리고 그 물체는 지금 본부를 향해 오고 있습니다. 곧 저희 위를 지나갈 겁니다.
DIALOG/story/dlc_1/ashley_headquarters_02;Ok. You've got my attention. Let's track this meteor and see where it lands.;Ok. Przykułeś moją uwagę. Namierzmy ten meteor i zobaczmy, gdzie wyląduje.;Ладно, убедил. Давай проследим за этим метеором и посмотрим, где он приземлится.;Très bien. Tu as toute mon attention. Surveillons ce météore pour voir où il atterrit.;Na gut, damit hast du jetzt mein Interesse geweckt. Verfolgen wir diesen Meteoriten nach und schauen, wo er auftrifft.;Vale, ahora sí que me pica la curiosidad. Vamos a rastrear el meteorito y a ver dónde aterriza.;Ok, você tem minha atenção. Vamos acompanhar o meteoro para ver onde ele cai.;好的。你已经引起了我的注意。让我们追踪这颗陨石，看看它在哪里降落。;オーケー。そういうことなら何とかしないと。その隕石を追跡して、どこに落下するか調べましょう。;오케이. 그거 진짜 흥미롭군. 운석을 추적해서 어디에 떨어지는지 확인해 보자.
DIALOG/story/dlc_1/mech_headquarters_03;The meteorite has landed near our position. I am detecting increased radiation in a very broad emission spectrum. That was not a typical rock.;Meteoryt wylądował w pobliżu nas. Wykrywam zwiększone promieniowanie w bardzo szerokim spektrum emisji. To nie była typowa skała.;Метеорит приземлился недалеко от нашей позиции. Я фиксирую сильное излучение очень широкого спектра. Это был не просто камень.;La météorite a atterri près de notre position. Je détecte une augmentation des radiations dans un large spectre d'émission. Ce n'était pas un rocher ordinaire.;Der Meteorit ist in der Nähe unseres Standorts eingeschlagen. Ich messe erhöhte Radioaktivität in einem sehr breiten Emissionsspektrum. Das war kein gewöhnlicher Felsen.;El meteorito ha aterrizado cerca de nuestra posición. Detecto un aumento de la radiación con un espectro de emisión muy amplio. No se trata de una roca cualquiera.;O meteorito caiu perto da nossa posição. Estou detectando uma radiação crescente em um espectro largo de emissão. Essa não é uma rocha qualquer.;陨石已经降落在我们的位置附近。我探测到在一个非常广泛的发射光谱中的辐射增加。那不是一块普通的石头。;隕石は我々の近くに落下した。非常に幅の広い放出スペクトルを持った放射線の増加を検知した。どうも普通の岩ではなかったようだ。;운석이 저희 근처에 떨어졌습니다. 상승된 방사능이 방대한 방출 스펙트럼에 감지됩니다. 평범한 운석이 아닙니다.
DIALOG/story/dlc_1/ashley_headquarters_03;I'm intrigued. Let's get to that impact location as soon as possible.;Jestem zaintrygowana. Musimy tam jak najszybciej dotrzeć.;Я заинтригована. Давай как можно быстрее доберемся до места падения.;Je suis curieuse. Rendons-nous au point d'impact dès que possible.;Faszinierend. Dann sollten wir uns die Absturzstelle so bald wie möglich ansehen.;Qué curioso. Vayamos al lugar del impacto lo antes posible.;Estou intrigada. Vamos para o local de impacto o quanto antes.;这让我很感兴趣。让我们尽快赶到那个撞击地点。;興味をそそられるわ。今すぐ落下地点に行ってみましょう。;점점 재밌어지네. 최대한 빨리 추락 지점으로 가보자.
DIALOG/story/dlc_1/ashley_headquarters_04;The meteorite created a vast crater. The ground has a strange blue glow in this place. Is this Cherenkov radiation?;Meteoryt utworzył rozległy krater. W tym miejscu ziemia ma dziwną niebieską poświatę. Czy to promieniowanie Czerenkowa?;Метеорит оставил здоровый кратер. Земля здесь светится странным синим светом. Это излучение Черенкова?;La météorite a créé un énorme cratère, et le sol brille d'une étrange lueur bleue ici. Est-ce que ce serait lié à l'effet Tcherenkov ?;Der Meteorit hat einen riesigen Krater hinterlassen. Hier leuchtet die Erde seltsam blau. Ist das Cherenkov-Strahlung?;El meteorito ha creado un cráter enorme. El suelo brilla con un extraño resplandor azul por aquí. ¿Será radiación de Cherenkov?;O meteorito criou uma grande cratera, e o chão brilha com uma estranha luz azulada. Será que é radiação de Tcherenkov?;陨石造成了一个巨大的陨石坑。这个地方的地面有一种奇怪的蓝色光芒。这是契伦科夫辐射吗？;隕石によって巨大なクレーターができているわ。この辺りは地面が青く発光していて不思議ね。チェレンコフ放射かしら。;운석이 거대한 크레이터를 만들었군. 표면에는 푸른색이 감돌고 있어. 이게 체렌코프 방사선인가?
