;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
ACHIEVEMENTS/achievement_10_desc;Get your hands dirty! Kill 500 aliens with Mr Riggs' bare hands.;Niektórzy Riftbreakerzy nie boją się pobrudzić sobie rąk. Pokonaj 500 wrogów samymi pięściami.;Замарайте ручки! Убейте 500 инопланетных форм жизни голыми руками мистера Ригза.;Salissez-vous les mains ! Tuez 500 extraterrestres à mains nues avec M. Riggs.;Mach dir die Hände schmutzig! Töte 500 Aliens mit Mr. Riggs’ bloßen Händen.;Implícate al máximo: mata a 500 alienígenas con las manos del Sr. Riggs.;Suje suas mãos! Mate 500 alienígenas com Sr. Riggs com as próprias mãos.;有些银河破裂者喜欢弄脏他们的 "手"。用里格斯先生赤手空拳杀死500个异形。;時には汚い仕事も！ミスター・リグスの素手でクリーチャーを500体倒す。;손맛이 좋군! 릭스의 맨손으로 외계인 500마리를 처치함.
ACHIEVEMENTS/achievement_10_name;I'll do it myself... ;Wściekłe Pięści Riggsa;Так и быть, я сделаю это самостоятельно... ;Je dois tout faire moi-même... ;Ich mache es selbst ... ;Ya lo hago yo... ;Eu mesmo faço isso... ;我自己来吧...;自分でやるさ… ;내가 직접 처리해주지... 
ACHIEVEMENTS/achievement_11_desc;Leave nothing behind. Extract at least 75% of resource veins in any map. ;Nie zostaw po sobie nic. Wydobądź co najmniej 75% surowców kopalnych na mapie.;Не оставляйте ничего позади. Истощите месторождения не менее чем на 75% на любой карте. ;N'en laissez pas une miette. Extrayez au moins 75 % d'une veine sur une carte. ;Lasse nichts zurück. Baue mindestens 75 % an Rohstoffadern auf einer Karte ab. ;Arrasa con todo. Extrae al menos el 75 % de los filones de recursos de cualquier mapa. ;Não deixe nada para trás. Extraia ao menos 75% dos veios de recursos, em qualquer mapa. ;什么都不留下。在任何地图上提取至少75%的资源矿脉。;後には何も残さない。任意のマップで、鉱脈の75%以上を抽出する。;알뜰한 게 최고. 맵에서 75% 이상의 자원 광맥을 추출함. 
ACHIEVEMENTS/achievement_11_name;Strip mining ;Wykopki;Опустошение ;Tout doit disparaître ;Ausbeutung ;A cielo abierto ;Mineração a Céu Aberto ;露天采矿;露天掘り ;싹쓸이 
ACHIEVEMENTS/achievement_12_desc;You are a horrible person! Exterminate 1000 neutral creatures. ;Oto wyniki testu: jesteś okropną osobą. Wyeliminuj 1000 neutralnych stworzeń.;Вы просто ужасный человек! Уничтожьте 1000 нейтральных существ. ;Vous êtes immonde ! Tuez 1 000 créatures pacifiques. ;Du bist schrecklich! Lösche 1.000 neutrale Kreaturen aus. ;¡Eres una persona horrible! Extermina a 1000 criaturas neutrales. ;Você é uma pessoa horrível! Extermine 1.000 criaturas neutras. ;你是一个可怕的人！消灭1000个中立生物。;なんてヒドイ奴だ！非敵性クリーチャーを1,000匹倒す。;정말 못됐군! 중립 생명체 1000마리를 처치함. 
ACHIEVEMENTS/achievement_12_name;Horrible Person ;Okropna Osoba;Ужасный человек ;Monstre ;Schreckliche Person ;Persona horrible ;Pessoa Horrível ;可怕的人;ヒドイ奴 ;못된 놈 
ACHIEVEMENTS/achievement_13_desc;No stone unturned. Find at least 75% of hidden underground treasures on any map. ;Znajdź co najmniej 75% podziemnych skarbów ukrytych na którejkolwiek mapie.;Загляните под каждый камень. Найдите не менее 75% спрятанных подземных сокровищ на любой из карт. ;Tous les recoins ont été fouillés. Trouvez au moins 75 % des trésors enfouis d'une carte. ;Kein Stein auf dem anderen. Finde mind. 75 % der versteckten unterirdischen Schätze auf einer Karte. ;Encuentra al menos el 75 % de los tesoros subterráneos ocultos de cualquier mapa. ;Revirando as pedras. Encontre ao menos 75% dos tesouros subterrâneos escondidos, em qualquer mapa. ;不遗余力。在任何地图上找到至少75%的隐藏地下宝藏。;草の根を分けても探す！任意のマップで、地中に隠された宝を75%以上見つける。;꼼꼼한 성격. 맵에서 75% 이상의 숨겨진 지하 보물을 찾음. 
ACHIEVEMENTS/achievement_13_name;The Treasure Hunter ;Poszukiwacz Skarbów;Охотник за сокровищами ;Chasse au trésor ;Der Schatzsucher ;Cazatesoros ;O Caçador de Tesouros ;宝藏猎人;トレジャーハンター;보물 사냥꾼 
ACHIEVEMENTS/achievement_14_desc;Create enough storage for 50 000 carbonium. ;Zapewnij sobie wystarczająco dużo powierzchni magazynowej, aby pomieścić 50.000 jednostek węgla.;Создайте достаточно большое хранилище для 50000 ед. карбония. ;Créez suffisamment de stockage pour 50 000 carbonium. ;Schaffe genug Lagerplatz für 50.000 Carbonium. ;Crea suficiente espacio para 50 000 de carbonio. ;Crie armazenagem suficiente para 50.000 unidades de carbônio. ;为50000碳矿建立足够的仓库。;50,000のカルボニウムを貯蔵できる保管庫を作る。 ;50,000 카르보늄을 수용할 저장 시설을 건설함. 
ACHIEVEMENTS/achievement_14_name;Swiss Bank Account ;Konto w Szwajcarii;Швейцарский банк ;Réserves mondiales ;Schweizer Bankkonto ;Cuenta en Suiza ;Conta Bancária na Suíça ;瑞士银行账户;スイス銀行口座 ;스위스 은행 계좌 
ACHIEVEMENTS/achievement_15_desc;Simultaneously own over 100 AI cores. ;Posiadaj jednocześnie ponad 100 Rdzeni SI;Имейте в распоряжении не менее 100 ИИ-ядер одновременно. ;Accumulez 100 noyaux d'IA. ;Verfüge gleichzeitig über 100 KI-Kerne. ;Posee más de 100 núcleos IA al mismo tiempo. ;Tenha mais de 100 Núcleos de IA simultaneamente. ;同时拥有超过100个AI核心。;AIコアを同時に100個以上所有する。 ;AI 코어 100개를 동시에 소유함. 
ACHIEVEMENTS/achievement_15_name;AI driven ;SI to przyszłość;Управляемый искусственным интеллектом ;Le règne des robots ;KI-gesteuert ;Inteligencia Artificial ;Dirigido por IA ;AI驱动;AIベース ;AI 중심 
ACHIEVEMENTS/achievement_16_desc;Simultaneously mine every resource type in the game. ;Wydobywaj jednocześnie każdy rodzaj surowca kopalnego w grze.;Добывайте одновременно все типы ресурсов в игре. ;Extrayez systématiquement toutes les ressources du jeu. ;Baue jeden Rohstofftyp im Spiel gleichzeitig ab. ;Extrae a la vez todos los tipos de recursos que existen en el juego. ;Minere simultaneamente todos os tipos de recurso no jogo. ;同时在游戏中开采的每一种类型的资源。;ゲーム内の全ての資源タイプを同時に採掘する。 ;게임의 모든 자원을 동시에 채굴함. 
ACHIEVEMENTS/achievement_16_name;All that Glitters ;Nie wszystko złoto;Не все то золото, что блестит ;Tout ce qui brille ;Alles, was glitzert ;Todo lo que brilla ;Tudo que Brilha ;所有闪亮的东西;全ての輝くもの ;반짝 반짝 
ACHIEVEMENTS/achievement_17_desc;Complete any Survival by building only Solar, Wind, Biomass or Geothermal powerplants.;Ukończ Tryb Przetrwania mając tylko elektrownie słoneczne, wiatrowe, geotermalne i na biomasę.;Завершите выживание, строя только солнечные, ветряные, геотермальные или биоэлектростанции.;Terminez le mode survie avec uniquement une centrale géothermique, solaire, éolienne ou à biomasse.;Beende den Überlebensmodus, indem du nur Solar-, Wind-, Biomasse- oder Geothermiekraftwerke baust.;Completa el modo Supervivencia creando solo centrales geotérmicas, solares, eólicas o de biomasa.;Conclua o modo sobrevivência construindo apenas usinas solares, eólicas, geotérmicas ou de biomassa.;仅建造太阳能、风能、生物质能或地热发电站通关生存模式。;太陽発電、風力発電、バイオマス発電、地熱発電のみでサバイバルをクリアする。;태양, 풍력, 바이오매스 또는 지열 발전소를 건설해 서바이벌을 완료함.
ACHIEVEMENTS/achievement_17_name;Going Green ;Zielono mi;С заботой об экологии ;Écologie ;Grüne Energie ;Energía verde ;Energia Verde ;走向绿能;グリーン化 ;자연 친화 
ACHIEVEMENTS/achievement_18_desc;Have all the available upgrade, consumable and weapon slots filled. ;Wypełnij wszystkie dostępne miejsca na broń, umiejętności i ulepszenia.;Заполните все доступные слоты улучшений, расходников и оружия. ;Remplissez tous les emplacements d'amélioration, de consommables et d'armes. ;Fülle alle verfügbaren Aufwertungs-, Verbrauchsgegenstand- und Waffen-Slots auf. ;Llena todos los huecos disponibles para consumibles, armas y mejoras. ;Tenha todas as melhorias e consumíveis disponíveis e todos os espaços de arma preenchidos. ;将所有可用的升级、消耗品和武器插槽填满。;使用可能な全てのアップグレード、消耗品、武器スロットを埋める。 ;모든 업그레이드, 소비, 무기 슬롯을 채움. 
ACHIEVEMENTS/achievement_18_name;Inspector Gadget ;Inspektor Gadżet;Инспектор Гаджет ;Inspecteur Gadget ;Inspector Gadget ;Inspector Gadget ;Inspetor Bugiganga ;神探万事通;GO！GO！ガジェット ;가제트 형사 
ACHIEVEMENTS/achievement_19_desc;I am the swarm. Have 50 drones of any kind active at the same time. ;Jam jest rój. Miej co najmniej 50 aktywnych dronów w tym samym momencie.;Я – это рой. Используйте одновременно 50 дронов любого типа. ;Venez à moi, mes précieux. Activez 50 drones en même temps. ;Ich bin der Schwarm. Verfüge gleichzeitig über 50 beliebige Drohnen. ;Yo soy el enjambre. Posee 50 drones activos de cualquier tipo al mismo tiempo. ;Eu sou o enxame. Tenha 50 drones de qualquer tipo, ativos ao mesmo tempo. ;我是虫群。拥有50架任何类型的无人机并令其同时活动。;私は大群。いずれかのタイプのドローンを同時に50個稼働させる。 ;우리는 한 가족. 동시에 드론 50대를 운용함. 
ACHIEVEMENTS/achievement_19_name;Queen Bee ;Królowa Pszczół;Пчелиная матка ;Reine des abeilles ;Bienenkönigin ;Abeja reina ;Abelha Rainha ;蜂后;女王バチ;여왕벌 
ACHIEVEMENTS/achievement_20_desc;Run 21 097 meters. ;Przebiegnij 21.097 metrów.;Пробегите 21097 метров. ;Courez 21 097 mètres. ;Laufe 21.097 Meter. ;Corre 21 097 metros. ;Corra 21.097 metros. ;奔跑超过21097米。;21,097m移動する。;21,097미터를 달림. 
ACHIEVEMENTS/achievement_20_name;Run Robot Run! ;Nie czuję nóg;Беги, робот, беги! ;Cours, robot, cours ! ;Lauf, Roboter, lauf! ;¡Corre, robot, corre! ;Corra, Robô, Corra! ;跑！机器人，跑!！;走れ、ロボット、走れー！;뛰어! 로봇! 뛰어! 
ACHIEVEMENTS/achievement_21_desc;Build 21 196 meters worth of walls. ;Wybuduj 21.196 metrów muru.;Постройте 21196 метров стен. ;Construisez 21 196 mètres de murs. ;Baue 21.196 Meter an Mauern. ;Levanta 21 196 metros de muro. ;Construa 21.196 metros de muros. ;建造超过21196米的围墙。;21,196m分の壁を建設する。 ;21,196미터 길이의 벽을 건설함. 
ACHIEVEMENTS/achievement_21_name;The Great Wall of Galatea 37 ;Wielki Mur Galatejski;Великая галатейская стена ;La Grande Muraille de Galatea 37 ;Die große Mauer von Galatea 37 ;La Gran Muralla de Galatea 37 ;A Grande Muralha de Galatea 37 ;伽拉忒亚37号的长城;ガラテア37の長城 ;갈라테아 37의 만리장성 
ACHIEVEMENTS/achievement_22_desc;Build an outpost on 4 different biomes in campaign mode. ;Wybuduj Posterunki w 4 róznych biomach w trybie kampanii.;Постройте аванпост в 4 разных биомах в режиме кампании. ;Installez un avant-poste sur 4 biomes différents en mode campagne. ;Baue einen Außenposten in 4 verschiedenen Biomen in der Kampagne. ;Construye puestos remotos en 4 biomas distintos en el modo Campaña. ;Construa um posto avançado em quatro biomas diferentes, no modo campanha. ;在战役模式中，在4个不同的生物群落上各建立一个前哨站。;キャンペーンモードで4つの異なるバイオームに基地を建設する。 ;캠페인 모드에서 4개의 생물군계에 전초기지를 건설함. 
ACHIEVEMENTS/achievement_22_name;Looking for a Perfect House ;W poszukiwaniu idealnego lokum;В поисках идеального дома ;Le petit avant-poste dans la prairie ;Das perfekte Eigenheim ;Buscando un hogar ;Em Busca da Casa Perfeita ;寻找一个完美的房子 ;理想の家を探して ;명당을 찾아서 
ACHIEVEMENTS/achievement_23_desc;Build 1500 pipe segments. ;Zbuduj 1500 segmentów rurociągów.;Постройте 1500 труб. ;Construisez 1 500 segments de tuyaux. ;Baue 1.500 Rohrsegmente ;Construye 1500 secciones de tuberías. ;Construa 1.500 segmentos de tubo. ;建造1500个管道段。;パイプを1,500個建設する。 ;배관 1500개를 건설함. 
ACHIEVEMENTS/achievement_23_name;Investing in Liquid Assets ;Inwestycja w płyny;Инвестиция в жидкие активы ;En liquide ;Liquide Mittel ;Inversión en activos líquidos ;Investindo em Ativos Líquidos ;投资于流动资产 ;流動資産への投資 ;유동 자산 투자 
ACHIEVEMENTS/achievement_24_desc;Nothing gets by you. Cover at least 75% of any map with radar coverage. ;Nic Ci nie umknie. Pokryj co najmniej 75% obszaru mapy zasięgiem radarów.;От вас не скрыться. Зона действия радаров покрывает не менее 75% карты. ;Rien ne peut vous échapper. Assurez-vous que vos radars recouvrent 75 % d'une carte. ;Dir entgeht nichts. Decke mindestens 75 % der Karte per Radar ab. ;No se te escapa nada. Cubre al menos el 75 % de cualquier mapa con la cobertura de radar. ;Nada escapa aos seus olhos. Cubra ao menos 75% da área de qualquer mapa com radares. ;没有什么能瞒过你。使用雷达覆盖任何地图的至少75%的区域。;何も見逃さない。任意のマップの75%をレーダーでカバーする。 ;하나도 놓치지 마. 맵의 75% 이상이 레이더 범위에 들어옴. 
ACHIEVEMENTS/achievement_24_name;All Seeing Eye ;Wielki Brat;Всевидящее око ;Sentinelle ;Allsehend ;Ojo que todo lo ve ;O Olho que Tudo Vê ;全知之眼 ;全てを見通す眼 ;천리안 
ACHIEVEMENTS/achievement_25_desc;Build an Extreme Quality Sword and fully mod it with 3 Extreme mods. ;Skonstruuj Miecz Ekstremalnej jakości i wyposaż go w 3 modyfikacje - również Ekstremalnej Jakości.;Создайте меч экстремально высокого качества и улучшите его при помощи 3 экстремальных модификаций. ;Fabriquez une épée de qualité extrême, équipée de 3 mods extrêmes. ;Baue ein Schwert von extremer Qualität und modifiziere es komplett mit 3 extremen Mods. ;Crea una espada de calidad extrema y modifícala completamente con 3 modificaciones extremas. ;Construa uma espada excepcional e modifique-a completamente com 3 modificadores excepcionais. ;打造一把终级品质之剑，并安装3个终极模组强化它。;レジェンド品質のソードを作り、レジェンドMODを3つ装備させる。 ;극한 품질의 소드를 제작하고 3개의 극한 모드로 채움. 
ACHIEVEMENTS/achievement_25_name;Excalibur ;Excalibur;Эскалибур ;Excalibur ;Excalibur ;Excalibur ;Excalibur ;神剑;エクスカリバー ;엑스칼리버 
ACHIEVEMENTS/achievement_26_desc;Kill 50 000 hostile creatures. ;Pokonaj 50.000 wrogów.;Убейте 50000 враждебных существ. ;Tuez 50 000 créatures hostiles. ;Töte 50.000 feindliche Kreaturen. ;Mata a 50 000 criaturas hostiles. ;Mate 50.000 criaturas hostis. ;杀死50000个敌方生物。;敵対クリーチャーを50,000匹倒す。 ;공격적인 생명체 50,000마리를 처치함. 
ACHIEVEMENTS/achievement_26_name;Scientist? ;Serio jesteś naukowcem?;А вы точно ученый? ;Pour la science ? ;Wissenschaftler? ;¿Ciencia? ;Cientista? ;科学家？;科学者？ ;과학자? 
ACHIEVEMENTS/achievement_27_desc;Equip every single weapon slot for Mr. Riggs with extreme variant gear. ;Wyekwipuj broń Ekstremalnej Jakości w każdym możliwym miejscu na broń.;Заполните все оружейные слоты мистера Ригза экипировкой экстремального уровня. ;Équipez tous les emplacements d'armes de M. Riggs avec de l'équipement extrême. ;Lege in jedem Waffen-Slot von Mr. Riggs extreme Ausrüstung an. ;Equipa todos los huecos de armas del Sr. Riggs con equipamiento de variante extrema. ;Equipe cada espaço de arma do Sr. Riggs com apetrechos de variante excepcional. ;为里格斯先生的每一个武器槽安装终极强化模组。;ミスター・リグスの全ての武器スロットにレジェンドギアを装備する。 ;릭스의 모든 무기 슬롯에 극한 장비를 장착함. 
ACHIEVEMENTS/achievement_27_name;Final Form ;Ostateczna Forma;Абсолютная форма ;Forme finale ;Die finale Form ;Forma final ;Forma Definitiva ;最终形态 ;最終形態 ;끝판왕 
ACHIEVEMENTS/achievement_28_desc;Vacation on Galatea 37 complete! Finish the campaign or the survival mode. ;Wakacje na Galatei 37: zaliczone! Ukończ Kampanię lub Tryb Przetrwania.;Каникулы на Галатее 37 подошли к концу! Завершите кампанию или режим выживания. ;Vos vacances sur Galatea 37 sont finies ! Terminez le mode campagne ou survie. ;Der Urlaub auf Galatea 37 ist vorbei! Schließe die Kampagne oder den Überlebensmodus ab. ;¡Fin de las vacaciones en Galatea 37! Completa el modo Campaña o Supervivencia. ;Férias concluídas em Galatea 37! Termine a campanha ou o modo sobrevivência. ;伽拉忒亚37号上的假期：完成！完成战役或生存模式。;ガラテア37での休暇は終わり！キャンペーンまたはサバイバルモードをクリアする。 ;갈라테아 37에서의 휴가 끝! 캠페인 또는 서바이벌 모드를 완료함. 
ACHIEVEMENTS/achievement_28_name;Walk in the Park ;Spacerek;Прогулка в парке ;Les doigts dans le nez ;Spaziergang ;Un paseo ;Passeio no Parque ;在公园里散步 ;公園で散歩 ;공원 산책 
ACHIEVEMENTS/achievement_29_desc;Complete all research in one tech tree. ;Ukończ wszystkie badania w dowolnym z drzewek technologii.;Завершите все исследования в одном древе технологий. ;Terminez toutes les recherches d'un arbre de technologie. ;Schließe alle Forschungen in einem Technologie-Baum ab. ;Completa todas las investigaciones de un árbol tecnológico. ;Complete todas as pesquisas na árvore de tecnologias. ;完成一个科技树的所有研究。;研究で、テクノロジーの任意の系統をひとつ完成させる。;테크 트리의 모든 연구를 완료함. 
ACHIEVEMENTS/achievement_29_name;Forbidden Knowledge ;Wiedza tajemna;Запретное знание ;Savoir interdit ;Verbotenes Wissen ;Conocimiento prohibido ;Conhecimento Proibido ;禁忌知识 ;禁断の知識 ;금지된 지식 
ACHIEVEMENTS/achievement_30_desc;Read at least 75% of entries in the encyclopedia/bestiary ;Chcesz dowiedzieć się więcej? Przeczytaj co najmniej 75% opisów w Bazie Danych.;Прочитайте не менее 75% всех статей в энциклопедии/бестиарии. ;Lisez au moins 75 % des entrées de l'encyclopédie ou du bestiaire. ;Lies mindestens 75 % der Einträge in der Enzyklopädie/im Bestiarium. ;Lee al menos el 75 % de las entradas de la enciclopedia/bestiario. ;Leia ao menos 75% dos registros na enciclopédia ou no bestiário. ;阅读百科全书/生物图鉴中至少75%的条目。;百科事典もしくは動物画集の項目の75%以上を読む。 ;백과사전/도감을 75% 이상 읽음. 
ACHIEVEMENTS/achievement_30_name;Book Worm ;Mól książkowy;Книжный червь ;Je-sais-tout ;Bücherwurm ;Rata de biblioteca ;Traça ;书虫 ;本の虫 ;책벌레 
ACHIEVEMENTS/achievement_31_desc;Obtain all other trophies ;Zdobądź wszystkie pozostałe trofea.;Заработайте все призы ;Obtenez tous les trophées. ;Erhalte alle anderen Trophäen. ;Consigue el resto de los trofeos. ;Obtenha todos os outros troféus. ;获得所有其他奖杯;すべてのトロフィーを獲得する。 ;다른 트로피를 모두 입수함. 
ACHIEVEMENTS/achievement_31_name;Galatea is Mine ;Galatea należy do mnie;Галатея принадлежит мне ;Galatea est à moi ;Galatea ist mein ;Dominio de Galatea ;Galatea É Minha ;伽拉忒亚是我的了;ガラテアは私のもの ;갈라테아는 내꺼야 
ACHIEVEMENTS/achievement_32_desc;Open 10 metallic bioanomalies.;Otwórz 10 metalicznych bioanomalii.;Откройте 10 металлических биоаномалий.;Ouvrez 10 anomalies biologiques.;Öffne 10 metallische Bioanomalien.;Abre 10 anomalías biológicas metálicas.;Abra 10 bioanomalias metálicas.;打开10个合金生物异常点。;金属質のバイオアノマリーを10個開放する。;금속 바이오현상 10개를 여세요.
ACHIEVEMENTS/achievement_32_name;Gold Digger;Gorączka Złota;Золотоискатель;Ruée vers l'or;Goldgräber;Cazafortunas;Garimpeiro;掘金者;ゴールド・ディガー;욕심쟁이
ACHIEVEMENTS/achievement_33_desc;Kill 500 Flurians.;Zabij 500 Flurianów.;Убейте 500 флурианцев.;Tuez 500 fluriens.;Töte 500 Flurianer.;Mata a 500 flurianos.;Mate 500 Flurianos.;杀死500个融合半人马。;フルリアンを500体倒す。;플러리안 500마리를 죽이세요.
ACHIEVEMENTS/achievement_33_name;Decimation;Zdziesiątkowani;Истребление;Destruction;Dezimierung;Matanza;Aniquilação;灭亡;大量殺戮;대학살
