;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
BUTTON_refresh;Refresh;Odśwież;;;;;;刷新;;
BUTTON_single_player_game;Single player;Pojedynczy Gracz;;;;;;单人游戏;;
campaigns/survival/mp_survival.campaign;Survival;Tryb Przetrwania;Выживание;Survie;Überleben;Supervivencia;Sobrevivência;生存模式;サバイバル;서바이벌
campaigns/survival/swamp_lakes.campaign;Survival – Fungal Swamp;Przetrwanie - Grzybowe Bagno;Выживание –;Survie —;Überleben –;Supervivencia: ;Sobrevivência –;生存模式 - 真菌沼泽;サバイバル -;서바이벌 -
campaigns/survival/swamp.campaign;Survival – Fungal Forest;Przetrwanie - Grzybowy Las;Выживание –;Survie —;Überleben –;Supervivencia: ;Sobrevivência –;生存模式 - 真菌森林;サバイバル -;서바이벌 -
gui/hud/building_description/bio_condenser;This building extracts biomass from mud, leaving the organic remains behind. They are later fermented and turned into sludge.;Ten budynek ekstrahuje biomasę z błota i przetwarza je w szlam.;;;;;;这座建筑从泥浆中提取生物质，留下有机残留物，这些残留物随后经发酵转化为绿沼。;;
gui/hud/building_description/crystal_structure;These buildings utilize crystals synthesized from samples gathered during the Galatea 37 mission. They can be used to decorate your base.;Budynki te wykorzystują kryształy zdobyte podczas misji na Galatei 37. Można ich użyć, aby nadać bazie nowy wygląd.;;;;;;这些建筑使用从伽拉忒亚37号任务中收集的样本合成的水晶，可以用来装饰基地。;;
gui/hud/building_description/future_city;Riftbreakers can use these decorative structures to make their bases feel more like home. These buildings capture all the newest urban architecture trends from Earth.;Możesz użyć tych budynków, aby poczuć się jak w domu. Ten zestaw dekoracji odwzorowuje najnowsze trendy w miejskiej architekturze.;;;;;;银河破裂者可以使用这些装饰性建筑使他们的基地更具家的感觉，这些建筑融合了地球上所有最新的城市建筑流行趋势。;;
gui/hud/building_description/gas_extractor;Place this structure on top of a Gas Vent to extinguish it and start collecting the Flammable Gas escaping from beneath the ground.;Ten budynek można umieścić na Złożu Gazu. Ugasi on wydobywający się gaz, pozwalając na bezpieczne wydobycie.;;;;;;将此结构置于气体排放口之上，可封闭气体排放口，并开始收集从地下逸出的可燃气体。;;
gui/hud/building_description/scifi_structure;These futuristic, high-tech structures can be used to give your base an entirely new look.;Te futurystyczne, zaawansowane technologicznie budynki nadadzą każdej bazie wygląd rodem z najlepszego sci-fi.;;;;;;这些具有未来感的高科技建筑可以完全改变你的基地外观。;;
gui/hud/building_description/tower_hcm;A silo, housing a massive rocket launched vertically and aimed at distant targets. Once the rocket reaches destination, it releases multiple explosive devices that cover a very large area. Gas supply required.;Silos rakietowy, skrywający potężną rakietę dalekiego zasięgu. Rakieta startuje pionowo, a po dotarciu do celu wystrzeliwuje wiele ładunków wybuchowych, pokrywając znaczny obszar. Wymaga stałego dostępu do gazu.;;;;;;这个发射井内部装有一枚垂直发射、定向远距离目标的巨型火箭。当火箭抵达目的地后，会释放多个爆炸装置，覆盖广阔区域。此操作需要气体供应。;;
gui/hud/building_description/tower_power_rod;The Power Rod Tower launches long-range warheads. Upon reaching the target, a Power Rod emerges from the warhead. It produces high-voltage electric arcs, damaging nearby units.;Miotacz Rdzeni Energetycznych wystrzeliwuje pociski bardzo dalekiego zasięgu. Po uderzeniu w ziemię, z głowicy pocisku wyłania się rdzeń, który razi wrogów prądem o wysokim napięciu.;;;;;;电力棒塔发射远程弹头。弹头到达目标后，释放出一根电力棒，产生高压电弧，对附近单位造成伤害。;;
gui/hud/building_description/tower_shotgun;This tower utilizes High-Caliber Tower Ammo. It rapidly shoots short-ranged volleys of small projectiles. It is very effective against large groups of small attackers.;Wieża ta wykorzystuje Amunicję Dużego Kalibru do Wież. Wystrzeliwuje ona salwy drobnych pocisków i charakteryzuje się bardzo dużą szybkostrzelnością.;;;;;;该塔配备大口径塔式弹药，能够快速发射短程的小型弹丸，非常适合对付大量小型攻击者。;;
gui/hud/building_description/tower_water_basic;Projectiles from this tower set their targets on fire, dealing both contact damage and damage over time. It's precise and has long range, but has to be built on liquid surface.;Pociski z tej wieży zadają poważne obrażenia przy trafieniu, jak i również podpalają cel. Wieża jest precyzyjna, szybkostrzelna, i ma daleki zasięg, jednak może być zbudowana wyłącznie na powierzchni wody bądź innego płynu.;;;;;;该塔发射的弹丸可以点燃目标，造成接触伤害及持续时间伤害。它射程远且精确，但必须建造在液体表面上。;;
gui/hud/building_description/tower_water_big;Floating Piercer Tower shoots long range projectiles that pierce multiple targets and explode on final impact with a massive blast. All targets are dealt cryo damage and get significantly slowed down. Must be built on a liquid surface.;Wodna Wieża Kriogeniczna wystrzeliwuje potężne pociski przeszywające wielu wrogów. Po trafieniu w główny cel pocisk dodatkowo wybucha z ogromną siłą rażenia. Musi być wybudowana na powierzchni wody bądź innego płynu.;;;;;;漂浮穿刺塔发射的远程弹丸能够穿透多个目标，并在最终撞击时引发巨大的爆炸。所有被击中的目标都会受到冷冻伤害并显著降速。该塔必须建在液体表面上。;;
gui/hud/building_description/wall_gate_crystal;An innovative defensive gate composed of synthesized crystals sourced from the subterranean depths of Galatea 37. Synthetic crystals break into jagged shards that inflict significant damage on any nearby hostiles when the building is destroyed.;Innowacyjna brama zbudowana z syntetycznych kryształów pochodzących z podziemnych głębin Galatei 37. Syntetyczne kryształy rozpadają się na odłamki, które zadają znaczne obrażenia pobliskim wrogom.;;;;;;这种创新型的防御门由源自伽拉忒亚37号地下深处的合成晶体制成。当建筑被摧毁时，合成晶体碎片会破裂成锋利的碎片，对附近的敌人造成严重伤害。;;
gui/hud/building_description/wall_gate_energy;An advanced form of a gate. Instead of relying on a solid structure, this version utilizes high-power laser beams to form a barrier. Coming into contact with this structure may be harmful.;Zaawansowana forma bramy. Zamiast wykorzystywać litą konstrukcję, ta wersja wykorzystuje wiązki laserowe o dużej mocy by stworzyć barierę. Zetknięcie się z tą strukturą może być śmiertelnie niebezpieczne.;;;;;;这种高等级的门不依赖实体结构，而是利用高功率激光束形成屏障。接触到这种结构可能会造成伤害。;;
gui/hud/building_description/wall_vine;These walls automatically recede into the ground when the Mech is close to them. This allows the user to shoot over them with ease and negates the need for building gates. The walls also regenerate missing hit points over time, but do not reconstruct from ruins by themselves.;Te mury samoczynnie chowają się pod ziemię, gdy Mech jest w pobliżu. Pozwala to z łatwością przez nie strzelać, jak również eliminuje koniecznośc korzystania z bram. Mury mają zdolność regeneracji, ale nie odbudują się samoczynnie po zniszczeniu.;;;;;;当机甲接近时，这些墙会自动下沉至地面。这允许操作者轻松越过墙进行射击，从而无需建造门。这些墙还能随时间自我修复损失的生命值，但无法自行从废墟中重建。;;
gui/hud/building_name/bio_condenser;Biomass Condenser;Kondensator Biomasy;;;;;;生物质凝聚器;;
gui/hud/building_name/crystal_structure;Crystal Structure;Budowla z Kryształu;;;;;;水晶结构;;
gui/hud/building_name/floor_grass;Grass Floor;Podłoga z Trawą;;;;;;草地地板 ;;
gui/hud/building_name/floor_roots;Root Floor;Podłoga z Korzeniami;;;;;;根系地板;;
gui/hud/building_name/future_city;Future City Structure;Futurystyczna Budowla;;;;;;未来城市结构;;
gui/hud/building_name/gas_extractor;Gas Extractor;Ekstraktor Gazu;;;;;;气体提取器;;
gui/hud/building_name/hedge;Hedge;Żywopłot;;;;;;绿篱;;
gui/hud/building_name/scifi_structure;Sci-fi Structure;Budowla Sci-fi;;;;;;科幻结构;;
gui/hud/building_name/tower_hcm;HCM Tower;Wyrzutnia HCM;;;;;;HCM塔;;
gui/hud/building_name/tower_power_rod;Power Rod Tower;Miotacz Rdzeni Energetycznych;;;;;;电力棒塔;;
gui/hud/building_name/tower_shotgun;Shotgun Tower;Wieża ze Strzelbą;;;;;;霰弹塔;;
gui/hud/building_name/tower_water_basic;Floating Immolator Tower;Wodna Wieża Zapalająca;;;;;;漂浮燃烧塔;;
gui/hud/building_name/tower_water_big;Floating Piercer Tower;Wodna Wieża Kriogeniczna;;;;;;漂浮穿刺塔;;
gui/hud/building_name/wall_gate_crystal;Crystal Gate;Kryształowa Brama;;;;;;水晶门;;
gui/hud/building_name/wall_gate_energy;Energy Gate;Brama Energetyczna;;;;;;能量门;;
gui/hud/building_name/wall_gate_vine;Vine Gate;Brama z Pnączy;;;;;;藤蔓门;;
gui/hud/building_name/wall_vine;Vine Wall;Mur z Pnączy;;;;;;藤墙壁;;
gui/hud/enemy_skill_description/aura_damage_acid;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_damage_cryo;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_damage_energy;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_damage_fire;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_heal;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_heal_lvl_3;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/aura_resistance;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/drones;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/eggs;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/meteor_shower;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/resurrect;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/shockwave;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/swarm;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/underground_rock;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_description/waller;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game;Placeholder ID - not visible in the game
gui/hud/enemy_skill_name/aura_damage_acid;Damage Aura - Acid;Aura Obrażeń - Kwas;;;;;;伤害光环 - 酸性;;
gui/hud/enemy_skill_name/aura_damage_cryo;Damage Aura - Cryo;Aura Obrażeń - Zimno;;;;;;伤害光环 - 冷冻;;
gui/hud/enemy_skill_name/aura_damage_energy;Damage Aura - Energy;Aura Obrażeń - Energia;;;;;;伤害光环 - 能量;;
gui/hud/enemy_skill_name/aura_damage_fire;Damage Aura - Fire;Aura Obrażeń - Ogień;;;;;;伤害光环 - 火焰;;
gui/hud/enemy_skill_name/aura_heal;Healing Aura;Aura Leczenia;;;;;;治疗光环;;
gui/hud/enemy_skill_name/aura_heal_lvl_3;Healing Aura Level 3;Aura Leczenia - Poz. 3;;;;;;治疗光环 - 三级;;
gui/hud/enemy_skill_name/aura_resistance;Resistance Aura;Aura Odporności;;;;;;抗性光环;;
gui/hud/enemy_skill_name/drones;Drone Spawner;Przywoływacz Dronów;;;;;;蜂群簇卫;;
gui/hud/enemy_skill_name/eggs;Egg Spawner;Składacz Jaj;;;;;;孵卵召唤;;
gui/hud/enemy_skill_name/meteor_shower;Meteor Spawner;Przywoływacz Meteorów;;;;;;陨石雨;;
gui/hud/enemy_skill_name/resurrect;Resurrect Aura;Wskrzeszenie;;;;;;不死召唤;;
gui/hud/enemy_skill_name/shockwave;Shockwave;Fala Uderzeniowa;;;;;;震波;;
gui/hud/enemy_skill_name/swarm;Swarm Spawner;Przywoływacz Roju;;;;;;虫群召唤;;
gui/hud/enemy_skill_name/underground_rock;Rock Spawner;Przywoływacz Skał;;;;;;地裂岩石;;
gui/hud/enemy_skill_name/waller;Wall Spawner;Przywoływacz Murów;;;;;;木墙围困;;
gui/hud/multiplayer_scoreboard/limits;Score Limit: ${score_limit} / Time limit: ${time_limit};Limit fragów: ${score_limit} / Limit czasu: ${time_limit};;;;;;得分限制：${score_limit} / 时间限制：${time_limit};;
gui/hud/multiplayer_scoreboard/scoreboard;Scoreboard:;Tablica wyników;;;;;;计分板：;;
gui/hud/player_joined_server;<style="mod_row_label_green">${user_name}</style> joined the server!;<style="bilans_red">${user_name}</style> dołączył do serwera!;;;;;;<style="mod_row_label_green">${user_name}</style> 加入了服务器！;;
gui/hud/player_killed;<style="bilans_red">${user_name}</style> died!;<style="bilans_red">${user_name}</style> zginął!;;;;;;<style="bilans_red">${user_name}</style> 已阵亡！;;
gui/hud/player_killed_by_player;<style="bilans_red">${user_name}</style> killed by <style="bilans_red">${killer}</style>!;<style="bilans_red">${user_name}</style> zabity przez <style="bilans_red">${killer}</style>!;;;;;;<style="bilans_red">${user_name}</style> 被 <style="bilans_red">${killer}</style> 击杀！;;
gui/hud/player_left_server;<style="mod_row_label_green">${user_name}</style> left the server!;<style="bilans_red">${user_name}</style> odłączył się od serwera!;;;;;;<style="mod_row_label_green">${user_name}</style> 离开了服务器！;;
gui/hud/power_well_name/ammo;Infinite Player Ammo;Nieskończona Amunicja Mecha;;;;;;无限玩家弹药;;
gui/hud/power_well_name/building;Building Speed And Cost;Koszt i Czas Budowy;;;;;;建筑速度与成本;;
gui/hud/power_well_name/cooldowns;Short Item Cooldowns;Krótkie Czasy Odnowienia;;;;;;缩短物品冷却;;
gui/hud/power_well_name/damage;Quad Damage;Poczwórne Obrażenia;;;;;;四倍伤害;;
gui/hud/power_well_name/drones;Drone Swarm;Rój Dronów;;;;;;无人机蜂群;;
gui/hud/power_well_name/firerate;Fast Fire Rate;Szybkostrzelność;;;;;;快速射击;;
gui/hud/power_well_name/forcefield;Super Forcefield;Super Pole Siłowe;;;;;;超级力场;;
gui/hud/power_well_name/health;Mega Health;Mega Zdrowie;;;;;;超级生命值;;
gui/hud/power_well_name/loot;Loot Drop Chance;Szansa na Łupy;;;;;;战利品掉落几率;;
gui/hud/power_well_name/radar;Radar Size;Zasięg Radaru;;;;;;雷达尺寸;;
gui/hud/power_well_name/reflect_damage;Reflect Damage;Odbijanie Obrażeń;;;;;;反射伤害;;
gui/hud/power_well_name/resist_acid;Resist Acid;Odporność - Kwas;;;;;;抵抗酸性;;
gui/hud/power_well_name/resist_all;Resist All;Odporność na Wszystko;;;;;;全能抗性;;
gui/hud/power_well_name/resist_area;Resist Area;Odporność - Obszarowe;;;;;;抗范围伤害;;
gui/hud/power_well_name/resist_cryo;Resist Cryo;Odporność - Zimno;;;;;;抵抗冷冻;;
gui/hud/power_well_name/resist_energy;Resist Energy;Odporność - Energia;;;;;;抵抗能量;;
gui/hud/power_well_name/resist_fire;Resist Fire;Odporność - Ogień;;;;;;抵抗火焰;;
gui/hud/power_well_name/resist_physical;Resist Physical;Odporność - Fizyczne;;;;;;抵抗物理;;
gui/hud/power_well_name/speed;Movement Speed;Prędkość Poruszania;;;;;;移动速度;;
gui/hud/you_were_killed_by;You were killed by ${killer}!;Zostałeś zabity przez ${killer}!;;;;;;你被 ${killer} 击杀了！;;
gui/menu/appearance/skins/poo_collector;${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/toadstool;${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/vines;${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin}
gui/menu/appearance/skins/wooden;${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin};${gui/menu/appearance/skins/unique_skin}
gui/menu/downloadable_package/dlc_3;Heart of the Swamp DLC;Dodatek Heart of the Swamp;;;;;;无尽沼泽DLC;;
gui/menu/equipment/description;Description;Opis;;;;;;描述;;
gui/menu/inventory/compare;Compare;Porównaj;;;;;;比较;;
gui/menu/inventory/consumable_description/drone_swarm;Allows you to call in an assortment of various types of drones. They will follow and assist the mech for a limited amount of time. Summoned drones do not count towards the drone limit.;Pozwala przyzwać kilka dodatkowych dronów różnych typów. Będą one podążać za graczem przez pewien czas. Przyzwane drony nie liczą się do ogólnego limitu.;;;;;;允许你召唤各种类型的无人机。它们会在有限的时间内跟随并协助机甲。召唤的无人机不计入无人机限制。;;
gui/menu/inventory/consumable_description/gas_grenade;The grenade releases a cloud of acidic gas in a relatively large area, dealing damage to all creatures in its vicinity.;Ten granat wypuszcza chmurę żrącego gazu, który zadaje obrażenia wszystkim organizmom znajdującym sięw poblizu.;;;;;;手榴弹释放一片相对较大的酸性气体云，对其附近所有生物造成伤害。;;
gui/menu/inventory/consumable_description/heal_dm;Instantly recovers a portion of Mech's hitpoints.;Natychmiastowo przywraca część utraconych punktów życia.;;;;;;瞬间恢复机甲的一部分生命值。;;
gui/menu/inventory/consumable_description/mortar_sentry;Automated sentry tower that shoots mortar projectiles over a large distance. The tower operates only for a short time, but doesn't require additional ammo or power.;Automatyczna wieżyczka wartownicza, strzelająca pociskami moździerzowymi na dość daleki dystans. Działa przez ograniczony czas, ale nie wymaga dodatkowego zasilania, ani amunicji.;;;;;;自动哨塔，能够向远距离发射迫击炮弹。该塔仅在短时间内运作，但不需要额外的弹药或能源。;;
gui/menu/inventory/consumable_description/shield_boost_small_dm;Adds more hitpoints to the Mech's Energy Shield.;Dodaje punkty zycia do Tarczy Energetycznej Mecha.;;;;;;增加机甲能量盾的生命值。;;
gui/menu/inventory/consumable_name/drone_swarm;Drone Swarm;Rój Dronów;;;;;;无人机蜂群;;
gui/menu/inventory/consumable_name/gas_grenade;Gas Grenade;Granat Gazowy;;;;;;毒气手榴弹;;
gui/menu/inventory/consumable_name/heal_dm;Deathmatch Repair Kit;Zestaw Naprawczy;;;;;;死斗修理包;;
gui/menu/inventory/consumable_name/mortar_sentry;Mortar Sentry;Wieżyczka z Moździerzem;;;;;;迫击炮哨塔;;
gui/menu/inventory/consumable_name/shield_boost_small_dm;Deathmatch Shield Boost;Energia dla Tarczy;;;;;;死斗能量盾增强;;
gui/menu/inventory/hide_compare;Hide Comparison;Schowaj porównanie;;;;;;隐藏对比;;
gui/menu/inventory/interactive_name/poogret_food;Garlimonium Fruit;Owoc Garlimonium;;;;;;大蒜莫尼果;;
gui/menu/inventory/interactive_name/sample;Sample;Próbka;;;;;;样本;;
gui/menu/inventory/skill_name/tornado;Tornado;Tornado;;;;;;龙卷风;;
gui/menu/inventory/weapon_name/charged_bomb;Charged Bomb;Naładowana Bomba;;;;;;充能炸弹;;
gui/menu/inventory/weapon_name/flame_blade;Flame Blade;Ogniste Ostrze;;;;;;烈焰刀;;
gui/menu/inventory/weapon_name/insect_gun;Wasp Launcher;Miotacz Insektów;;;;;;黄蜂发射器;;
gui/menu/inventory/weapon_name/mortar;Mortar;Moździerz;;;;;;迫击炮;;
gui/menu/inventory/weapon_name/root_gun;Root Gun;Wyrzutnia Pnącz;;;;;;根系枪;;
gui/menu/inventory/weapon_name/semi_auto;Repeater Rifle;Karabin Samopowtarzalny;;;;;;连发步枪;;
gui/menu/inventory/weapon_name/trident;Trident;Trójząb;;;;;;三叉戟;;
gui/menu/main_menu/halloween;Halloween;Halloween;;;;;;万圣节;;
gui/menu/main_menu/whats_new;What's new?;Co nowego?;;;;;;新功能有哪些？;;
gui/menu/multiplayer/button/server_list;Server list;Lista Serwerów;;;;;;服务器列表;;
gui/menu/multiplayer/game;Game;Gra;;;;;;游戏;;
gui/menu/multiplayer/info/no_selected_server;No server has been selected;Nie wybrano serwera;;;;;;没有选择服务器;;
gui/menu/multiplayer/next_map;Next map;Następna Mapa;;;;;;下一张地图;;
gui/menu/multiplayer/options/dedicated_server;Dedicated server;Serwer Dedykowany;;;;;;专用服务器;;
gui/menu/multiplayer/options/frag_limit;Frag limit;Limit fragów;;;;;;击杀限制;;
gui/menu/multiplayer/options/game_mode;Game mode;Tryb gry;;;;;;游戏模式;;
gui/menu/multiplayer/options/game_name;Game name;Nazwa gry;;;;;;游戏名称;;
gui/menu/multiplayer/options/max_bot_count;Max bot count;Maksymalna ilość botów;;;;;;最大机器人数量;;
gui/menu/multiplayer/options/max_player_count;Max player count;Maksymalna ilość graczy;;;;;;最大玩家数量;;
gui/menu/multiplayer/options/public_game;Public game;Gra publiczna;;;;;;公共游戏;;
gui/menu/multiplayer/options/public_server;Public server;Serwer Publiczny;;;;;;公共服务器;;
gui/menu/multiplayer/ping;Ping;Ping;;;;;;延迟;;
gui/menu/multiplayer/players;Players;Gracze;;;;;;玩家;;
gui/menu/multiplayer/query/server_fetch_error;There was an error while retrieving the server list;Nastąpił błąd przy pobieraniu listy serwerów.;;;;;;检索服务器列表时发生错误;;
gui/menu/multiplayer/query/server_fetch_pending;Retrieving server list...;Pobieranie listy serwerów...;;;;;;正在检索服务器列表...;;
gui/menu/multiplayer/query/server_list_empty;There are no running servers matching the query;Nie znaleziono serwerów spełniających podane wymagania.;;;;;;查询无正在运行的服务器;;
