;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/weather/ashley_ice_falling_rocks_warning_01;The clouds are turning solid. Looks like we’re about to get ice falling from the sky.;;;;;;;;;
DIALOG/weather/ashley_ice_falling_rocks_warning_02;That doesn’t look like normal weather. Big pieces of ice are forming up above us.;;;;;;;;;
DIALOG/weather/mech_ice_falling_rocks_start_01;Danger. Atmospheric matter has solidified into falling ice masses.;;;;;;;;;
DIALOG/weather/mech_ice_falling_rocks_start_02;Danger. Anomalous clouds have condensed into massive ice formations. Icefall in progress.;;;;;;;;;
DIALOG/weather/ashley_ice_falling_rocks_start_01;That’s not snow! Huge chunks of ice are falling out of the clouds!;;;;;;;;;
DIALOG/weather/ashley_ice_falling_rocks_start_02;Those clouds are dropping massive slabs of ice! Take cover!;;;;;;;;;
DIALOG/weather/mech_ice_falling_rocks_end_01;Anomalous cloud structures dispersing. Icefall activity has ceased.;;;;;;;;;
DIALOG/weather/mech_ice_falling_rocks_end_02;Atmospheric density returning to normal. No further ice impacts detected.;;;;;;;;;
DIALOG/weather/ashley_ice_falling_rocks_end_01;That was brutal. I can’t believe how much ice came down.;;;;;;;;;
DIALOG/weather/ashley_ice_falling_rocks_end_02;The sky’s clearing. That was way worse than a blizzard.;;;;;;;;;
DIALOG/weather/mech_blizzard_warning_01;Conditions indicate an incoming blizzard. Expect extreme cold and reduced visibility.;;;;;;;;;
DIALOG/weather/mech_blizzard_warning_02;Warning. Temperature and pressure readings indicate an incoming blizzard.;;;;;;;;;
DIALOG/weather/ashley_blizzard_warning_01;Temperature’s dropping fast. This might turn into a blizzard.;;;;;;;;;
DIALOG/weather/ashley_blizzard_warning_02;I don’t like the look of those clouds. Feels like a blizzard’s on the way.;;;;;;;;;
DIALOG/weather/mech_blizzard_start_01;Sustained high winds and extreme cold confirmed. Blizzard ongoing.;;;;;;;;;
DIALOG/weather/mech_blizzard_start_02;Blizzard event underway. Atmospheric instability increasing.;;;;;;;;;
DIALOG/weather/ashley_blizzard_start_01;The storm’s here. I can barely see anything out there.;;;;;;;;;
DIALOG/weather/ashley_blizzard_start_02;Alright, this just turned into a serious snowstorm.;;;;;;;;;
DIALOG/weather/mech_blizzard_end_01;Extreme weather event concluded. Temperature and visibility are improving.;;;;;;;;;
DIALOG/weather/mech_blizzard_end_02;Cold front dissipated. Weather conditions returning to normal.;;;;;;;;;
DIALOG/weather/ashley_blizzard_end_01;I can see again. That blizzard’s over.;;;;;;;;;
DIALOG/weather/ashley_blizzard_end_02;The snow’s letting up. Let’s get back to work.;;;;;;;;;
DIALOG/weather/mech_ice_tornado_warning_01;Warning. Atmospheric instability detected. Destructive snow devils likely.;;;;;;;;;
DIALOG/weather/mech_ice_tornado_warning_02;Warning. Snow and wind conditions indicate imminent vortex formation.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_warning_01;I’m seeing snow whip into tight spirals. This could get dangerous.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_warning_02;The wind’s getting violent. That snow’s starting to spin hard.;;;;;;;;;
DIALOG/weather/mech_ice_tornado_start_01;Danger. Snow devil event in progress. Structural damage likely.;;;;;;;;;
DIALOG/weather/mech_ice_tornado_start_02;Danger. Severe rotational winds detected. Snow devils impacting the surface.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_start_01;A large snow devil has just finished forming! We have to stay away from its path.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_start_02;A snow devil is moving our way! These things hit way harder than they look!;;;;;;;;;
DIALOG/weather/mech_ice_tornado_end_01;Extreme surface winds subsiding. Environmental stability returning.;;;;;;;;;
DIALOG/weather/mech_ice_tornado_end_02;Snow devil event concluded. No further vortex activity detected.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_end_01;The wind’s finally calming down. That was rough.;;;;;;;;;
DIALOG/weather/ashley_ice_tornado_end_02;Looks like it’s over. I don’t want to see that again anytime soon.;;;;;;;;;
DIALOG/weather/mech_solar_burn_positive_warning_01;Warning. A Solar Burn event is approaching.;;;;;;;;;
DIALOG/weather/mech_solar_burn_positive_warning_02;Warning. Solar radiation levels are rising.;;;;;;;;;
DIALOG/weather/ashley_solar_burn_positive_warning_01;The sun’s flaring up. Radiation levels are climbing.;;;;;;;;;
DIALOG/weather/ashley_solar_burn_positive_warning_02;I am getting some serious solar output readings. A Solar Burn is coming.;;;;;;;;;
DIALOG/weather/mech_solar_burn_positive_start_01;A Solar Burn event is in progress. Photovoltaic generators are operating at peak efficiency.;;;;;;;;;
DIALOG/weather/mech_solar_burn_positive_start_02;Sun activity is at its peak right now. Solar energy generation at maximum levels.;;;;;;;;;
DIALOG/encounters/mech_ice_cave_01;Ashley, my sensors have picked up an unusual gravitational anomaly nearby. I think it might be worth investigating.;;;;;;;;;
DIALOG/encounters/ashley_ice_cave_01;Roger that, Mr. Riggs. Let's go check it out.;;;;;;;;;
DIALOG/encounters/ashley_ice_cave_02;Wow, look at this ironium deposit. It's absolutely gigantic.;;;;;;;;;
DIALOG/encounters/mech_ice_cave_02;I agree, Ashley. It is much bigger than any we have encountered so far. Unfortunately, we will not be able to extract this ore with our standard Ironium Factories.;;;;;;;;;
DIALOG/encounters/ashley_ice_cave_03;That's ok, Mr. Riggs. We can build Drone Mines nearby. They are not as fast as standard automated factories, but they have a long operating range, and they can extract all types of mineable resources. They are slower, but much more versatile.;;;;;;;;;
DIALOG/encounters/mech_ice_cave_03;That makes sense. We should try to maximize the effectiveness of Drone Mines by covering as many additional ore deposits with their range as possible.;;;;;;;;;
DIALOG/encounters/ashley_ice_skull_01;Hey, look at that rock over there. It has a very peculiar shape, and I think I see a faint glow coming from one if it's sides. Let's go check it out.;;;;;;;;;
DIALOG/encounters/ashley_ice_skull_02;Ok, now tell me this doesn't look like a skull to you.;;;;;;;;;
DIALOG/encounters/mech_ice_skull_01;Affirmative. This does not look like a skull to me.;;;;;;;;;
DIALOG/encounters/ashley_ice_skull_03;Come on. Are you serious? It's got obvious eye sockets, teeth, and a nose.;;;;;;;;;
DIALOG/encounters/mech_ice_skull_02;I understand what your brain is telling you, but this most certainly is not a skull. This rock formation is typical of this area. Its geological composition also does not reveal anything out of the ordinary.;;;;;;;;;
DIALOG/encounters/ashley_ice_skull_04;What about the glow that's coming from inside it?;;;;;;;;;
DIALOG/encounters/mech_ice_skull_03;There is a small cavern under this rock that's filled with the Florium Cibarium Corulus plant. This species has particularly strong bioluminescence. It uses it as a lure to attract insects and other small creatures for pollination and seed dispersal. You have just proven its effectiveness.;;;;;;;;;
DIALOG/encounters/ashley_ice_skull_05;This is as much interesting as it is disappointing. Well, I guess there's nothing more to look at here. Carry on.;;;;;;;;;
