;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
ACHIEVEMENTS/achievement_42_desc;Finish survival mode in the Crystal Caverns biome or the Into The Dark story campaign.;Ukończ tryb przetrwania w biomie Kryształowych Jaskiń lub kampanię fabularną dodatku Into The Dark.;Завершите режим выживания в биоме Кристаллических пещер или сюжетную кампанию Into The Dark.;Terminez le mode survie dans le biome des Cavernes de cristal ou dans la campagne Dans la pénombre.;Beende den Überlebensmodus im Kristallhöhlen-Biom oder in der Story-Kampagne „Into the Dark“.;Termina el modo Supervivencia en el bioma de las cavernas de cristal o la campaña de historia de Hacia la oscuridad.;Conclua o modo sobrevivência no bioma Cavernas de Cristal ou na campanha Into The Dark.;完成水晶洞窟生物群的生存模式或 "深入黑暗 "故事战役。;サバイバルモードで結晶洞窟のバイオーム、またはInto The Darkのストーリーキャンペーンをクリアする。;크리스털 동굴 생물군계 또는 어둠 속으로 스토리 캠페인에서 서바이벌 모드를 완료하세요.
ACHIEVEMENTS/achievement_42_name;Enter the Exit;Wejdź do wyjścia;Выход есть;Entrer par la sortie;Begib dich zum Ausgang.;Acceso a la salida;A Saída é Aqui;进入出口;出口に入ろう;탈출을 향하여
BUTTON_agree;I agree;Zgadzam się;Я соглашаюсь;Accepter;Ich bin einverstanden;Acepto;Concordo;我同意;承諾する;동의
BUTTON_apply;Apply;Zastosuj;Применить;Appliquer;Anwenden;Aplicar;Aplicar;应用;適用;적용
BUTTON_install;Install;Zainstaluj;Установить;Installer;Installieren;Instalar;Instalar;安装;インストール;설치
BUTTON_mod_management;Mods;Mody;Моды;Mods;Mods;Modificaciones;Modificadores;模组;MOD;모드
BUTTON_more;More;Więcej;Еще;Plus;Mehr;Más;Mais;更多;その他;더 보기
BUTTON_remove;Remove;Usuń;Удалить;Supprimer;Entfernen;Eliminar;Remover;移除;削除;제거
BUTTON_update;Update;Aktualizuj;Обновить;Mettre à jour;Update;Actualizar;Atualizar;更新;アップデート;업데이트
campaigns/survival/caverns.campaign;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de cristal;Kristallhöhlen;Cavernas de cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
gui/hud/building_description/crystal_lamp;The Crystal Lamp is a unique and elegant decorative item that utilizes fluorescent crystals found in the caverns of Galatea 37. ;Kryształowa Lampa to wyjątkowy i elegancki przedmiot dekoracyjny, który wykorzystuje fluorescencyjne kryształy znalezione w jaskiniach Galatei 37. ;Кристаллический фонарь — уникальное и элегантное украшение из флюоресцентных кристаллов, добываемых в пещерах Галатеи 37. ;Fabriquée à partir de cristaux fluorescents provenant des cavernes de Galatea 37, la lampe de cristal est un article de décoration unique et élégant. ;Die Kristalllampe ist ein einzigartiger und eleganter Dekogegenstand, der fluoreszierende Kristalle nutzt, die man in den Höhlen auf Galatea 37 findet. ;La lámpara de cristal es un objeto decorativo único y elegante que utiliza cristales fluorescentes de las cavernas de Galatea 37. ;A Luminária de Cristal é um item decorativo único e elegante que utiliza cristais fluorescentes, encontrados nas cavernas de Galatea 37. ;水晶灯是一种独特而优雅的装饰品，它利用了在伽拉忒亚37号洞穴中发现的荧光水晶。;クリスタルランプはユニークでエレガントな装飾的アイテム。ガラテア37の洞窟にある蛍光性の結晶が使われている。 ;크리스털 램프는 특별하고 귀한 장식용 아이템으로 갈라테아 37의 동굴에서 발견되는 형광성 크리스털을 사용합니다. 
gui/hud/building_description/drone_mine;The Drone Mine is a hub for a fleet of automated drones that will collect solid resources of all varieties within the operating radius of the Mine.;Kopalnia z Dronami to hub dla floty zautomatyzowanych dronów, które będą zbierać solidne zasoby wszystkich odmian w promieniu działania Kopalni.;Шахта дронов — это центральный узел парка автоматизированных дронов, собирающих различные ресурсы в твердой форме в радиусе работы шахты.;La mine de drones est une plateforme pour drones automatisés qui récupèrent tout type de ressources solides dans la zone d'opération de la mine.;Die Drohnenmine ist ein Knotenpunkt für eine Flotte von automatisierten Drohnen, die im Operationsradius der Mine verschiedenste feste Rohstoffe sammelt.;La mina de drones es el centro de una flota de drones automáticos que obtienen recursos sólidos de todo tipo dentro del radio de operación de la mina.;A Mina de Drones é um porto para drones automatizados, que juntarão recursos sólidos de todo tipo na área de operação da Mina.;无人机矿场是一个自动无人机舰队的枢纽，这些无人机将在矿场的操作半径内收集各种固体资源。;ドローンベースは、稼動範囲円内にあるすべてのタイプの固形資源を収集する自動ドローンのハブ。;지뢰 드론은 자동화 드론 집단으로 지뢰 반경 안에 있는 모든 종류의 고체 자원을 수집합니다.
gui/hud/building_description/energy_pylon;The Energy Relay system allows the Riftbreaker to transfer energy over long distances without the use of Energy Connectors. At least two pylons are necessary for this technology to work properly.;System Przekazywania Energii pozwala Riftbreakerowi na przesyłanie energii na duże odległości bez użycia Łączników Energii. Do prawidłowego działania tej technologii niezbędne są co najmniej dwa pylony.;Система ретрансляции энергии позволяет рифтбрейкеру передавать энергию на большие расстояния без использования энергоузлов. Для работы этой технологии требуется минимум два пилона.;Le système de relais énergétiques permet aux riftbreakers de transférer de l'énergie sur de grandes distances sans utiliser de connecteurs d'énergie. Il faut au minimum deux pylônes pour que cette technologie fonctionne correctement.;Das Energierelais-System ermöglicht es dem Riftbreaker, Energie über große Entfernungen zu übertragen, ohne den Einsatz von Energiekonnektoren. Damit diese Technologie richtig funktioniert, sind mindestens zwei Masten erforderlich.;El sistema del relé de energía permite a los Riftbreakers transferir energía a grandes distancias sin necesidad de usar conectores de energía. Para que esta tecnología funcione correctamente, son necesarios al menos dos postes.;O Sistema de Relé de Energia permite que a Salta-Fendas transfira energia por longas distâncias sem precisar de Conectores de Energia. Ao menos dois pilones são necessários para que a tecnologia funcione corretamente.;能量中继系统允许破裂者在不使用能量连接器的情况下进行远距离的能量传输。要使这项技术正常工作，至少需要两个铁塔。;このエネルギーリレーシステムにより、リフトブレーカーはエネルギーコネクターを使用することなくエネルギーの長距離転送ができるようになる。このシステムを利用するには少なくとも2つのパイロンが必要である。;에너지 전달 시스템으로 리프트브레이커가 에너지 연결기 없이 먼 거리로 에너지를 전송할 수 있게 됩니다. 해당 기술을 적절하게 사용하려면 두 개 이상의 파일론이 필요합니다.
gui/hud/building_description/loot_collector;The Loot Collector Tower is a hub for automated drones that will scavenge all the resources and materials dropped within the tower's area of operation.;Wieża Zbierająca Łupy to centrum dla zautomatyzowanych dronów, które będą zbierać wszystkie zasoby i materiały porzucone w obszarze działania wieży.;Башня хранилища ресурсов — это центральный узел парка автоматизированных дронов, собирающих различные ресурсы и материалы в радиусе работы башни.;La tour collectrice de butin est une plateforme pour drones automatisés qui récupèrent les ressources et matériaux largués dans la zone d'opération de la tour.;Der Beutekollektor ist ein Knotenpunkt für automatisierte Drohnen, die alle Rohstoffe und Materialien plündern, die im Wirkungsbereich des Turms fallen gelassen werden.;La torre colectora de riquezas es un centro de drones automáticos que buscan los recursos y materiales que quedan en el área de operaciones de la torre.;A Torre Coletora de Espólios é um porto para drones automatizados, que juntarão recursos e materiais na área de operação da Torre.;战利品收集塔是自动无人机的枢纽，这些无人机将在塔的操作区域内搜刮所有的资源和材料。;アイテムコレクタータワーは、タワーの稼動範囲内に落とされたすべての資源と素材を収集する自動ドローンのハブ。;전리품 수집 타워는 타워의 작전 구역 안에 떨어지는 자원과 재료를 수집하는 자동화 드론의 중심지입니다.
gui/hud/building_description/mining_elevator;The Mining Drill is a highly specialized building that allows the Riftbreaker to breach the layers of the planet's crust and safely reach levels below the surface.;Winda Górnicza to wysoce wyspecjalizowany budynek, który pozwala Riftbreakerowi przebijać się przez warstwy skorupy planety i bezpiecznie docierać do poziomów pod powierzchnią.;Буровой лифт — специализированная постройка, позволяющая рифтбрейкеру пробиваться сквозь кору планеты, чтобы попасть на уровни ниже поверхности.;L'ascenseur minier est un bâtiment hautement spécialisé qui permet aux riftbreakers de détruire les différentes couches de la planète et d'atteindre sans danger les niveaux souterrains.;Das Minenförderwerk ist ein hoch spezialisiertes Gebäude, das es dem Riftbreaker erlaubt, die Schichten der Planetenkruste zu durchbrechen und gefahrlos Ebenen unter der Oberfläche zu erreichen.;El ascensor minero es un edificio muy especializado que permite a los Riftbreakers atravesar las capas de la corteza del planeta y llegar con seguridad a niveles bajo la superficie.;O Elevador de Mineração é uma construção altamente especializada que permite que a Salta-Fendas atravesse as camadas da crosta do planeta e alcance níveis inferiores da superfície em segurança.;采矿电梯是一个高度专业化的建筑，它允许破裂者突破星球的地壳层，安全地到达地表以下的水平。;採掘エレベーターは特化された建設物であり、リフトブレーカーはこれにより、惑星の地層を掘り進め、地表からかなり離れた地下部へと到達することができる。;특수 건물인 채굴 엘리베이터로 리프트브레이커가 행성의 지각층을 벗겨내고 안전하게 지표면 밑으로 내려갈 수 있게 됩니다.
gui/hud/building_description/picker_tool;This tool allows you to pick a building that has already been built and then quickly build an another instance of it without browsing the build menu.;To narzędzie pozwala wybrać budynek, który został już zbudowany, a następnie szybko zbudować kolejną jego instancję bez konieczności przeglądania menu budowania.;Этот инструмент позволяет выбрать построенное здание, а затем быстро построить здание такого же типа, не открывая меню строительства.;Cet outil permet de sélectionner un bâtiment déjà construit et d'en construire rapidement un autre identique sans passer par le menu de construction.;Dieses Werkzeug ermöglicht es dir, ein Gebäude auszusuchen, das bereits gebaut wurde, und dann schnell ein anderes Exemplar davon zu bauen, ohne das Baumenü öffnen zu müssen.;Esta herramienta permite elegir un edificio que ya se haya construido y, a continuación, construir rápidamente otro igual sin necesidad de buscar en el menú de construcción.;Esta ferramenta permite selecionar uma construção já existente para criar outra igual sem precisar navegar pelo menu de construção.;这个工具可以让你挑选一个已经建造好的建筑，然后快速建造另一个而无需浏览建造菜单。;このツールを使うと、建築メニューを閲覧することなく、すでに建設済みの建物を選び、それと同じものを素早く建設することができる。;해당 도구로 이미 지어진 건물을 선택하면 건설 메뉴에서 검색할 필요 없이 동일한 건물을 즉시 건설할 수 있게 됩니다.
gui/hud/building_description/pipe_junction;This structure allows the Riftbreaker to cross two pipelines that transport different types of liquid resources without mixing them up. ;Struktura ta pozwala Riftbreakerowi na skrzyżowanie dwóch rurociągów transportujących różne rodzaje płynnych zasobów bez ich mieszania. ;Эта постройка позволяет организовать пересечение двух трубопроводов с разными видами жидкостей, не смешивая их. ;Cette structure permet aux riftbreakers de croiser deux pipelines qui transportent différents types de ressources liquides sans les mélanger. ;Diese Struktur ermöglicht es dem Riftbreaker, zwei Pipelines zu kreuzen, die verschiedene Arten von flüssigen Rohstoffen transportieren, ohne sie zu vermischen. ;Esta estructura permite a los Riftbreakers cruzar dos tuberías que transportan distintos tipos de recursos líquidos sin que se mezclen. ;Esta estrutura permite cruzar duas tubulações transportando tipos diferentes de recursos líquidos sem misturá-los. ;这个构建物使破裂者能够穿过两条运输不同类型液体资源的管道，而不至于将它们混在一起。;この構造を使うことで、リフトブレーカーは異なるタイプの液体を輸送する2つのパイプを、液体を混合させることなく交差させることができる。 ;해당 구조물로 리프트브레이커가 다른 유형의 액체 자원을 운반하는 파이프라인 두 개를 교차할 수 있게 됩니다. 
gui/hud/building_description/seismic_laboratory;This building contains very precise seismographic equipment that collects data for large-scale geological analysis of the area. Needs a constant supply of water for cooling purposes.;W tym budynku znajduje się bardzo precyzyjny sprzęt sejsmograficzny, który zbiera dane do przeprowadzenia obszernej analizy geologicznej okolicy. Wymaga stałego dopływu wody na potrzeby chłodzenia.;В этой постройке установлено высокоточное сейсмографическое оборудование, собирающее и анализирующее данные о геологической активности в районе. Требуется постоянная подача воды для охлаждения.;Ce bâtiment est doté d'un équipement sismographique de grande précision qui recueille des données et fait une analyse géologique à grande échelle de la zone. Nécessite une alimentation constante en eau pour être refroidi.;In diesem Gebäude befindet sich äußerst präzise seismografische Ausrüstung, die Daten für eine groß angelegte geologische Analyse des Gebiets sammelt. Sie muss für Kühlzwecke ständig mit Wasser versorgt werden.;Este edificio contiene equipo sismográfico muy preciso que obtiene datos de análisis geológicos a gran escala de la zona. Necesita un suministro de agua continuo para la refrigeración.;Esta estrutura contém equipamentos sismográficos de precisão que coletam dados para análises geológicas em larga escala na região. Necessita de fornecimento constante de água para resfriamento.;这个建筑包含非常精确的地震学设备，为该地区的大规模地质分析收集数据。需要持续的水供应以达到冷却的目的。;この建物には、大規模な地質分析データを集めるための精密な地震計測機器が含まれる。冷却のため常に水を供給する必要がある。;해당 건물은 지역의 지질학적 분석 데이터를 대규모로 수집하는 매우 정교한 지진계 장치를 포함하고 있습니다.
gui/hud/building_description/test_dummy_enemy;This structure will allow you to test the combat effectiveness of your weapons, as well as your base defenses. Upon installation, it will be treated as an enemy unit.;Ta struktura pozwoli Ci przetestować skuteczność bojową Twojej broni, a także obronę bazy. Po zainstalowaniu będzie traktowana jako jednostka wroga.;Эта постройка позволяет протестировать боевую эффективность оружия, а также оборонительных сооружений. После установки она будет считаться боевой единицей противника.;Cette structure permet de tester l'efficacité au combat de vos armes ainsi que les défenses de votre base. Une fois installée, elle sera considérée comme unité ennemie.;Diese Anlage ermöglicht es dir, die Schlagkraft deiner Waffen im Kampf zu testen, ebenso deine Abwehranlagen. Nach der Errichtung wird sie als feindliche Einheit eingestuft.;Esta estructura permite probar la efectividad en combate de las armas, así como las defensas de la base. Tras instalarla, se la considerará unidad enemiga.;Esta estrutura permite testar a efetividade de combate das suas armas e das defesas da sua base. Quando instalada, ela será interpretada como uma unidade inimiga.;这个构建物将允许你测试你的武器的战斗力，以及你的基地防御。安装后，它将被视为敌方单位。;この構造を使い、武器の威力と基地の防衛力を試すことができる。設置後、この構造は敵ユニットとしてみなされる。;해당 구조물로 기지 방어 시설, 무기의 전투 효율성을 시험해 볼 수 있습니다. 설치 시, 적 유닛으로 간주됩니다.
gui/hud/building_description/test_dummy_neutral;This structure will allow you to test the combat effectiveness of your weapons. However, it won't be recognized as hostile by your base defenses.;Ta struktura pozwoli Ci przetestować skuteczność bojową twojej broni. Nie będzie jednak rozpoznawana jako wrogi obiekt przez obronę Twojej bazy.;Эта постройка позволяет протестировать боевую эффективность оружия, однако не будет распознаваться защитными системами базы в качестве противника.;Cette structure permet de tester l'efficacité au combat de vos armes, mais n'est pas considérée comme hostile par les défenses de votre base.;Diese Anlage ermöglicht es dir, die Schlagkraft deiner Waffen im Kampf zu testen. Sie wird jedoch von deinen Abwehranlagen der Basis nicht als feindliche Einheit eingestuft.;Esta estructura permite probar la efectividad en combate de las armas. Sin embargo, las defensas de la base no la considerarán hostil.;Esta estrutura permite testar a efetividade de combate das suas armas. Quando instalada, ela não será interpretada pelas defesas da sua base como uma unidade inimiga.;这个构建物将允许你测试你的武器的战斗力。然而，它不会被你的基地防御系统识别为敌方。;この構造を使い、武器の威力を試すことができる。しかし、基地の防衛機器には敵として見なされない。;해당 구조물로 무기의 전투 효율성을 시험해 볼 수 있습니다. 하지만, 기지 방어 시설로부터 공격을 받지 않습니다.
gui/hud/building_description/tower_acid_spitter;This defensive tower covers the ground with highly concentrated hydrofluoric acid. The acid will damage any organic matter that comes into contact with it.;Ta wieża obronna pokrywa ziemię silnie stężonym kwasem fluorowodorowym. Kwas wyrządzi szkody wszelkiej materii organicznej, która wejdzie z nim w kontakt.;Эта оборонительная башня покрывает грунт фтористоводородной кислотой высокой концентрации, разъедающей любые органические ткани, вступившие с ней в контакт.;Cette tour de défense couvre le sol d'acide fluorhydrique hautement concentré qui attaque toute matière organique au contact.;Dieser Abwehrturm überzieht den Boden mit hochkonzentrierter Flusssäure. Durch die Säure nimmt jegliches organische Material Schaden, das damit in Kontakt kommt.;Esta torre de defensa cubre la zona con una gran concentración de ácido fluorhídrico, que daña cualquier materia orgánica que entre en contacto con él.;Esta torre defensiva cobre o chão com ácido fluorídrico superconcentrado. O ácido danifica qualquer matéria orgânica em contato com ele.;这个防御塔用高浓度的氢氟酸覆盖地面。这种酸会破坏任何接触到它的有机物。;この防衛タワーはフッ化水素酸を地面に撒き散らし、これに触れた有機物はダメージを受ける。;해당 방어용 타워는 고농축 불산으로 땅을 뒤덮습니다. 불산은 접촉하는 모든 유기체에 피해를 입힙니다.
gui/hud/building_description/tower_gatling_laser;A large, energy-based defensive tower. Rapidly shoots powerful plasma projectiles. Its high stopping power comes at a cost of significant energy consumption.;Duża, oparta na energii wieża obronna. Szybko wystrzeliwuje potężne pociski energetyczne. Jej duża siła rażenia wiąże się ze znacznym zużyciem energii.;Крупная энергетическая оборонительная башня, выстреливающая мощными разрядами плазмы. Ее высокая боевая эффективность достигается за счет значительного потребления энергии.;Une grande tour de défense à énergie qui tire de puissants projectiles à plasma à grande vitesse. Elle ralentit considérablement les vagues ennemies, mais consomme énormément d'énergie.;Ein großer, energiebasierter Abwehrturm. Schießt schnell schlagkräftige Plasmaprojektile ab. Seine große Durchschlagskraft geht mit einem hohen Energieverbrauch einher.;Una gran torre de defensa de energía. Dispara rápidamente proyectiles de plasma muy potentes. Su alto poder de penetración conlleva un consumo de energía significativo.;Uma torre defensiva baseada em energia que dispara projéteis de plasma em rápida sucessão. Seu alto poder de obstrução tem um custo significativo de energia.;一个大型的、基于能量的防御塔。迅速射出强大的等离子体弹丸。它的高停止力是以大量的能量消耗为代价的。;大型のエネルギー系防衛タワー。プラズマ砲を連射でき、敵の進撃を止めるには非常に効果的だが、エネルギーの消費量の多さはその代償だと言えよう。;에너지 기반의 거대한 방어용 타워입니다. 강력한 플라스마 발사체를 빠르게 발사합니다. 높은 저지력으로 인해 에너지 소모가 큽니다.
gui/hud/building_description/tower_portal;Using a short-range Rift Portal, this defensive tower will deliver an armed warhead, prioritizing long-range hostile units. Thanks to instant delivery of the payload, this tower circumvents the problems connected with conventional artillery use.;Wykorzystując Portal Rift krótkiego zasięgu, ta wieża obronna dostarcza uzbrojoną głowicę, traktując priorytetowo wrogie jednostki strzelające. Dzięki natychmiastowemu dostarczeniu ładunku, wieża ta omija problemy związane z użyciem konwencjonalnej artylerii.;Эта оборонительная башня открывает рифт-портал малой дальности, через который доставляет активированную боеголовку. Первоочередными целями являются дальнобойные вражеские единицы. Благодаря немедленной доставке боезаряда этой башне не присущи недостатки конвенциональной артиллерии.;Grâce à un portail dimensionnel à courte portée, cette tour de défense déploie une ogive qui attaque en priorité les unités ennemies à distance. La tour évite les problèmes liés à un usage conventionnel de l'artillerie : la charge explosive est en effet instantanément livrée.;Mithilfe eines Riftportals mit kurzer Reichweite kann dieser Abwehrturm einen bewaffneten Sprengkopf abfeuern, wobei er feindliche Einheiten mit großer Reichweite priorisiert. Dank der sofortigen Auslieferung der Nutzlast umgeht dieser Turm die Probleme, die mit dem Einsatz konventioneller Artillerie verbunden sind.;Esta torre de defensa usa una grieta dimensional de corto alcance para disparar una ojiva armada, que da prioridad a unidades hostiles lejanas. Gracias al lanzamiento instantáneo de la carga, se evitan los problemas de uso de la artillería convencional.;Com o auxílio de um portal de fenda de curto alcance, esta torre defensiva lança uma ogiva armada que prioriza unidades hostis de longo alcance. Com sua ação imediata, esta torre contorna os problemas relacionados ao uso da artilharia convencional.;使用短距离的裂隙门户，这个防御塔会投送一个武装弹头，优先考虑远程的敌对单位。由于有效载荷的即时交付，该塔规避了与传统火炮使用相关的问题。;近距離リフトポータルを利用するこの防衛タワーは、武装弾頭を遠くの敵ユニットに優先的に発射する。瞬時に弾頭を当てることができ、従来の砲撃が直面していた問題を解消することに成功している。;단거리 리프트 포탈을 사용하는 방어용 타워로 장거리 적 유닛을 우선시하는 무장 탄두를 발사합니다. 즉각적인 발사가 가능하기 때문에 재래식 포격의 단점이 적용되지 않습니다.
gui/hud/building_description/trap_acid;Once this trap is activated, it will spray atomized hydrofluoric acid in its vicinity. Can only be activated a limited number of times before it needs to be replaced.;Po aktywacji tej pułapki rozpylony zostanie w jej pobliżu rozpylony kwas fluorowodorowy. Może być aktywowana tylko ograniczoną ilość razy zanim będzie musiała zostać wymieniona.;После активации эта ловушка распыляет вокруг атомизированную фтористоводородную кислоту. Имеет ограниченное количество применений.;Ce piège asperge les environs d'acide fluorhydrique atomisé. Doit être remplacé après avoir été activé un certain nombre de fois.;Sobald diese Falle aktiviert ist, versprüht sie in ihrer Umgebung atomisierte Flusssäure. Muss nach einer begrenzten Anzahl an Einsätzen ausgetauscht werden.;Cuando la trampa se activa, rocía ácido fluorhídrico atomizado a su alrededor. Se puede activar un número limitado de veces. Después, es necesario sustituirla.;Quando ativada, esta armadilha dispersa ácido fluorídrico atomizado ao seu redor. Só pode ser ativada um número limitado de vezes antes de precisar ser substituída.;一旦这个陷阱被激活，它将在附近喷洒雾化的氢氟酸。在需要更换之前，只能启动有限的次数。;稼動すると、この罠は微粒子化されたフッ化水素酸を近辺に撒き散らす。稼動回数が限られており、限度に達すると取り替える必要がある。;해당 함정이 발동되면 원자화된 불산을 반경 안에 흩뿌립니다. 함정을 교체하기 전에 제한된 횟수만큼만 발동됩니다.
gui/hud/building_description/trap_area;Uses a gravitational wave generator to create small fluctuations of the gravity field around itself to deal damage in a small area. Can only be activated a limited number of times before it needs to be replaced.;Wykorzystuje generator fal grawitacyjnych do tworzenia małych fluktuacji pola grawitacyjnego wokół siebie, aby zadać obrażenia na małym obszarze. Może być aktywowana tylko ograniczoną ilość razy, zanim trzeba będzie ją wymienić.;Наносит урон в небольшом радиусе с помощью колебаний гравитационного поля, создаваемых генератором гравитационных волн. Имеет ограниченное количество применений.;Ce piège crée autour de lui des petites variations dans le champ de gravité grâce à un générateur d'ondes gravitationnelles, ce qui inflige des dégâts dans une petite zone. Doit être remplacé après avoir été activé un certain nombre de fois.;Verwendet einen Gravitationswellen-Generator, um geringe Fluktuationen im Gravitationsfeld rund um sich auszulösen und auf einem kleinen Gebiet Schaden zu verursachen. Muss nach einer begrenzten Anzahl an Einsätzen ausgetauscht werden.;Utiliza un generador de ondas gravitatorias para crear pequeñas fluctuaciones del campo de gravedad a su alrededor e infligir así daño en una zona pequeña. Se puede activar un número limitado de veces. Después, es necesario sustituirlo.;Usa um gerador de ondas gravitacionais para criar pequenas flutuações no campo gravitacional ao seu redor e causar dano em uma área pequena. Só pode ser ativada um número limitado de vezes antes de precisar ser substituída.;使用引力波发生器，在自身周围产生微小的引力场波动，在一个小范围内造成伤害。在需要被替换之前，只能被激活有限的次数。;重力発生装置を使い、磁場に小さな揺れを起こすことで小範囲内の敵にダメージを与える。稼動回数が限られており、限度に達すると取り替える必要がある。;중력파 생성기를 사용하여 주변의 중력장에 작은 변동을 일으켜 좁은 지역에 피해를 입힙니다. 함정을 교체하기 전에 제한된 횟수만큼만 발동됩니다.
gui/hud/building_description/trap_cryo;This trap releases liquid nitrogen upon activation, immediately freezing all matter in its vicinity. Can only be activated a limited number of times before it needs to be replaced.;Pułapka ta po aktywacji uwalnia ciekły azot, który natychmiast zamraża wszystkie obiekty w jej pobliżu. Może być aktywowana tylko ograniczoną liczbę razy, zanim trzeba będzie ją wymienić.;При активации эта ловушка выпускает жидкий азот, моментально замораживая всю органическую материю поблизости. Имеет ограниченное количество применений.;Ce piège libère de l'azote liquide, ce qui gèle immédiatement toute matière à proximité. Doit être remplacé après avoir été activé un certain nombre de fois.;Sobald diese Falle aktiviert ist, versprüht sie Flüssigstickstoff, der jegliche Materie in der Umgebung einfriert. Muss nach einer begrenzten Anzahl an Einsätzen ausgetauscht werden.;Cuando la trampa se activa, libera nitrógeno líquido, que congela inmediatamente toda materia a su alrededor. Se puede activar un número limitado de veces. Después, es necesario sustituirla.;Quando ativada, esta armadilha libera nitrogênio líquido, congelando toda matéria ao seu redor. Só pode ser ativada um número limitado de vezes antes de precisar ser substituída.;这个陷阱在激活时释放液氮，立即冻结其周围的所有物质。在需要被替换之前只能被激活有限的次数。;稼動されると液体窒素を放出し、近くにいる敵を一瞬にして凍らせる。稼動回数が限られており、限度に達すると取り替える必要がある。;해당 함정은 발동 시 액체 질소를 방출하여 반경 안의 모든 걸 얼려버립니다. 함정을 교체하기 전에 제한된 횟수만큼만 발동됩니다.
