;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/objective/ashley_nest_end_02;Good, that's one less thing to worry about.;Dobrze, to jeden powód do zmartwień mniej.;Хорошо, одной проблемой меньше.;Super, ça nous fait un truc à penser en moins.;Gut. Eine Sorge weniger.;Bien, una cosa menos de la que preocuparse.;Ótimo, menos uma coisa pra gente se preocupar.;很好，少了一件需要担心的事。;よかった。これで心配事が一つ減ったわね。;좋아, 걱정이 하나 줄었네.
DIALOG/objective/ashley_nest_end_03;Ok, let's get back to our primary objectives.;Ok, wróćmy do naszych głównych celów.;Хорошо, давай, вернемся к основным целям.;OK, reconcentrons-nous sur nos principaux objectifs.;Also, widmen wir uns wieder unseren Hauptaufgaben.;Vale, volvamos a nuestros objetivos principales.;OK, vamos retornar aos nossos objetivos primários.;好的，让我们回到主要目标。;主目標の作業に戻りましょう。;자, 이제 주요 목표에 다시 집중하자.
DIALOG/objective/mech_nest_multiple_start_02;My sensors are picking up a large infestation close to our position. Hostile creatures are amassing quickly in that area and are going to start attacking us soon. We should focus on eliminating that threat as soon as possible.;Moje czujniki wykrywają duże zagrożenie w pobliżu naszej pozycji. Wrogie stworzenia szybko gromadzą się w tym obszarze i wkrótce zaczną nas atakować. Powinniśmy skupić się na jak najszybszym wyeliminowaniu tego niebezpieczeństwa.;Мои сенсоры фиксируют большое заражение вблизи нашей позиции. Враждебные существа быстро собираются в этой области и скоро начнут атаковать. Мы должны устранить угрозу как можно скорее.;Mes capteurs ont identifié une grosse invasion pas loin de notre position. Les créatures hostiles affluent rapidement vers cette zone et vont bientôt commencer à nous attaquer. On devrait traiter cette menace comme une priorité et l’éliminer dès que possible.;Meine Sensoren zeigen eine große Bedrohung in der Nähe unserer Position an. Feindliche Kreaturen versammeln sich rasch in diesem Gebiet und werden uns bald angreifen. Wir sollten uns darauf konzentrieren, diese Gefahr so schnell wie möglich zu beseitigen.;Mis sensores detectan una gran cantidad de criaturas hostiles cerca de nuestra posición. Se están concentrando en la zona y preparándose para atacarnos. Deberíamos centrarnos en eliminar esa amenaza cuanto antes.;Meus sensores estão captando uma grande infestação próxima da nossa posição. Criaturas hostis estão se agrupando rapidamente naquela área e vão começar a nos atacar em breve. Devemos nos concentrar em eliminar essa ameaça o quanto antes.;我的传感器探测到我们位置附近有大范围感染。敌对生物正在该区域快速集结，很快就会开始攻击我们。我们应该尽快集中精力消除这个威胁。;センサーが付近で大規模な増殖を探知している。そこに集合した大量の敵性クリーチャーがもうすぐ攻撃しに来ると思われる。今は速やかに脅威を排除することに注力するべきだ。;제 센서가 현재 위치 근처의 대규모 침입을 탐지했습니다. 적대적인 생물들이 해당 지역에서 빠르게 모여들고 있으며 곧 우리를 공격하기 시작할 것입니다. 가능한 한 빨리 그 위협을 제거하는 데 집중해야 합니다.
DIALOG/objective/mech_nest_multiple_start_03;Warning. I have detected a large hostile infestation near our position. Expect continuous enemy attacks until we clear it out.;Uwaga. Wykryłem obecność wroga w pobliżu naszej pozycji. Spodziewaj się ciągłych ataków aż do ich usunięcia.;Внимание! Обнаружено большое скопление вражеских существ вблизи нашей позиции. Будь готова к непрерывным атакам, пока мы него не очистим.;Avertissement. J’ai détecté une grosse invasion hostile pas loin de notre position. Attendez-vous à des attaques ennemies incessantes jusqu’à ce que nous l’ayons éliminée.;Achtung. Ich habe eine große Ansammlung von Feinden in der Nähe unserer Position registriert. Rechne mit regelmäßigen Angriffen, bis wir alle beseitigt haben.;Alerta. Detectada la presencia de una gran cantidad de criaturas hostiles cerca de nuestra posición. Los ataques no cesarán hasta que nos encarguemos del asunto.;Aviso. Detectei uma grande infestação hostil próxima da nossa posição. Espere ataques inimigos contínuos até nos livrarmos dela.;警告。我检测到我们位置附近有大型敌对感染。在我们清除之前预计会有持续攻击。;警告。付近で大規模な敵性クリーチャーの巣を探知した。これを壊滅させるまで敵の攻撃は続くだろう。;경고. 우리 위치 근처에서 대규모 침입이 감지되었습니다. 해당 지역을 완전히 소탕할 때까지 지속적인 적의 공격이 예상됩니다.
DIALOG/objective/ashley_nest_multiple_start_02;Roger that, Mr. Riggs. We have to destroy all of the hostile nests as soon as possible.;Przyjęłam, panie Riggs. Musimy jak najszybciej zniszczyć wszystkie wrogie gniazda.;Поняла, мистер Ригз. Мы должны уничтожить все враждебные гнезда как можно скорее.;Bien reçu, M. Riggs. On va détruire tous ces nids hostiles dès que possible.;Roger, Mr. Riggs. Wir müssen alle feindlichen Nester so schnell wie möglich zerstören.;Entendido, Sr. Riggs. Tenemos que destruir todos los nidos hostiles cuanto antes.;Entendido, Sr. Riggs. Temos que destruir todos os ninhos hostis o quanto antes.;收到，里格斯先生。我们必须尽快摧毁所有敌对巢穴。;了解、ミスター・リグス。速やかに全ての敵対クリーチャーの巣を破壊するべきね。;알겠어, 릭스. 적의 둥지를 전부 최대한 빨리 파괴해야 해.
DIALOG/objective/ashley_nest_multiple_start_03;Understood. Let's go that area as soon as we can. The longer we wait the harder it's going to be to clear it out.;Zrozumiałam. Udajmy się tam jak najszybciej. Im dłużej będziemy zwlekać, tym trudniej będzie je zlikwidować.;Понятно. Отправимся туда как можно скорее. Чем дольше мы будем ждать, тем сложнее будет его очистить.;Reçu 5/5. On va rejoindre la zone dès qu’on peut. Plus on attend, plus ce sera difficile de la dégager.;Verstanden. Lass uns so schnell wie möglich dorthin gehen. Je länger wir warten, desto schwieriger wird es, das Gebiet zu säubern.;Entendido, vayamos allí cuanto antes. Cuanto más esperemos, más difícil será despejar la zona.;Entendido. Vamos pra essa área assim que pudermos. Quanto mais esperarmos, mais difícil será livrar o local.;明白。让我们尽快前往该区域。等待时间越长，清除难度就越大。;わかった。できるだけ早くそのエリアへ向かう。後回しにすればするほど、全滅させるのが困難になるもの。;알겠어. 가능한 한 빨리 그 지역으로 이동하자. 기다릴수록 상황을 정리하기가 더 어려워질 거야.
DIALOG/objective/ashley_nest_multiple_end_02;I think this was the last of these nests. I hope they don't return here too quickly.;Myślę, że to było ostatnie z tych gniazd. Mam nadzieję, że nie wrócą tu zbyt szybko.;Думаю, это было последнее из этих гнезд. Надеюсь, они не вернутся сюда слишком быстро.;Je pense que c’était le dernier de ces nids. J’espère qu’ils reviendront pas ici de sitôt.;Ich glaube, das war das letzte dieser Nester. Ich hoffe, sie kehren nicht so schnell wieder hierher zurück.;Creo que era el último de los nidos. Espero que no vuelvan muy rápido.;Acho que esse foi o último desses ninhos. Espero que não voltem pra cá tão cedo.;我认为这是这些巢穴的最后一个。希望它们不会太快返回这里。;これで巣は全部ね。しばらく戻ってこないことを祈るわ。;이게 아마도 마지막일 것 같아. 너무 빨리 돌아오지 않아야 할 텐데.
DIALOG/objective/ashley_nest_multiple_end_03;It looks like we destroyed all of the nests in this area. ;Wygląda na to, że zniszczyliśmy wszystkie gniazda w tym obszarze. ;Похоже, мы уничтожили все гнезда в этой области. ;On dirait bien qu’on a détruit tous les nids de cette zone. ;Es sieht so aus, als hätten wir alle Nester in diesem Gebiet zerstört. ;Parece que hemos destruido todos los nidos de la zona. ;Parece que destruímos todos os ninhos nesta área. ;看起来我们摧毁了该区域所有巢穴。;付近の巣は全て破壊できたみたいね。 ;이 지역에 있는 둥지를 전부 파괴한 것 같아. 
DIALOG/objective/mech_nest_multiple_end_02;Good job, Ashley. We can return to our primariy objectives now.;Dobra robota, Ashley. Możemy teraz wrócić do naszych głównych celów.;Хорошая работа, Эшли. Теперь мы можем вернуться к нашим основным целям.;Bien joué, Ashley. On peut retourner à nos objectifs principaux maintenant.;Gut gemacht, Ashley. Wir können uns erneut unseren Hauptaufgaben widmen.;Buen trabajo, Ashley. Ahora podemos volver a encargarnos de nuestros objetivos principales.;Bom trabalho, Ashley. Podemos retornar aos nossos objetivos primários agora.;干得好，阿雪莉。我们现在可以回到主要目标了。;よくやった、アシュリー。これで主目標の作業に戻れるな。;잘하셨습니다, 애슐리. 이제 주요 목표에 돌아갈 수 있습니다.
DIALOG/objective/mech_nest_multiple_end_03;Objective complete. Threat eliminated.;Cel osiągnięty. Zagrożenie wyeliminowane.;Задача выполнена. Угроза устранена.;Objectif terminé. Menace éliminée.;Aufgabe erfüllt. Bedrohung eliminiert.;Objetivo completado. Amenaza eliminada.;Objetivo cumprido. Ameaça eliminada.;目标完成。威胁已消除。;目標達成。脅威は排除された。;목표 달성. 위험 요소 처리 완료.
DIALOG/objective/mech_boss_start_02;Ashley, my sensors have picked up an Omega-class creature nearby.;Ashley, moje czujniki wykryły w pobliżu istotę klasy Omega.;Эшли, мои датчики засекли поблизости существо класса Омега.;Ashley, mes capteurs ont détecté une créature de classe Oméga à proximité.;Ashley, meine Sensoren haben in der Nähe eine Kreatur der Omega-Klasse registriert.;Ashley, mis sensores detectan una criatura de clase Omega cerca de aquí.;Ashley, meus sensores captaram uma criatura classe ômega por perto.;阿雪莉，我的传感器在附近发现了欧米茄级生物。;アシュリー、センサーが付近のオメガ級のクリーチャーを探知した。;애슐리, 제 센서가 근처에 오메가급 생물체를 탐지했습니다.
DIALOG/objective/mech_boss_start_03;Warning, an Omega-class creature has been detected near our position.;Ostrzeżenie, w pobliżu naszej pozycji wykryto istotę klasy Omega.;Внимание! Недалеко от нашей позиции обнаружено существо класса Омега.;Avertissement. Une créature de classe Oméga a été détectée à proximité de notre position.;Achtung, eine Kreatur der Omega-Klasse wurde in der Nähe unserer Position registriert.;Alerta, se ha detectado una criatura de clase Omega cerca de nuestra posición.;Aviso. Uma criatura classe ômega foi detectada próxima da nossa posição.;警告，欧米茄级生物已在附近被检测到。;警告。付近でオメガ級クリーチャーの存在が探知された。;경고, 현재 위치 근처에서 오메가급 생물이 탐지되었습니다.
DIALOG/objective/mech_boss_start_04;Omega- class creature detected nearby.;W pobliżu wykryto istotę klasy Omega.;Поблизости обнаружено существо класса Омега.;Créature de classe Oméga détectée à proximité.;Kreatur der Omega-Klasse in der Nähe registriert.;Criatura de clase Omega detectada en las cercanías.;Criatura classe ômega detectada por perto.;欧米茄级生物在附近被检测到。;付近にオメガ級クリーチャーを探知。;오메가급 생물이 근처에서 탐지되었습니다.
DIALOG/objective/ashley_boss_start_02;Roger that, Mr. Riggs. Omegas can be very dangerous, we should watch out for it.;Tak jest, panie Riggs. Omegi mogą być bardzo niebezpieczne, powinniśmy na nie uważać.;Поняла, мистер Ригз. Омеги могут быть очень опасны. Нам следует быть осторожнее.;Bien reçu, M. Riggs. Les Oméga peuvent être très dangereuses, on ferait mieux de rester sur nos gardes.;Roger, Mr. Riggs. Omegas können sehr gefährlich sein, wir sollten auf der Hut sein.;Entendido, Sr. Riggs. Los clase Omega pueden ser peligrosos, deberíamos ir con cuidado.;Entendido, Sr. Riggs. Ômegas podem ser muito perigosas. Devemos ficar atentos a isso.;收到，里格斯先生。欧米茄可能非常危险，我们应该当心。;了解した、ミスター・リグス。オメガは危険ね。警戒しましょう。;알겠어, 릭스. 오메가급은 매우 위험할 수 있으니 주의해야 해.
DIALOG/objective/ashley_boss_start_03;Interesting. We should go to its location to learn more about it.;Interesujące. Powinniśmy udać się w to miejsce, aby dowiedzieć się o niej więcej.;Занятно. Нам нужно отправиться туда и узнать больше.;Intéressant. On devrait rejoindre son emplacement pour en apprendre plus sur elle.;Interessant. Wir sollten dorthin gehen, um mehr über sie zu erfahren.;Interesante. Deberíamos ir a donde está para aprender más.;Interessante. Deveríamos ir até sua localização pra descobrir mais sobre ela.;有意思。我们应该前往它的位置以了解更多信息。;興味深いわね。全容を確かめにその地点へ向かいましょう。;흥미롭네. 해당 위치로 가서 더 알아봐야겠어.
DIALOG/objective/ashley_boss_start_04;It could pose a serious threat to us. Let's go to it's location to see what it is.;To może stanowić dla nas poważne zagrożenie. Udajmy się tam, żeby sprawdzić, co to jest.;Это может представлять серьезную угрозу. Отправимся туда и посмотрим что это такое.;Ça pourrait être une sacrée menace pour nous. Rejoignons son emplacement pour voir ce que c’est.;Sie könnte eine ernsthafte Bedrohung für uns darstellen. Lass uns nachschauen, was es für eine ist.;Podría suponer una gran amenaza. Vayamos a su ubicación y veamos de qué se trata.;Isso pode ser uma grave ameaça contra nós. Vamos até o local pra ver o que é.;它可能构成严重威胁。让我们去它的位置看看是什么。;深刻な脅威になりえるわね。地点へ向かって正体を確かめておきましょう。;저건 심각한 위협이 될 수 있어. 그 위치로 가서 무엇인지 확인해 봐야겠어.
DIALOG/objective/mech_boss_encounter_02;This is the Omega-class creature that we detected earlier. Extreme caution is advised.;To stworzenie klasy Omega, które odkryliśmy wcześniej. Zachowaj szczególną ostrożność.;Это существо класса Омега, обнаруженное ранее. Рекомендуется соблюдать крайнюю осторожность.;C’est la créature de classe Oméga qu’on a détectée tout à l’heure. Faut qu’on soit très prudents.;Das ist die Kreatur der Omega-Klasse, die wir vorhin aufgespürt haben. Äußerste Vorsicht ist geboten.;Esta es la criatura de clase Omega que hemos detectado antes. Se recomienda precaución extrema.;Essa é a criatura classe ômega que detectamos mais cedo. Aconselha-se cuidado extremo.;这就是我们之前检测到的欧米茄级生物。建议极度谨慎。;先刻探知したオメガ級クリーチャーだ。十分に警戒することを推奨する。;해당 개체는 앞서 탐지한 오메가급 생물체입니다. 극도의 주의가 필요합니다.
DIALOG/objective/mech_boss_encounter_03;We have visual confirmation of an Omega-class creature, Ashley.;Mamy potwierdzenie wzrokowe obecności istoty klasy Omega, Ashley.;У нас есть визуальное подтверждение существа класса Омега, Эшли.;On a la confirmation visuelle d’une créature de classe Oméga, Ashley.;Wir haben Sicht auf eine Kreatur der Omega-Klasse, Ashley.;Tenemos contacto visual con una criatura de clase Omega, Ashley.;Temos confirmação visual de uma criatura classe ômega, Ashley.;我们已目视确认欧米茄级生物，阿雪莉。;アシュリー、オメガ級クリーチャーを目視で確認した。;오메가 등급 생명체를 시각적으로 확인했어요, 애슐리.
DIALOG/objective/mech_boss_encounter_04;Omega-class creature located. Be careful, Ashley.;Znalazłem stwora klasy Omega. Bądź ostrożna, Ashley.;Существо класса Омега обнаружено. Будь осторожна, Эшли.;Créature de classe Oméga localisée. Fais attention, Ashley.;Kreatur der Omega-Klasse geortet. Sei vorsichtig, Ashley.;Criatura de clase Omega localizada. Ten cuidado, Ashley.;Criatura classe ômega localizada. Tome cuidado, Ashley.;欧米茄级生物已定位。小心，阿雪莉;オメガ級クリーチャーの位置が特定できた。気をつけろ、アシュリー。;오메가급 생물의 위치 확인. 조심하세요, 애슐리.
DIALOG/objective/ashley_boss_encounter_02;We can't leave it roaming this area. Smaller creatures will gather around it, and they could overwhelm us. We have to eliminate it.;Nie możemy zostawić go w tej okolicy. Mniejsze stworzenia będą się gromadzić wokół niego i mogą nas zmiażdżyć. Musimy go wyeliminować.;Нельзя оставлять его на свободе. Оно привлечет более мелких существ, и в итоге мы столкнемся с целой ордой. Нужно ликвидировать угрозу.;On peut pas la laisser se promener dans cette région. De plus petites créatures risquent de se réunir autour d’elle et de nous submerger. On doit l’éliminer.;Wir können sie nicht in diesem Gebiet umherstreifen lassen. Kleinere Kreaturen werden sich um sie scharen und uns dann als Rudel überrennen. Wir müssen sie eliminieren.;No podemos dejar que merodee por la zona. Se le unirán criaturas más pequeñas y juntos podrían superarnos. Tenemos que encargarnos de ella.;Não podemos deixá-la vagando pela área. Criaturas menores se juntarão a ela e poderiam nos vencer como bando. Precisamos eliminá-la.;我们不能让它在该区域游荡。小型生物会聚集在它周围，它们可能会以群体压倒我们。必须消灭它。;このままこの辺をうろつかせるわけにはいかない。小型生物が集まって、私達を襲う危険性があるわ。排除するべきよ。;저걸 이대로 여기 내버려둘 수는 없어. 작은 생물들이 모여들 거고, 무리를 지어 우리를 압도할 수도 있어. 반드시 제거해야 해.
DIALOG/objective/ashley_boss_encounter_03;This is a big one. We have to kill it before it can gather a larger horde.;Ten jest duży. Musimy go zabić, zanim zbierze większą hordę.;Какой здоровенный. Мы должны убить его, прежде чем он соберет целую орду.;Elle est grosse, celle-là. Faut qu’on la tue avant qu’elle rassemble une meute.;Die ist riesig. Wir müssen sie töten, bevor sie eine größere Horde versammeln kann.;Esta es grande. Tenemos que cargárnosla antes de que reúna a una tropa mayor.;Essa é das grandes. Precisamos matá-la antes que possa reunir uma horda maior.;这是个大家伙。我们必须在其集结更大群体前杀死它。;大きいわね。これ以上大きな群れを作る前に駆除する必要があるわ。;이건 큰 위협이야. 더 많은 무리를 모으기 전에 반드시 제거해야 해.
DIALOG/objective/ashley_boss_encounter_04;Shields up, Mr. Riggs. It looks like it's going to attack.;Tarcze w górę, panie Riggs. Wygląda jakby miał zaatakować.;Мистер Ригз, щиты! Похоже, он собирается атаковать.;Faut qu’on sorte les boucliers, M. Riggs. On dirait qu’une attaque se prépare.;Schutzschilde hoch, Mr. Riggs. Sieht aus, als würde sie angreifen.;Escudos, Sr. Riggs. Parece que va a atacar.;Erguer escudos, Sr. Riggs. Parece que ela vai atacar.;护盾启动，里格斯先生。看起来它要攻击了。;シールドを展開して、ミスター・リグス。攻撃が来るわ。;방어 태세 준비해, 릭스. 공격해올 것 같아.
DIALOG/objective/mech_boss_end_02;Omega-class creature eliminated. Objective complete.;Stworzenie klasy Omega wyeliminowane. Cel ukończony.;Существо класса Омега уничтожено. Задача выполнена.;Créature de classe Oméga éliminée. Objectif terminé.;Kreatur der Omega-Klasse eliminiert. Aufgabe erfüllt.;Criatura de clase Omega eliminada. Objetivo cumplido.;Criatura classe ômega eliminada. Objetivo cumprido.;欧米茄级生物已消灭。目标完成。;オメガ級クリーチャーの死亡を確認。目標達成だ。;오메가급 생명체 제거. 목표 달성.
DIALOG/objective/mech_boss_end_03;Objective complete, Ashley. The Omega-class creature has been neutralized.;Cel osiągnięty, Ashley. Stworzenie klasy Omega zostało zneutralizowane.;Задача выполнена, Эшли. Существо класса Омега нейтрализовано.;Objectif terminé, Ashley. La créature de classe Oméga a été neutralisée.;Aufgabe erfüllt, Ashley. Die Kreatur der Omega-Klasse wurde neutralisiert.;Objetivo cumplido, Ashley. La criatura de clase Omega ha sido neutralizada.;Objetivo cumprido, Ashley. A criatura classe ômega foi neutralizada.;目标完成，阿雪莉。欧米茄级生物已被消灭。;目標達成だ、アシュリー。オメガ級クリーチャーには完全に無力化された。;목표 달성입니다, 애슐리. 오메가급 생물이 제압되었습니다.
DIALOG/objective/mech_boss_end_04;Well done, Ashley. Threat eliminated.;Dobra robota, Ashley. Zagrożenie wyeliminowane.;Молодец, Эшли. Угроза устранена.;Bien joué, Ashley. Menace éliminée.;Gut gemacht, Ashley. Bedrohung eliminiert.;Bien hecho, Ashley. Amenaza eliminada.;Muito bem, Ashley. Ameaça eliminada.;干得好，阿雪莉。威胁已消除。;よくやった、アシュリー。脅威の排除は完了した。;잘하셨습니다, 애슐리. 위험 요소 처리 완료.
DIALOG/objective/ashley_boss_end_02;It was tougher than I expected. I hope they don't grow any bigger.;To było trudniejsze niż się spodziewałam. Mam nadzieję, że już większe nie będą.;Это оказалось сложнее, чем я ожидала. Надеюсь, они не вырастут еще больше.;Elle était plus coriace que ce que je pensais. J’espère qu’on en croisera pas de plus grosse.;Das war anstrengender als gedacht. Ich hoffe, sie werden nicht noch größer.;Ha sido más difícil de lo que esperaba. Espero que no crezcan más.;Foi mais difícil do que eu pensava. Espero que não cresçam mais do que isso.;它比我想象的更难对付。希望它们不会长得更大。;思ったよりもしぶとかったわね。これ以上大きくならないことを願うわ。;생각보다 더 강했어. 더 이상 커지지 않아야 할 텐데.
