;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
ACHIEVEMENTS/achievement_54_desc;Build the first Megastructure. ;Zbuduj pierwszą Megastrukturę;Постройте первую мегаструктуру. ;Construisez la première mégastructure. ;Errichte die erste Megastruktur. ;Construye la primera megaestructura. ;Construa a primeira megaestrutura. ;建造首座巨型结构。  ;初のメガストラクチャーを建てる。 ;첫 번째 메가구조물을 건설하세요. 
ACHIEVEMENTS/achievement_54_name;It's bigger than I thought ;To jest wieksze niż myślałem;Громадина ;J’imaginais pas ça aussi grand ;Größer, als ich dachte ;Más grande de lo que pensaba ;É Maior do que Eu Pensava. ;规模超乎想象;思ったよりも大きいな ;생각했던 거보다 크네 
ACHIEVEMENTS/achievement_55_desc;Achieve your final goal and save Galatea 37 ;Osiagnij finalny cel i uratuj Galateę 37;Достигните конечной цели и спасите Галатею 37. ;Atteignez votre objectif final et sauvez Galatea 37. ;Erreiche dein letztes Ziel und rette Galatea 37. ;Alcanza tu objetivo final y salva a Galatea 37. ;Cumpra seu objetivo final e salve Galatea 37. ;达成终极目标拯救伽拉忒亚37号星。  ;最終目標を達成してガラテア37を救う。 ;최종 목표를 달성하고 갈라테아 37을 구하세요 
ACHIEVEMENTS/achievement_55_name;Next planet, please ;Nastepna planeta proszę.;Следующая планета, пожалуйста ;Planète suivante, svp ;Der nächste Planet, bitte ;El siguiente planeta, por favor ;Próximo Planeta, Por Favor. ;下一颗星球;次の惑星の方、どうぞ ;다음 행성 손님! 
BUTTON_Abandon;Abandon;Porzuć;Покинуть;Abandonner;Aufgeben;Abandonar;Abandonar;放弃前哨;放棄;폐기
BUTTON_Ban;Ban;Zbanuj;Заблокировать;Bannir;Bannen;Vetar;Banir;封禁用户  ;BAN;영구추방
BUTTON_Claim;Claim;Przejmij;Получить;Récupérer;Beanspruchen;Reclamar;Resgatar;认领;所有権を主張;수령
BUTTON_Close;Close;Zamknij;Закрыть;Fermer;Schließen;Cerrar;Fechar;关闭界面;閉じる;닫기
BUTTON_Close_server;Close server;Zamknij Serwer;Закрыть сервер;Fermer le serveur;Server schließen;Cerrar servidor;Fechar servidor;关闭服务器  ;サーバーを閉じる;서버 닫기
BUTTON_Kick;Kick;Wyrzuć;Исключить;Exclure;Rauswerfen;Expulsar;Expulsar;踢出玩家  ;追放;추방
BUTTON_new_game;New Game;Nowa Gra;Новая игра;Nouvelle partie;Neues Spiel;Nueva partida;Novo jogo;新游戏  ;ニューゲーム;새 게임
BUTTON_Rename;Rename;Zmień Nazwę;Переименовать;Renommer;Umbenennen;Renombrar;Renomear;重命名  ;名前の変更;이름 변경
BUTTON_Scan;Find New Location;Znajdź Nową Lokację;Найти новый регион;Trouver un nouvel emplacement;Neuen Ort finden;Encontrar ubicación nueva;Encontrar novo local;寻找新地点;新たな場所の捜索;새 위치 찾기
BUTTON_Server;Server;Serwer;Сервер;Serveur;Server;Servidor;Servidor;服务器;サーバー;서버
BUTTON_Server_options;Server Options;Opcje Serwera;Параметры сервера;Options du serveur;Serveroptionen;Opciones del servidor;Opções do servidor;服务器选项  ;サーバーオプション;서버 옵션
BUTTON_Share;Share;Udostępnij;Поделиться;Partager;Teilen;Compartir;Compartilhar;分享;共有;공유
BUTTON_show_incompatible_mods;Show Incompatible Mods;Pokaż Niekompatybilne Mody;Показать несовместимые моды;Afficher les mods incompatibles;Inkompatible Mods anzeigen;Mostrar mods incompatibles;Exibir mods incompatíveis;显示不兼容模组  ;非対応MODを表示;호환 불가 모드 표시
campaigns/mp_story/mp_story.campaign;Campaign;Kampania;Кампания;Campagne;Kampagne;Campaña;Campanha;战役 ;キャンペーン;캠페인
campaigns/mp_survival/mp_survival.campaign;Survival;Tryb Przetrwania;Выживание;Survie;Überleben;Supervivencia;Sobrevivência;生存;サバイバル;서바이벌
gui/hud/building_description/arcology_workshop;Enables the construction of Arcologies - self-sufficient structures capable of sustaining life in any environment. ;Umożliwia budowę Arkologii – samowystarczalnych struktur zdolnych do utrzymania życia w dowolnych warunkach.;Позволяет строить аркологии - автономные структуры, способные поддерживать жизнь в любой среде. ;Permet de construire des arcologies. Les arcologies sont des structures autosuffisantes capables de maintenir la vie dans n’importe quel environnement. ;Ermöglicht den Bau von Arkologien – autarken Strukturen, die das Leben in jeglicher Umgebung aufrechterhalten können. ;Permite la construcción de arcologías, estructuras autosuficientes capaces de proporcionar vida en cualquier ambiente. ;Habilita a construção de arcologias - estruturas autossuficientes, capazes de sustentar a vida em qualquer ambiente. ;解锁生态建筑群的建造 - 这种自给自足的结构能在任何环境中维持生命。;アーコロジーの建設を可能にする。アーコロジーとはどんな環境下でも自給自足で生命活動を維持できる建造物のことである。 ;어떤 환경에서도 생명을 유지할 수 있는 자급자족이 가능한 구조물인 아콜로지 건설을 잠금 해제합니다. 
gui/hud/building_description/gravitational_hyper_lens;Enables the construction of gigantic structures in zero-gravity environments. Allows for object detection through geomagnetic mapping.;Umożliwia wznoszenie gigantycznych struktur w środowisku pozbawionym grawitacji. Pozwala na wykrywanie obiektów za pomocą analizy geomagnetycznej.;Позволяет строить гигантские структуры в условиях невесомости, а также обнаруживать объекты посредством геомагнитного картирования.;Permet la construction de structures gigantesques dans des environnements à gravité zéro et la détection d’objets par cartographie géomagnétique.;Ermöglicht den Bau von gigantischen Strukturen in der Schwerelosigkeit und die Erkennung von Objekten durch geomagnetische Kartierung.;Permite la construcción de estructuras gigantescas en entornos de gravedad cero. Permite la detección de objetos a través del mapeo geomagnético.;Habilita a construção de estruturas gigantescas em ambientes de gravidade zero. Permite a detecção de objetos através do mapeamento geomagnético.;解锁在零重力环境中建造巨型结构。允许通过地磁测绘进行物体探测。;無重力環境下での巨大な建造物の建設を可能にする。ジオマグネティック・マッピングにより物体を探知する。;무중력 환경에서 거대한 구조물 건설을 가능하게 합니다. 지자기 매핑을 통한 물체 탐지가 가능합니다.
gui/hud/building_description/hydroponic_lab;Conducts research and development of modified flora. Greatly increases vegetation growth speed within the location it is built in.;Wytwarza zasoby biologiczne w sposób zrównoważony, wspierając samowystarczalność kolonii. Znacząco przyspiesza rozwój roślin w okolicy.;Ведет долгосрочное производство биологических ресурсов, повышая самодостаточность колонии. Значительно ускоряет рост растений в радиусе действия.;Produit des ressources biologiques de manière durable, contribuant ainsi à l’autosuffisance de la colonie. Augmente considérablement le taux de croissance des plantes environnantes.;Produziert nachhaltig biologische Rohstoffe und unterstützt die Selbstversorgung der Kolonie. Steigert erheblich die Wachstumsrate der Pflanzen in der Umgebung.;Produce recursos biológicos de manera sostenible, mejorando la autosuficiencia de la colonia. Aumenta en gran medida el crecimiento de las plantas cercanas.;Produz recursos biológicos sustentavelmente, dando suporte à autossuficiência da colônia. Aumenta grandemente a taxa de crescimento de plantas nas proximidades.;可持续生产生物资源，支持殖民地的自给自足。大幅提升附近植物的生长速度。;生物資源を持続的に生産することでコロニーの自給自足を維持する。付近の植物の成長速度を大きく上昇させる。;생물 자원의 지속적인 생산을 가능하게 하여 군락지의 자급자족을 돕습니다. 주변 식물의 성장 속도를 많이 증가시킵니다.
gui/hud/building_description/mega_rift_station;Enables long-distance interplanetary rift jumps to a single destination. Produces a pair of Quantum Entanglement Cores.;Umożliwia skoki międzyplanetarne bez potrzeby użycia Klucza Splątania Kwantowego. ;Позволяет совершать межпланетные прыжки без использования матрицы квантового сплетения. ;Permet de faire des sauts interplanétaires sans avoir recours à une matrice d’intrication quantique. ;Ermöglicht interplanetarische Sprünge, auch ganz ohne quantenverschränkte Matrix. ;Permite los saltos interplanetarios sin necesidad de una matriz de entrelazamiento cuántico. ;Habilita saltos interplanetários sem necessitar de uma matriz de entrelaçamento quântico. ;无需量子纠缠矩阵即可实现星际跃迁。;量子エンタングルメント・マトリックス無しでの星間ジャンプを可能にする。 ;양자 얽힘 매트릭스없이 행성 간 이동이 가능합니다. 
gui/hud/building_description/nanobot_center;Manages large nanobot construction swarms over long distances. Provides additional AI Cores in all planetary locations.;Zarządza rojami nanobotów wspierających megastruktury i zwiększa ich efektywność. Ułatwia pracę agentów SI, dając możliwość wybudowania dodatkowych wież obronnych.;Организует работу наноботов для обслуживания мегаструктур и повышения их эффективности. Помогает строительным ИИ, позволяя возводить больше оборонительных башен.;Gère les essaims de nanobots soutenant les mégastructures et améliore leurs performances. Prend également en charge les agents IA existants, ce qui permet de construire davantage de tours de défense.;Steuert und verbessert die Leistung von Nanobot-Schwärmen, die Megastrukturen versorgen. Bestehende KI-Systeme werden unterstützt, sodass zusätzliche Abwehrtürme errichtet werden können.;Gestiona nanobots que potencian el rendimiento de las megaestructuras. También potencian los agentes de IA, lo que te permite construir más torres de defensa.;Administra enxames de nanorrobôs, oferecendo suporte a megaestruturas e otimizando sua performance. Também dá suporte a agentes de IA existentes, permitindo a construção de mais torres defensivas.;管理支持巨型建筑的纳米机器人集群并提升其性能。支持现有的人工智能代理，允许建造更多防御塔楼。;メガストラクチャーを補助するナノボットの群れを管理して性能を向上させる。既存のAIエージェントにも対応しており、防衛タワーの増設を可能にする。;나노봇 군집을 관리하여 메가구조물을 지원하고 성능을 향상시킵니다. 기존 AI 에이전트를 지원하여 더 강력한 방어용 타워를 구축할 수 있습니다.
gui/hud/building_description/quantum_cortex_laboratory;Advanced Quantum Computing datacenter. Enables reprocessing of megastructure schematics and greatly increases research speed.;Zaawansowane centrum dowodzenia, które zarządza działaniem i współpracą planetarnych megastruktur. Pozwala na błyskawiczną analizę danych I pobieranie nowych schematów.;Передовой комплекс для координации когнитивных и операционных функций планетарных мегаструктур. Значительно ускоряет исследования за счет мгновенного анализа данных.;Installation de traitement avancée conçue pour coordonner les fonctions cognitives et opérationnelles des mégastructures planétaires. Accroît considérablement la vitesse de la recherche par une analyse des données effectuée en une fraction de seconde.;Eine fortschrittliche Verarbeitungsanlage, die die kognitiven und operativen Funktionen der planetarischen Megastrukturen koordiniert. Erhöht die Forschungsgeschwindigkeit durch sekundenschnelle Datenanalyse.;Una instalación avanzada de procesamiento diseñada para coordinar las funciones cognitivas y operativas de las megaestructuras planetarias. Aumenta en gran medida la velocidad de investigación gracias a sus análisis de alta velocidad.;Uma instalação de processamento avançada, projetada para coordenar as funções cognitivas e operacionais de megaestruturas planetárias. Aumente grandemente a velocidade de pesquisa através de análises de dados ultrarrápidas.;先进处理设施，用于协调行星级巨型建筑的认知与运作功能。通过瞬时数据分析大幅提升研究速度。;惑星メガストラクチャーの認識機能と運用機能を調整する上級処理施設。高速データ分析により研究速度を大幅に上げる。;행성 규모 메가구조물의 인지 및 운영 기능을 통합적으로 조정하기 위해 설계된 고급 처리 시설입니다. 초고속 데이터 분석을 통해 연구 속도를 크게 증가시킵니다.
gui/hud/building_name/arcology_workshop;Arcology Workshop;Warsztat Arkologii;Аркологическая мастерская;Atelier d’arcologie;Arkologie-Werkstatt;Taller de arcologías;Oficina Arcológica;生态工坊;アーコロジー・ワークショップ;아콜로지 작업실
gui/hud/building_name/gravitational_hyper_lens;Gravitational Hyper Lens;Soczewka Hipergrawitacyjna;Гравитационная гиперлинза;Hyperlentille gravitationnelle;Gravitations-Hyperlinse;Hiperlente gravitatoria;Hiperlente Gravitacional;重力超聚焦透镜;重力ハイパーレンズ;중력 하이퍼 렌즈
gui/hud/building_name/hydroponic_lab;Hydroponic Lab;Laboratorium Hydroponiczne;Гидропонная лаборатория;Laboratoire hydroponique;Hydroponisches Nachhaltigkeitslabor;Laboratorio hidropónico;Laboratório Hidropônico;水培实验室;水耕栽培ラボ;수경 재배 실험실
gui/hud/building_name/mega_rift_station;Prime Rift Station;Główna Stacja Rift;Мега-рифт-станция;Mégastation dimensionnelle;Riesige Riftstation;Megaestación de grietas;Megaestação de Fenda;巨型裂隙站;メガリフトステーション;메가 리프트 스테이션
gui/hud/building_name/nanobot_center;Nanobot Center;Centrum Nanobotów;Центр наноботов;Centre de nanobot;Kontrollzentrum für Nanobot-Schwärme;Centro de nanobots;Centro de Nanorrobôs;纳米机器人中心;ナノボットセンター;나노봇 센터
gui/hud/building_name/quantum_cortex_laboratory;Quantum Cortex Lab;Laboratorium Kwantowo-Rdzeniowe;Лаборатория квантового сознания;Laboratoire de cortex quantique;Quantenkortex-Labor;Laboratorio de córtex cuántico;Laboratório de Córtice Quântico;量子核心实验室;量子コーテックスラボ;양자 코텍스 실험실
gui/hud/chat/chat;Chat;Czat;Чат;Chat;Chat;Chat;Bate-papo;聊天;チャット;채팅
gui/hud/chat/ping_menu_assist;Calls for aid!;Wzywa na pomoc!;Призывает на помощь!;Appelle à l’aide !;Ruft um Hilfe!;Pide ayuda;Solicita suporte!;请求支援！;支援の要請！;구호 요청!
gui/hud/chat/ping_menu_warning;Sends a warning!;Wysyła ostrzeżenie!;Отправляет предупреждение!;Envoie un avertissement !;Schickt eine Warnung!;Envía una advertencia;Emite um alerta!;发出警告！;警告を発信！;경고 전송!
gui/hud/chat/press_to_chat;Press <img="${open_chat}"> to chat...;Naciśnij <img="${open_chat}"> aby pisać...;Нажмите <img="${open_chat}">, чтобы начать чат…;Appuyez sur <img="${open_chat}"> pour discuter...;Zum Chatten <img="${open_chat}"> drücken …;Pulsa <img="${open_chat}"> para abrir el chat...;Pressione <img="${open_chat}"> para conversar…;按 <img="${open_chat}"> 开启聊天...;<img="${open_chat}">を押してチャット…;채팅을 시작하려면 <img="${open_chat}"> 버튼을 누르세요...
gui/hud/death_spectate/destruction;Hold <img="${interact}"> to speedup self-destruction;Przytrzymaj <img="${interact}"> aby przyspieszyć autodestrukcję;Удерживайте <img="${interact}">, чтобы ускорить самоуничтожение;Maintenez <img="${interact}"> pour accélérer l’auto-destruction;<img="${interact}"> gedrückt halten, um die Selbstzerstörung zu beschleunigen;Mantén <img="${interact}"> para acelerar la autodestrucción.;Segure <img="${interact}"> para acelerar a autodestruição;长按 <img="${interact}"> 加速自毁;<img="${interact}">を長押しして自爆を早める;자폭 속도를 높이려면 <img="${interact}"> 버튼을 길게 누르세요.
gui/hud/decompressor/available;Available:;Dostępne:;Доступно:;Disponible :;Verfügbar:;Disponible;Disponível:;可用：;利用可能：;이용 가능:
gui/hud/decompressor/compressed;Compressed:;Skompresowane:;Сжатие:;Comprimé(e)s :;Komprimiert:;Comprimido;Comprimindo:;已压缩：;圧縮済み：;압축됨:
gui/hud/decompressor/decompressing;Decompressing:;Dekompresuje:;Декомпрессия:;Décompression :;Dekomprimiert:;Descomprimiendo;Descomprimindo:;正在解压缩：;減圧中：;압축 해제:
gui/hud/decompressor/in_use;In use:;W użyciu:;Используется:;En usage :;Verwendet:;En uso;Em uso:;使用中：;使用中：;사용 중:
gui/hud/decompressor/no_energy;No energy;Brak energii;Нет энергии;Pas d’énergie;Keine Energie;Sin energía;Sem energia;能量不足;エネルギー切れ;에너지 없음
gui/hud/decompressor/no_resource;No resource;Brak zasobów;Нет ресурсов;Pas de ressources;Keine Rohstoffe;Sin recursos;Sem recursos;资源不足;資源無し;자원 없음
gui/hud/decompressor/storage_full;Full storage;Magazyn pełny;Склад заполнен;Pleine capacité;Lager voll;Almacenamiento lleno;Depósito cheio;存储已满;保管庫満タン;저장량 꽉 참
gui/hud/enemy_skill_name/additional_damage_wave_acid;Additional Damage Wave - Acid lvl. 1;Fala Dodatkowych Obrażeń - Kwas poz. 1;Дополнительная волна урона - Кислота ур. 1;Vague de dégâts supplémentaires – Acide niv. 1;Zusätzliche Schadenswelle – Säure: St. 1;Ola de daño adicional: ácido nv. 1;Onda de Dano Adicional - Ácido nv. 1;附加伤害波 - 酸性 等级1;追加のダメージウェーブ - 酸LV1;추가 피해 웨이브 - 산성 레벨 1
gui/hud/enemy_skill_name/additional_damage_wave_acid_lvl_2;Additional Damage Wave - Acid lvl. 2;Fala Dodatkowych Obrażeń - Kwas poz. 2;Дополнительная волна урона - Кислота ур. 2;Vague de dégâts supplémentaires – Acide niv. 2;Zusätzliche Schadenswelle – Säure: St. 2;Ola de daño adicional: ácido nv. 2;Onda de Dano Adicional - Ácido nv. 2;附加伤害波 - 酸性 等级2;追加のダメージウェーブ - 酸LV2;추가 피해 웨이브 - 산성 레벨 2
gui/hud/enemy_skill_name/additional_damage_wave_acid_lvl_3;Additional Damage Wave - Acid lvl. 3;Fala Dodatkowych Obrażeń - Kwas poz. 3;Дополнительная волна урона - Кислота ур. 3;Vague de dégâts supplémentaires – Acide niv. 3;Zusätzliche Schadenswelle – Säure: St. 3;Ola de daño adicional: ácido nv. 3;Onda de Dano Adicional - Ácido nv. 3;附加伤害波 - 酸性 等级3;追加のダメージウェーブ - 酸LV3;추가 피해 웨이브 - 산성 레벨 3
gui/hud/enemy_skill_name/additional_damage_wave_acid_lvl_4;Additional Damage Wave - Acid lvl. 4;Fala Dodatkowych Obrażeń - Kwas poz. 4;Дополнительная волна урона - Кислота ур. 4;Vague de dégâts supplémentaires – Acide niv. 4;Zusätzliche Schadenswelle – Säure: St. 4;Ola de daño adicional: ácido nv. 4;Onda de Dano Adicional - Ácido nv. 4;附加伤害波 - 酸性 等级4;追加のダメージウェーブ - 酸LV4;추가 피해 웨이브 - 산성 레벨 4
gui/hud/enemy_skill_name/additional_damage_wave_cryo;Additional Damage Wave - Cryo lvl. 1;Fala Dodatkowych Obrażeń - Mróz poz. 1;Дополнительная волна урона - Холод ур. 1;Vague de dégâts supplémentaires – Cryo niv. 1;Zusätzliche Schadenswelle – Kryo: St. 1;Ola de daño adicional: hielo nv. 1;Onda de Dano Adicional - Criogênico nv. 1;附加伤害波 - 冰冻 等级1;追加のダメージウェーブ - 凍結LV1;추가 피해 웨이브 - 극저온 레벨 1
gui/hud/enemy_skill_name/additional_damage_wave_cryo_lvl_2;Additional Damage Wave - Cryo lvl. 2;Fala Dodatkowych Obrażeń - Mróz poz. 2;Дополнительная волна урона - Холод ур. 2;Vague de dégâts supplémentaires – Cryo niv. 2;Zusätzliche Schadenswelle – Kryo: St. 2;Ola de daño adicional: hielo nv. 2;Onda de Dano Adicional - Criogênico nv. 2;附加伤害波 - 冰冻 等级2;追加のダメージウェーブ - 凍結LV2;추가 피해 웨이브 - 극저온 레벨 2
gui/hud/enemy_skill_name/additional_damage_wave_cryo_lvl_3;Additional Damage Wave - Cryo lvl. 3;Fala Dodatkowych Obrażeń - Mróz poz. 3;Дополнительная волна урона - Холод ур. 3;Vague de dégâts supplémentaires – Cryo niv. 3;Zusätzliche Schadenswelle – Kryo: St. 3;Ola de daño adicional: hielo nv. 3;Onda de Dano Adicional - Criogênico nv. 3;附加伤害波 - 冰冻 等级3;追加のダメージウェーブ - 凍結LV3;추가 피해 웨이브 - 극저온 레벨 3
gui/hud/enemy_skill_name/additional_damage_wave_cryo_lvl_4;Additional Damage Wave - Cryo lvl. 4;Fala Dodatkowych Obrażeń - Mróz poz. 4;Дополнительная волна урона - Холод ур. 4;Vague de dégâts supplémentaires – Cryo niv. 4;Zusätzliche Schadenswelle – Kryo: St. 4;Ola de daño adicional: hielo nv. 4;Onda de Dano Adicional - Criogênico nv. 4;附加伤害波 - 冰冻 等级4;追加のダメージウェーブ - 凍結LV4;추가 피해 웨이브 - 극저온 레벨 4
gui/hud/enemy_skill_name/additional_damage_wave_energy;Additional Damage Wave - Energy lvl. 1;Fala Dodatkowych Obrażeń - Energia poz. 1;Дополнительная волна урона - Энергия ур. 1;Vague de dégâts supplémentaires – Énergie niv. 1;Zusätzliche Schadenswelle – Energie: St. 1;Ola de daño adicional: energía nv. 1;Onda de Dano Adicional - Energia nv. 1;附加伤害波 - 能量 等级1;追加のダメージウェーブ - エネルギーLV1;추가 피해 웨이브 - 에너지 레벨 1
gui/hud/enemy_skill_name/additional_damage_wave_energy_lvl_2;Additional Damage Wave - Energy lvl. 2;Fala Dodatkowych Obrażeń - Energia poz. 2;Дополнительная волна урона - Энергия ур. 2;Vague de dégâts supplémentaires – Énergie niv. 2;Zusätzliche Schadenswelle – Energie: St. 2;Ola de daño adicional: energía nv. 2;Onda de Dano Adicional - Energia nv. 2;附加伤害波 - 能量 等级2;追加のダメージウェーブ - エネルギーLV2;추가 피해 웨이브 - 에너지 레벨 2
gui/hud/enemy_skill_name/additional_damage_wave_energy_lvl_3;Additional Damage Wave - Energy lvl. 3;Fala Dodatkowych Obrażeń - Energia poz. 3;Дополнительная волна урона - Энергия ур. 3;Vague de dégâts supplémentaires – Énergie niv. 3;Zusätzliche Schadenswelle – Energie: St. 3;Ola de daño adicional: energía nv. 3;Onda de Dano Adicional - Energia nv. 3;附加伤害波 - 能量 等级3;追加のダメージウェーブ - エネルギーLV3;추가 피해 웨이브 - 에너지 레벨 3
gui/hud/enemy_skill_name/additional_damage_wave_energy_lvl_4;Additional Damage Wave - Energy lvl. 4;Fala Dodatkowych Obrażeń - Energia poz. 4;Дополнительная волна урона - Энергия ур. 4;Vague de dégâts supplémentaires – Énergie niv. 4;Zusätzliche Schadenswelle – Energie: St. 4;Ola de daño adicional: energía nv. 4;Onda de Dano Adicional - Energia nv. 4;附加伤害波 - 能量 等级4;追加のダメージウェーブ - エネルギーLV4;추가 피해 웨이브 - 에너지 레벨 4
gui/hud/enemy_skill_name/additional_damage_wave_fire;Additional Damage Wave - Fire lvl. 1;Fala Dodatkowych Obrażeń - Ogień poz. 1;Дополнительная волна урона - Огонь ур. 1;Vague de dégâts supplémentaires – Feu niv. 1;Zusätzliche Schadenswelle – Feuer: St. 1;Ola de daño adicional: fuego nv. 1;Onda de Dano Adicional - Fogo nv. 1;附加伤害波 - 火焰 等级1;追加のダメージウェーブ - 炎LV1;추가 피해 웨이브 - 화염 레벨 1
gui/hud/enemy_skill_name/additional_damage_wave_fire_lvl_2;Additional Damage Wave - Fire lvl. 2;Fala Dodatkowych Obrażeń - Ogień poz. 2;Дополнительная волна урона - Огонь ур. 2;Vague de dégâts supplémentaires – Feu niv. 2;Zusätzliche Schadenswelle – Feuer: St. 2;Ola de daño adicional: fuego nv. 2;Onda de Dano Adicional - Fogo nv. 2;附加伤害波 - 火焰 等级2;追加のダメージウェーブ - 炎LV2;추가 피해 웨이브 - 화염 레벨 2
gui/hud/enemy_skill_name/additional_damage_wave_fire_lvl_3;Additional Damage Wave - Fire lvl. 3;Fala Dodatkowych Obrażeń - Ogień poz. 3;Дополнительная волна урона - Огонь ур. 3;Vague de dégâts supplémentaires – Feu niv. 3;Zusätzliche Schadenswelle – Feuer: St. 3;Ola de daño adicional: fuego nv. 3;Onda de Dano Adicional - Fogo nv. 3;附加伤害波 - 火焰 等级3;追加のダメージウェーブ - 炎LV3;추가 피해 웨이브 - 화염 레벨 3
gui/hud/enemy_skill_name/additional_damage_wave_fire_lvl_4;Additional Damage Wave - Fire lvl. 4;Fala Dodatkowych Obrażeń - Ogień poz. 4;Дополнительная волна урона - Огонь ур. 4;Vague de dégâts supplémentaires – Feu niv. 4;Zusätzliche Schadenswelle – Feuer: St. 4;Ola de daño adicional: fuego nv. 4;Onda de Dano Adicional - Fogo nv. 4;附加伤害波 - 火焰 等级4;追加のダメージウェーブ - 炎LV4;추가 피해 웨이브 - 화염 레벨 4
gui/hud/enemy_skill_name/additional_damage_wave_physical;Additional Damage Wave - Physical lvl. 1;Fala Dodatkowych Obrażeń - Fizyczne poz. 1;Дополнительная волна урона - Физический урон ур. 1;Vague de dégâts supplémentaires – Physique niv. 1;Zusätzliche Schadenswelle – Physisch: St. 1;Ola de daño adicional: físico nv. 1;Onda de Dano Adicional - Físico nv. 1;附加伤害波 - 物理 等级1;追加のダメージウェーブ - 物理LV1;추가 피해 웨이브 - 물리 레벨 1
