;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/hud/building_description/tower_inferno;Inferno Tower fires cluster grenades that split into smaller payloads while airborne. After landing, they detonate with a short delay, setting targets on fire and dealing sustained damage over an area.;Wieża Inferno wystrzeliwuje granaty kasetowe, które w powietrzu rozdzielają się na mniejsze ładunki. Po wylądowaniu detonują z krótkim opóźnieniem, podpalając cele i zadając długotrwałe obrażenia na obszarze.;Башня «Инферно» выпускает кассетные гранаты, которые разделяются в полёте на несколько боевых элементов. После падения они срабатывают с небольшой задержкой, поджигая цели и нанося продолжительный урон по площади.;La tour infernale tire des grenades à fragmentation qui se divisent en charges plus petites en vol. Après l’atterrissage, elles explosent dans un court délai, enflammant les cibles et infligeant des dégâts persistants sur une zone.;Der Infernoturm feuert Cluster-Granaten ab, die in der Luft zu kleineren Sprengköpfen zerfallen. Nach dem Aufprall detonieren sie mit einer kurzen Verzögerung, wodurch Ziele entzündet werden und über einen bestimmten Bereich hinweg anhaltenden Schaden erleiden.;La torre infernal lanza granadas que se separan en otras más pequeñas al lanzarse. Después de caer, explotan tras un breve momento, prendiendo fuego a los enemigos e infligiendo daño continuo en un área.;A Torre Inferno dispara granadas em aglomerados que se dividem em cargas menores enquanto estão no ar. Após aterrissarem, detonam com um curto atraso, incendiando os alvos e causando dano contínuo em uma área.;炼狱塔发射集束榴弹，弹体在空中分裂为多个小型载荷。落地后会延迟爆炸，使目标燃烧并在范围内造成持续伤害。;インフェルノタワーは上空から小型の弾頭を散布するクラスターグレネード弾を発射する。弾頭は着弾から少しの間を置いてから一斉に爆発し、広範囲にダメージを与えながら標的を燃やす。;인페르노 타워는 공중에서 여러 개의 작은 폭약으로 분열되는 집속 수류탄을 발사하는 화력 방어 시설입니다. 지면에 떨어진 폭약은 잠시 후 폭발하며, 해당 범위 내의 적들을 불태우고 지속적인 화염 피해를 입힙니다.
gui/hud/building_name/large_energy_storage;Large Energy Storage;Duży Magazyn Energii;Большое хранилище энергии;Grand stockage d’énergie;Großer Energiespeicher;Almacén de energía grande;Grande Depósito de Energia;大型能源储存设施;大型エネルギー貯蔵庫;대용량 에너지 저장 시설
gui/hud/building_name/large_solid_material_storage;Large Solid Material Storage;Duży Magazyn Surowców;Большое хранилище твёрдых материалов;Grand stockage des solides;Großer Feststoffspeicher;Almacén de material sólido grande;Grande Depósito de Materiais Sólidos;大型固体材料储存设施;大型個体物質貯蔵庫;대용량 고체 보관 시설
gui/hud/building_name/tower_acid_shredder;Acid Shredder Tower;Kwasakrator;Башня «Кислотный измельчитель»;Tour broyeuse à acide;Säureschredder-Turm;Torre de ácido corrosivo;Torre Trituradora de Ácido;酸液撕裂塔;硫酸弾タワー;산성 분쇄 타워
gui/hud/building_name/tower_icicle_thrower;Icicle Tower;Wieża Soplowa;Башня «Ледяная сосулька»;Tour stalactite;Eiszapfenturm;Torre de hielo;Torre de Gelo;冰晶塔;凍結弾タワー;고드름 타워
gui/hud/building_name/tower_inferno;Inferno Tower;Wieża Inferno;Башня «Инферно»;Tour infernale;Infernoturm;Torre infernal;Torre Inferno;炼狱塔;インフェルノタワー;인페르노 타워
gui/hud/chat/ping_menu_resume_server;<style="chat_user">${sender}</style> requested server to resume game;<style="chat_user">${sender}</style> prosi o wznowienie gry.;<style="chat_user">${sender}</style> просит у сервера возобновление игры;<style="chat_user">${sender}</style> a demandé au serveur de reprendre la partie;<style="chat_user">${sender}</style> hat die Fortsetzung des Spiels angefragt;<style="chat_user">${sender}</style> ha solicitado que la partida continúe;<style="chat_user">${sender}</style> solicitou ao servidor para retomar o jogo;<style="chat_user">${sender}</style> 请求服务器恢复游戏;<style="chat_user">${sender}</style> がサーバーにゲームの再開を要請しました;<style="chat_user">${sender}</style>이(가) 게임 재개를 서버에 요청했습니다
gui/hud/minimap/status_filter/building_disabled;Disabled;Wyłączone;Отключено;Désactivé;Deaktiviert;Desactivado;Desabilitado;已禁用;無効;비활성화
gui/menu/appearance/skins/freeze;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} 
gui/menu/appearance/skins/snowman;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} ;${gui/menu/appearance/skins/unique_skin} 
gui/menu/controls/developer_console;Developer console toggle;Włącz konsolę developerską;Консоль разработчика: вкл/выкл;Activation de la console développeur;Zur Entwicklerkonsole schalten;Activar consola de desarrollo;Alternar console de desenvolvedor;开发者控制台开关;開発者コンソールのオン/オフ;개발자 콘솔 토글
gui/menu/controls/ping_menu_action;Ping menu action:;Akcja menu pingów:;Действия из пинг-меню;Action du menu circulaire :;Aktion im Ping-Menü:;Acción del menú de gestos:;Ação da roda de sinais:;信号轮盘动作：;ピンメニューオプション;핑 메뉴 액션:
gui/menu/inventory/disassembly/select_deselect_all;Select/Deselect all;Zaznacz/Odznacz wszystko;Выбрать/сбросить всё;Sélectionner/Désélectionner tout;Alle auswählen/abwählen;Seleccionar/Deseleccionar todos;Selecionar/Desselecionar tudo;全选/取消全选;全て選択/選択解除;모두 선택/선택 해제
gui/menu/inventory/disassembly/select_deselect_rarity;Select/Deselect ${gui/menu/inventory/item_level_${type}};Zaznacz/Odznacz ${gui/menu/inventory/item_level_${type}};Выбрать/сбросить всё ${gui/menu/inventory/item_level_${type}};Sélectionner/Désélectionner ${gui/menu/inventory/item_level_${type}};${gui/menu/inventory/item_level_${type}} auswählen/abwählen;Seleccionar/Deseleccionar ${gui/menu/inventory/item_level_${type}};Selecionar/Desselecionar ${gui/menu/inventory/item_level_${type}};选择/取消选择 ${gui/menu/inventory/item_level_${type}};${gui/menu/inventory/item_level_${type} 選択/選択解除;선택/선택 해제 ${gui/menu/inventory/item_level_${type}}
gui/menu/inventory/skill_description/dodge_roll_advanced;A more powerful version of the Dodge Roll. Deals more damage and has an increased damage radius.;Potężniejsza wersja Przewrotu Bojowego. Zadaje większe obrażenia i ma większy promień rażenia.;Более мощная версия Переката. Наносит больше урона и обладает большей зоной поражения.;Une version encore plus puissante de la roulade. Ses dégâts et sa zone d’effet sont augmentés.;Eine stärkere Version der Ausweichrolle. Verursacht mehr Schaden in einer größeren Umgebung.;Una versión más potente del Movimiento para esquivar. Provoca más daño y tiene un mayor radio de alcance.;Uma versão mais poderosa do Rolamento. Causa mais dano e tem um raio de dano aumentado.;强化版翻滚躲闪。造成更多的伤害并增加伤害半径。;回避ローリングの強化版。攻撃力とダメージ範囲が向上している。;더욱 강력한 회피 구르기입니다. 더 많은 피해를 입히고 반경이 더 넓습니다.
gui/menu/inventory/skill_description/dodge_roll_extreme;A more powerful version of the Dodge Roll. Deals more damage and has an increased damage radius.;Potężniejsza wersja Przewrotu Bojowego. Zadaje większe obrażenia i ma większy promień rażenia.;Более мощная версия Переката. Наносит больше урона и обладает большей зоной поражения.;Une version encore plus puissante de la roulade. Ses dégâts et sa zone d’effet sont augmentés.;Eine stärkere Version der Ausweichrolle. Verursacht mehr Schaden in einer größeren Umgebung.;Una versión más potente del Movimiento para esquivar. Provoca más daño y tiene un mayor radio de alcance.;Uma versão mais poderosa do Rolamento. Causa mais dano e tem um raio de dano aumentado.;强化版翻滚躲闪。造成更多的伤害并增加伤害半径。;回避ローリングの強化版。攻撃力とダメージ範囲が向上している。;더욱 강력한 회피 구르기입니다. 더 많은 피해를 입히고 반경이 더 넓습니다.
gui/menu/inventory/skill_description/dodge_roll_superior;A more powerful version of the Dodge Roll. Deals more damage and has an increased damage radius.;Potężniejsza wersja Przewrotu Bojowego. Zadaje większe obrażenia i ma większy promień rażenia.;Более мощная версия Переката. Наносит больше урона и обладает большей зоной поражения.;Une version encore plus puissante de la roulade. Ses dégâts et sa zone d’effet sont augmentés.;Eine stärkere Version der Ausweichrolle. Verursacht mehr Schaden in einer größeren Umgebung.;Una versión más potente del Movimiento para esquivar. Provoca más daño y tiene un mayor radio de alcance.;Uma versão mais poderosa do Rolamento. Causa mais dano e tem um raio de dano aumentado.;强化版翻滚躲闪。造成更多的伤害并增加伤害半径。;回避ローリングの強化版。攻撃力とダメージ範囲が向上している。;더욱 강력한 회피 구르기입니다. 더 많은 피해를 입히고 반경이 더 넓습니다.
gui/menu/inventory/skill_description/teleport_advanced;Movement skill that allows the Mech-Suit to teleport instantly anywhere within the line of sight. It produces a more powerful explosion than the standard version and has a smaller cooldown.;Umiejętność pozwalająca na natychmiastową teleportację Mecha-Kombinezonu w dowolne miejsce w zasięgu wzroku. Wywołuje silniejszą eksplozję niż wersja standardowa i ma krótszy czas odnowienia.;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. Создаёт более мощный взрыв, чем стандартная версия, и имеет сокращённое время перезарядки.;Une compétence de mouvement qui permet au mecha de se téléporter instantanément dans son champ de vision. Elle produit une explosion plus puissante que la version originale et a un temps de recharge plus court.;Bewegungsfähigkeit, die es dem Mecha-Anzug ermöglicht, sich sofort an jeden Ort innerhalb des Sichtfeldes zu teleportieren. Sie erzeugt eine stärkere Explosion als die Standardversion und hat eine kürzere Abklingzeit.;Habilidad de movimiento que permite al traje mecánico teletransportarse al instante a cualquier lugar a la vista. Produce una explosión más poderosa que la versión estándar y tiene un menor enfriamiento.;Uma habilidade de movimento que permite ao Traje Mecânico teleportar-se instantaneamente para qualquer lugar dentro da linha de visão. Ele produz uma explosão mais poderosa do que a versão padrão e possui um tempo de recarga menor.;一种移动技能，使机甲在视线范围内瞬间传送至任意位置。产生更强力的爆炸效果，且冷却时间更短。;メカスーツの視界内のあらゆる場所に瞬時にテレポートする移動スキル。標準型よりも強力な爆発を起こし、クールダウン時間も短い。;가시거리에 보이는 위치로 메카 수트를 순간 이동시키는 이동 스킬입니다. 일반 버전보다 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/inventory/skill_description/teleport_extreme;Movement skill that allows the Mech-Suit to teleport instantly anywhere within the line of sight. It produces a more powerful explosion than the standard version and has a smaller cooldown.;Umiejętność pozwalająca na natychmiastową teleportację Mecha-Kombinezonu w dowolne miejsce w zasięgu wzroku. Wywołuje silniejszą eksplozję niż wersja standardowa i ma krótszy czas odnowienia.;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. Создаёт более мощный взрыв, чем стандартная версия, и имеет сокращённое время перезарядки.;Une compétence de mouvement qui permet au mecha de se téléporter instantanément dans son champ de vision. Elle produit une explosion plus puissante que la version originale et a un temps de recharge plus court.;Bewegungsfähigkeit, die es dem Mecha-Anzug ermöglicht, sich sofort an jeden Ort innerhalb des Sichtfeldes zu teleportieren. Sie erzeugt eine stärkere Explosion als die Standardversion und hat eine kürzere Abklingzeit.;Habilidad de movimiento que permite al traje mecánico teletransportarse al instante a cualquier lugar a la vista. Produce una explosión más poderosa que la versión estándar y tiene un menor enfriamiento.;Uma habilidade de movimento que permite ao Traje Mecânico teleportar-se instantaneamente para qualquer lugar dentro da linha de visão. Ele produz uma explosão mais poderosa do que a versão padrão e possui um tempo de recarga menor.;一种移动技能，使机甲在视线范围内瞬间传送至任意位置。产生更强力的爆炸效果，且冷却时间更短。;メカスーツの視界内のあらゆる場所に瞬時にテレポートする移動スキル。標準型よりも強力な爆発を起こし、クールダウン時間も短い。;가시거리에 보이는 위치로 메카 수트를 순간 이동시키는 이동 스킬입니다. 일반 버전보다 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/inventory/skill_description/teleport_superior;Movement skill that allows the Mech-Suit to teleport instantly anywhere within the line of sight. It produces a more powerful explosion than the standard version and has a smaller cooldown.;Umiejętność pozwalająca na natychmiastową teleportację Mecha-Kombinezonu w dowolne miejsce w zasięgu wzroku. Wywołuje silniejszą eksplozję niż wersja standardowa i ma krótszy czas odnowienia.;Навык движения, который позволяет меха-костюму моментально телепортироваться в любую точку в поле зрения. Создаёт более мощный взрыв, чем стандартная версия, и имеет сокращённое время перезарядки.;Une compétence de mouvement qui permet au mecha de se téléporter instantanément dans son champ de vision. Elle produit une explosion plus puissante que la version originale et a un temps de recharge plus court.;Bewegungsfähigkeit, die es dem Mecha-Anzug ermöglicht, sich sofort an jeden Ort innerhalb des Sichtfeldes zu teleportieren. Sie erzeugt eine stärkere Explosion als die Standardversion und hat eine kürzere Abklingzeit.;Habilidad de movimiento que permite al traje mecánico teletransportarse al instante a cualquier lugar a la vista. Produce una explosión más poderosa que la versión estándar y tiene un menor enfriamiento.;Uma habilidade de movimento que permite ao Traje Mecânico teleportar-se instantaneamente para qualquer lugar dentro da linha de visão. Ele produz uma explosão mais poderosa do que a versão padrão e possui um tempo de recarga menor.;一种移动技能，使机甲在视线范围内瞬间传送至任意位置。产生更强力的爆炸效果，且冷却时间更短。;メカスーツの視界内のあらゆる場所に瞬時にテレポートする移動スキル。標準型よりも強力な爆発を起こし、クールダウン時間も短い。;가시거리에 보이는 위치로 메카 수트를 순간 이동시키는 이동 스킬입니다. 일반 버전보다 더 강력한 폭발을 일으키며 재사용 대기시간이 더 짧습니다.
gui/menu/inventory/skill_description/tornado_cryo;Cryo Tornado summons a fast-moving vortex of supercooled air that travels in a straight line. The tornado deals cryo damage, rapidly lowering temperatures and slowing down all enemies caught in its path through extreme thermal shock.;Kriogeniczne Tornado przywołuje szybko poruszający się wir silnie schłodzonego powietrza, który przemieszcza się po linii prostej. Tornado zadaje obrażenia kriogeniczne, gwałtownie obniża temperaturę i spowalnia wszystkich wrogów na swojej drodze poprzez ekstremalny szok termiczny.;Крио-торнадо вызывает быстро движущийся вихрь сверхохлаждённого воздуха, который перемещается по прямой. Наносит крио-урон, резко понижая температуру и замедляя всех врагов на своём пути за счёт экстремального термического шока.;La cryotornade invoque un vortex d’air super-refroidi se déplaçant à grande vitesse en ligne droite. Cette tornade inflige des dégâts cryogéniques qui abaissent rapidement la température et ralentissent tous les ennemis pris dans son sillage avec un choc thermique extrême.;Der Kryo-Tornado erzeugt einen schnellen, vorwärtsstürmenden Wirbel aus extrem kühler Luft. Der Tornado verursacht Kryoschaden, senkt die Temperatur rapide und verlangsamt alle Gegner, die sich in seiner Bahn befinden, durch einen extremen Temperaturschock.;El tornado criogénico invoca un vórtice muy veloz de aire superenfriado que viaja en línea recta. El tornado inflige daño helado, reduciendo las temperaturas y ralentizando a los enemigos a los que golpea debido al shock térmico.;O Tornado Criogênico invoca um vórtice de ar super-resfriado que se move rapidamente em linha reta. O tornado causa dano criogênico, reduz rapidamente a temperatura e desacelera todos os inimigos atingidos por choque térmico extremo.;冰霜龙卷风召唤一道高速移动的超冷空气漩涡，沿直线前进。龙卷风造成冰冻伤害，通过极端热冲击迅速降低温度并减缓路径上所有敌人的移动速度。;高速で移動する超低温の空気の渦を生成し、まっすぐ飛ばす。渦は凍結ダメージを与える。通った跡の気温を急激に下げながら巻き込んだ敵の動きを鈍らせ、強力な熱衝撃を与える。;극저온 토네이도는 직선상으로 빠르게 이동하며 초저온의 대기를 휘감는 회오리를 소환하는 기술입니다. 이 토네이도는 강력한 냉기 피해를 입히며, 경로에 있는 모든 적의 온도를 급격히 낮추며, 극한의 열충격을 가해 이동 속도를 현저히 저하시킵니다.
gui/menu/inventory/skill_name/tornado_cryo;Cryo Tornado;Kriogeniczne Tornado;Крио-торнадо;Cryotornade;Kryo-Tornado;Tornado criogénico;Tornado Criogênico;冰霜龙卷风;凍結トルネード;극저온 토네이도
gui/menu/load_menu/missing_content;Missing content;Brakująca zawartość;Контент отсутствует;Contenu manquant;Inhalt fehlt;Falta contenido;Conteúdo ausente;缺少内容;コンテンツが欠落;누락된 내용
gui/menu/load_menu/missing_required_content;Missing required content;Brak wymaganej zawartości;Необходимый контент отсутствует;Contenu requis manquant;Erforderlicher Inhalt fehlt;Falta contenido necesario;Conteúdo obrigatório ausente;缺少必要内容;必要なコンテンツが欠落しています;필수 콘텐츠가 누락되었습니다
gui/menu/load_menu/unsupported_save_version;Unsupporrted save version;Niezgodna wersja zapisu gry;Неподдерживаемая версия сохранения;Version de sauvegarde non prise en charge;Nicht unterstützte Spielversion;Versión de partida guardada no compatible;Versão de salvamento não suportada;存档版本不受支持;互換性のないバージョンのデータです;지원되지 않는 저장 버전
gui/menu/open_campaign/starting_biome;Starting Biome;Biom startowy;Стартовый биом;Biome de départ;Start-Biom;Bioma de inicio;Bioma Inicial;起始生态区;開始地点バイオーム;시작 생물군계
