;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/demo/ashley_nest_2;It looks like we've cleared them out. Let's hope this will give us some time to build up our base.;To by było na tyle. Chyba... Może da nam to trochę czasu na rozbudowę bazy. ;Похоже, мы с ними расправились. Будем надеяться, теперь у нас есть время на строительство базы.;Il semble qu'on les a tuées. Espérons que ça nous laisse le temps de construire notre base.;Sieht aus, als hätten wir sie alle beseitigt. Hoffen wir mal, dass uns das genug Zeit verschafft, um unsere Basis aufzubauen.;Parece que hemos despejado la zona. Esperemos que esto nos dé algo de tiempo para construir nuestra base.;Parece que acabamos com eles. Tomara que isso nos dê um tempo para construirmos nossa base.;看来我们已经把它们都赶走了。希望能为我们争取时间进行基地建设。;一掃したようね。これで基地を作る時間が稼げたならいいんだけど。;다 처리한 것 같아요. 기지를 건설할 시간이 생겼길 바라는데요.
DIALOG/demo/ashley_nest_3;Let's gather all of the research samples and rare resources that were in this nest. We can study them later and use them to craft better equipment.;Zbierzmy wszystkie próbki i rzadkie surowce, które tu znajdziemy. Przebadamy je później, może przydadzą się do wytwarzania lepszego sprzętu.;Давай соберем все образцы для исследований и ценные ресурсы в этом гнезде. Изучим их позже, когда будет подходящее оборудование.;Rassemblons tous les échantillons de recherche et les ressources rares qui se trouvaient dans ce nid. On pourra les examiner plus tard et les utiliser pour fabriquer de meilleurs équipements.;Lass uns all die Forschungsproben und seltenen Rohstoffe aus diesem Nest sammeln. Wir können sie später erforschen und sie verwenden, um bessere Ausrüstung herzustellen.;Recojamos todas las muestras de la investigación y los recursos raros que había en el nido. Podremos estudiarlos y utilizarlos para crear herramientas mejores.;Vamos juntar todas as amostras de pesquisa e recursos raros neste ninho. Podemos estudá-los depois e usá-los para fabricar equipamentos melhores.;把巢穴里的全部研究样本和稀有资源收集起来。我们可稍后进行研究，打造更好的设备。;この巣にある研究サンプルや希少資源を全部集めましょう。あとで調べて、いい装備の材料にできるわ。;서식지에 있던 연구용 샘플과 희귀 자원을 전부 수집하죠. 나중에 연구해서 더 좋은 장비를 제작하는 데 쓸 수 있을 겁니다.
DIALOG/demo/ashley_nest_4;There's more than a single species of creatures around this nest. We should be careful.;Tu jest znacznie więcej gatunków stworzeń. Bądźmy ostrożni.;В этом гнезде не один вид животных. Нужно быть начеку.;Il n'y a pas qu'une seule espèce de créatures autour de ce nid. On devrait faire attention.;Im Umkreis dieses Nests befindet sich mehr als nur eine einzelne Spezies der Kreaturen. Wir sollten vorsichtig sein.;Hay más de una especie de criatura en este nido. Debemos tener cuidado.;Tem mais de uma espécie de criatura perto deste ninho. Melhor a gente tomar cuidado.;这个巢穴不单单只有一个物种。我们得小心。;この巣の周りには複数のクリーチャーがいるみたい。気が抜けないわね。;서식지 주변에 다양한 녀석들이 있어요. 조심해야겠군요.
DIALOG/demo/ashley_nest_5;I wonder if that's just a part of the simulation or if the Galatean creatures are really going to be that smart. That would make studying them much more interesting. ;Nie wiem, czy to część symulacji, czy stworzenia na Galatei naprawdę będą takie bystre. Jedno jest pewne, badanie ich będzie fascynujące!;Интересно, это только в симуляции так или обитатели Галатеи и впрямь такие умные? Что ж, тогда изучать их будет еще интереснее. ;Je me demande si ça fait partie de la simulation, ou si les créatures galatiennes sont vraiment si intelligentes. Si tel est le cas, les étudier serait encore plus intéressant. ;Ich frage mich, ob das nur ein Teil der Simulation ist, oder ob die Lebewesen auf Galatea wirklich so clever sind. Das würde es nur umso spannender machen sie zu erforschen. ;Me pregunto si esto es solo parte de la simulación o si las criaturas de Galatea son realmente tan inteligentes. Eso haría que estudiarlas resultara más interesante. ;Será que esta é só uma parte da simulação ou as criaturas Galateanas são tão espertas assim? Se for isso, estudá-las será muito mais interessante. ;我想知道这仅仅是模拟作战的部分内容，还是伽拉忒亚上的生物真的如此聪明。这个问题的答案会让针对它们的研究变得更有趣。 ;あれはシミュレーションの一部なのかしら。それとも、ガラテアのクリーチャーが本当にあそこまで知恵をつけてきてるのか。それなら調査がずっと面白くなる。 ;시뮬레이션의 일부인지, 갈라테아 생명체들이 이렇게 똑똑해진 건지 궁금하군요. 연구가 더 흥미로워지겠어요.
DIALOG/demo/ashley_place_towers;That's true. We have to place a few more towers to the east of our base in case some of these creatures decide to visit while we're not around.;Racja. Postawmy kilka wież na wschód od naszej bazy, w razie gdyby ktoś chciał nam złożyć niezapowiedzianą wizytę.;Верно. Нужно поставить еще пару башен на востоке от базы на случай, если сюда явятся незваные гости, пока нас не будет.;C'est vrai. Il faut placer quelques tours de plus à l'est de notre base au cas où l'une de ces créatures déciderait de venir pendant notre absence.;Das stimmt. Wir müssen noch ein paar Türme im Osten errichten, für den Fall, dass einige dieser Kreaturen beschließen vorbeizuschauen, während wir nicht hier sind.;Es verdad. Tenemos que colocar algunas torres más al este de nuestra base, en caso de que alguna de estas criaturas decida aparecer mientras no estamos.;Verdade. Precisamos colocar mais algumas torres a leste da nossa base, caso algumas dessas criaturas resolvam nos visitar enquanto não estivermos por aqui.;没错。我们得在基地东部布置几座塔楼，防止敌方趁我们不在发起攻击。;そうね。ここを離れてる間の襲撃に備えて、基地の東にいくつかタワーを増設しておきたい。;그렇죠. 우리가 자릴 비웠을 때 이곳 생명체들이 쳐들어 올지도 모르니 기지 동쪽에 타워를 더 세워야 해요.
DIALOG/demo/ashley_reporting_01;Houston, this is Ashley. Reporting rift jump successful.;Houston, tu Ashley. Skok przez portal udany.;Хьюстон, я Эшли. Докладываю: прыжок в портал прошел успешно.;Houston, ici Ashley. J'annonce que le saut dimensionnel s'est bien déroulé.;Houston, hier spricht Ashley. Riftsprung erfolgreich durchgeführt.;Houston, aquí Ashley. He tenido éxito al realizar el salto dimensional.;Houston, aqui é Ashley. Informando salto de fenda bem-sucedido.;地控中心，我是阿雪莉，裂缝传送成功。;ヒューストン、こちらアシュリー。リフトジャンプは成功しました。;휴스턴, 애슐리입니다. 리프트 점프 성공을 보고합니다.
DIALOG/demo/ashley_second_attack;Ok. Let's show them they're not welcome here.;Dobra, pokażmy gdzie ich miejsce.;Ладно. Покажем им, что гостям здесь не рады.;OK. Montrons-leur qu'elles ne sont pas les bienvenues, ici.;Ok. Zeigen wir ihnen, dass sie hier nicht willkommen sind.;Vale, enseñémosles que no son bienvenidas aquí.;Certo. Vamos mostrar que essas criaturas não são bem-vindas aqui.;好的。我们来给他们点颜色瞧瞧。;オーケー。邪魔者だと分からせてやりましょう。;좋아요. 우리가 만만치 않다는 걸 보여주죠.
DIALOG/demo/ashley_second_attack_defended;It looks like we fended them off, but I'm sure there will be more of them coming to our base. We need to secure our presence here.;Chyba je przegoniliśmy, ale pewnie wróci ich jeszcze więcej. Musimy zabezpieczyć naszą pozycję.;Похоже, эту атаку мы отбили, но она наверняка не последняя. Нужно укрепить наши позиции.;Il semble qu'on a réussi à les repousser, mais je suis sûre que d'autres viendront à notre base. Il faut sécuriser notre présence ici.;Sieht aus, als hätten wir sie abgewehrt, aber ich bin sicher, es werden noch mehr davon zu unserer Basis kommen. Wir müssen unseren Standort hier absichern.;Parece que las hemos ahuyentado, pero seguro que aparecen más. Tenemos que asegurar la base y nuestra presencia aquí.;Parece que conseguimos afastá-las, mas tenho certeza de que mais virão até a nossa base. Precisamos garantir nossa presença aqui.;我们似乎把他们击退了，但我敢说之后还会有更多的入侵者。我们必须强化防御。;追い払えたようだけど、やつらの仲間がまだまだ来るはず。基地の安全を確保しないと。;공격을 막아낸 거 같네요. 하지만 기지로 더 쳐들어 올 거라는 건 확실해요. 이곳을 꼭 지켜내야 합니다.
DIALOG/demo/ashley_simulation_01;What's this?;A to co?;Что это?;Qu'est-ce que c'est ?;Was ist das?;¿Qué es esto?;O que é isso?;这是什么？;これは？;이게 뭐죠?
DIALOG/demo/ashley_simulation_02;It's enough to know that we can survive there. I can't wait to make the jump. Everything is going to be new there and waiting to be studied and explored...;Wiemy, że damy sobie tutaj radę. Ach, nie mogę się doczekać prawdziwego skoku! Tyle nowych rzeczy do odkrycia i zbadania!;Достаточно. И так ясно, что мы там выживем. Не могу дождаться прыжка: там все будет такое новое и неизученное...;Savoir que nous pouvons survivre ici suffit. J'ai hâte de sauter. Tout y sera nouveau et en attente d'être étudié et exploré…;Es ist genug zu wissen, dass wir dort überleben können. Ich kann es kaum erwarten, den Sprung zu wagen. Alles dort wird brandneu sein und nur darauf warten, erforscht zu werden …;Me vale con saber que podremos sobrevivir aquí. No puedo esperar a realizar el salto. Todo será nuevo, esperando a ser estudiado y explorado...;É o suficiente para saber que conseguiremos sobreviver aqui. Mal posso esperar para saltar. Tudo lá será novo, só esperando para ser estudado e explorado…;知道我们能在那里活下去就够了。我对裂缝传送已经迫不及待了。那里的一切都是新鲜的，亟待我们进行研究和探索……;生きていける環境だと分かればそれで十分。早くジャンプしたいわ。あっちには見たことのないものが、調査してほしそうな目で私たちを見てるはずよ……;여기서 살아남을 수 있다는 걸 안 것만으로 충분해요. 빨리 점프를 하고 싶네요. 모든 게 새로울 테고, 연구하고 탐험할 거리들이 기다리고 있겠죠...
DIALOG/demo/ashley_simulation_03;Let's not get dramatic Mr Riggs. A 5 meters tall mecha-suit with miniguns and power blades should be enough to fend of a few hungry creatures.;Oj, już tak nie dramatyzuj Riggs. Pięciometrowy mech z działkami rotacyjnymi i ostrzem energetycznym powinien na luzie przepędzić kilka głodnych zwierzaczków.;Не будем драматизировать, мистер Ригз. Пятиметровый меха-костюм с парочкой боевых приемов в запасе вполне способен разогнать голодное зверье.;Ne dramatisons pas, M. Riggs. Un mecha de 5 mètres de haut avec des mitrailleuses et de puissantes lames devrait suffire pour repousser une poignée de créatures affamées.;Jetzt sei nicht so dramatisch, Mr. Riggs. Ein fünf Meter hoher Mecha-Anzug mit Miniguns und Energieklingen sollte ein paar hungrige Kreaturen schon abwehren können.;No nos pongamos dramáticos, Sr. Riggs. Un traje mecánico de cinco metros con ametralladoras y cuchillas debería ser suficiente para defendernos de unas cuantas criaturas hambrientas.;Sem drama, Sr. Riggs. Um Traje Mecânico de 5 metros de altura equipado com miniguns e lâminas energéticas deve ser o bastante para afastar umas criaturas esfomeadas.;里格斯先生，没啥好担心的。高达5米的机甲，同时配有迷你枪和能量刀，足以击退那些饿昏了头的外星生物。;大げさよ、ミスター・リグス。ミニガンとパワーブレードを装備した体長5メートルのメカスーツがあれば、多少飢えたクリーチャーを追い払うのなんてわけない。;너무 흥분하지 말자, 릭스. 미니건과 파워 블레이드가 있는 5m 높이의 메카 수트면 굶주린 생물들을 물리치는 데 충분하겠지.
DIALOG/demo/ashley_steel_factory;Ok Mr Riggs, we've got Ironium production up and running.;Ok Riggs, mamy już produkcję żelaza.;Отлично, мистер Ригз, производство железия налажено.;OK, M. Riggs, la production de ferronium est lancée.;Ok, Mr. Riggs. Unsere Ironiumproduktion läuft.;Vale, Sr. Riggs, nuestra producción de ironio ya está funcionando.;Beleza, Sr. Riggs. Nossa produção de Ferrônio está indo bem.;好了，里格斯先生，已经开始产铁了。;オーケー、ミスター・リグス。アイロニウムの生産開始よ。;좋아, 릭스. 철 생산을 시작했어.
DIALOG/demo/ashley_steel_factory_attack;They're not going to give us a break, are they?;Czy oni dadzą nam kiedyś spokój?;А они не дают нам отдышаться...;Elles ne vont pas nous laisser tranquilles, n'est-ce pas ?;Die wollen uns echt keine Atempause lassen, was?;No nos van a dejar descansar, ¿verdad?;Eles não vão nos dar sossego, né?;他们就不能消停会儿，让我们喘口气儿是吧？;ちっとも休ませてくれないわね！;쉴 틈을 안 주네.
DIALOG/demo/ashley_steel_factory_attack_defended;The HQ has a permanent rift portal. We can rift jump to its location at any moment. Let's go!;Kwatera Dowodzenia ma wbudowany portal. Możemy tam skoczyć w dowolnym momencie. Lecimy!;В штабе постоянный рифт-портал. Можем прыгнуть туда в любой момент. Вперед!;Le quartier général a un portail dimensionnel permanent. Nous pouvons y aller à tout moment grâce à un saut dimensionnel. Allons-y !;Das Hauptquartier hat ein permanentes Riftportal. Wir können jederzeit dorthin zurückspringen. Gehen wir!;El CG tiene una grieta dimensional permanente. Podemos realizar un salto a su ubicación en cualquier momento. ¡Vamos!;O Quartel tem um portal de fenda permanente. Podemos dar um salto de fenda até lá a qualquer momento. Vamos!;总部有一个永久的裂缝传送门。我们可以通过裂缝传送瞬移到那里。出发吧！;HQには定置リフトポータルがあるの。いつでもそこへリフトジャンプできるわ。さあ、行きましょう！;본부에 영구 지속되는 리프트 포탈이 있어요. 언제든 그쪽으로 리프트 점프를 할 수 있죠. 갑시다!
DIALOG/demo/ashley_steel_factory_towers;Sentinel towers, are ready. They should be able to fend off small groups of attackers.;Wieże Obronne gotowe. Poradzą sobie z małymi grupkami agresorów.;Дозорные башни готовы. Они смогут отбивать небольшие группы врагов.;Les tours de sentinelle sont prêtes. Elles devraient pouvoir repousser de petits groupes d'assaillants.;Die Wachtürme sind einsatzbereit. Sie sollten kleinere Gruppen von Angreifern alleine abwehren können.;Torres centinela listas. Deberían poder defendernos contra pequeños grupos de atacantes.;As Torres Sentinela estão prontas. Elas devem conseguir afastar pequenos grupos de atacantes.;哨兵塔布置完成。这些应该能击退小规模袭击者。;センチネルタワーの準備完了。敵の数が少なければ一掃してくれるはずよ。;보초병 타워 준비 완료. 소규모 공격은 막아낼 수 있을 겁니다.
DIALOG/demo/ashley_survive;It looks like we've really made them mad this time. We have to build up more defenses!;Chyba porządnie ich wkurzyliśmy. Musimy wzmocnić naszą obronę!;Кажется, на этот раз мы их разозлили. Нужно укрепить оборону!;Il semble qu'on les a enragées cette fois. On doit construire plus de fortifications !;Sieht aus, als hätten wir sie diesmal richtig wütend gemacht. Wir müssen weitere Abwehranlagen errichten!;Parece que esta vez las hemos enfadado de verdad. ¡Tenemos que construir más sistemas de defensa!;Parece que nós os irritamos mesmo desta vez. Precisamos construir mais defesas!;看来这次我们真的把他们惹怒了。我们得加强防御！;あいつら、今回は本気で怒ってるみたいね。もっと守りを固めないと！;이번에는 정말 화를 돋운 모양인데요. 방어선을 더욱 강화해야 돼요!
DIALOG/demo/ashley_survive_01;We don't have much time. We have to set up as many defensive towers as we can. Also remember to build up more walls and lay all the mines that we can.;Nie mamy dużo czasu. Postawmy tyle wież, ile się da i wzmocnijmy mury. Miny też się przydadzą.;У нас мало времени. Нужно построить как можно больше оборонительных башен. И не забудь поставить еще стен и заложить побольше мин.;On n'a pas beaucoup de temps. Il faut installer autant de tours de défense que possible. Souviens-toi également de construire plus de murs et de poser le maximum de mines.;Wir haben nicht viel Zeit. Wir müssen so viele Abwehrtürme errichten wie nur möglich. Außerdem müssen wir mehr Mauern bauen und so viele Minen legen, wie wir können.;No tenemos mucho tiempo. Tenemos que colocar tantas torres como nos sea posible. Además, no olvides construir más muros y colocar todas las minas que podamos.;Não temos muito tempo. Precisamos colocar o máximo de torres defensivas possível. Não se esqueça de construir um muro extenso e colocar todas as minas que puder também.;我们没时间了，得尽可能多地布置防御塔、建造防御墙并埋雷。;時間があまりないわ。できるだけ多く防衛タワーを建てないと。あと壁を増やして、地雷を置けるだけ置くのも忘れないで。;시간이 얼마 없어요. 방어용 타워를 최대한 많이 설치해야 해요. 장벽 건설은 물론, 모든 지뢰를 매설해야 한다는 점도 잊지 마세요.
