;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/planetary_scanner/mission_caverns_entrance_description;A strange seismic anomaly uncovered the location of a sprawling, unerground ecosystem of limestone caverns. Explore the area to uncover the reason for the recent seismic activity.;Dziwna anomalia sejsmiczna odkryła lokalizację rozległego, podziemnego ekosystemu wapiennych jaskiń. Zbadaj teren, aby odkryć przyczynę niedawnej aktywności sejsmicznej.;Благодаря странной сейсмической аномалии под землей обнаружилась целая экосистема разветвленных известняковых пещер. Исследуйте эту область, чтобы найти причину сейсмической активности.;Une étrange anomalie sismique a révélé un vaste réseau de cavernes calcaires souterraines. Fouillez la zone pour découvrir l'origine de la récente activité sismique.;Eine seltsame seismische Anomalie hat die Lage eines weitläufigen, unterirdischen Ökosystems von Kalksteingrotten preisgegeben. Erforsche das Gebiet, um den Grund für die jüngste seismische Aktivität herauszufinden.;Una extraña anomalía sísmica desveló la ubicación de un ecosistema subterráneo de cavernas de caliza en expansión. Explora la zona para descubrir la razón de la reciente actividad sísmica.;Uma estranha anomalia sísmica revelou a localização de um grande ecossistema subterrâneo de cavernas de calcário. Explore a área para descobrir a razão da atividade sísmica recente.;一个奇怪的地震异常揭示了一个绵延不绝的地下生态系统，由石灰石洞穴构成。探索这个地区以揭示最近地震活动的原因。;奇妙な地震アノマリーに導かれ辿り着いたのは、石灰岩洞窟によって形成された地下の広大な生環境。このエリアを調査し、最近の地震活動の原因を突き止めよう。;이상 지진 현상 때문에 석회암 동굴에 펼쳐진 지하 생태계가 드러났습니다. 지역을 탐험해 최근의 지진 활동에 대한 이유를 파헤치세요.
gui/menu/planetary_scanner/mission_caverns_exploration;Deeper Caves;Głębokie jaskinie;Глубже в пещеры;Cavernes profondes;Tiefere Höhlen;Cuevas más profundas;Cavernas Profundas;更深的洞穴;洞窟の深部;깊은 동굴
gui/menu/planetary_scanner/mission_caverns_exploration_description;A dark, underground maze of caves and tunnels filled with dangerous subterranean fauna. Its deep web of outgoing tunnels can be used to create a seismic map of the lower levels.;Mroczny, podziemny labirynt jaskiń i tuneli przepełniony niebezpieczną podziemną fauną. Jego głęboka sieć tuneli może być wykorzystana do stworzenia mapy sejsmicznej niższych poziomów.;Темный лабиринт пещер, полный опасной подземной фауны. Его глубокая сеть расходящихся туннелей поможет создать сейсмическую карту нижних уровней.;Un sombre labyrinthe de cavernes et de tunnels où vit une dangereuse faune souterraine a été découvert. Son grand réseau de tunnels peut permettre de créer une carte sismique des niveaux inférieurs.;Ein dunkles, unterirdisches Labyrinth aus Höhlen und Tunneln, voller gefährlicher unterirdischer Fauna. Das tiefe Netz aus abgehenden Tunneln kann genutzt werden, um eine seismische Karte der unteren Ebenen zu erstellen.;Un oscuro laberinto subterráneo de cuevas y túneles lleno de fauna peligrosa. Su profunda red de túneles de salida se puede utilizar para crear un mapa sísmico de los niveles inferiores.;Um labirinto escuro de cavernas e túneis subterrâneos com uma fauna rica e perigosa. Sua rede profunda de galerias pode ser usada para criar um mapa sísmico dos níveis inferiores.;一个由洞穴和隧道组成的黑暗的地下迷宫，充满了危险的地下动物群。其深邃的出城隧道网可以用来创建下层的地震地图。;洞窟とトンネルからなる漆黒の地下迷宮には、危険な地底動物が溢れている。複雑に絡まるトンネル網は、深部の地底マップの作るのに役立てることができる。;위험한 지하 동물로 가득 찬 동굴과 터널의 어두운 지하 미로입니다. 하층부의 지진 지도를 만들 때 바깥으로 향하는 깊은 터널을 사용할 수 있습니다.
gui/menu/planetary_scanner/mission_caverns_nest;Anoryx Cavern;Jaskinia Anoryxu;Пещера анорикса;Caverne d'anoryx;Anoryx-Grotte;Caverna de anoryx;Caverna de Anoryx;阿诺历克斯洞穴;アノリクス洞窟;아노릭스 동굴
gui/menu/planetary_scanner/mission_caverns_nest_description;A deep underground cave entirely surrounded by Anoryx crystals. Our sensors can not establish any readings from this area.;Głęboka podziemna jaskinia całkowicie otoczona kryształami Anoryxu. Nasze czujniki nie mogą ustalić żadnych odczytów z tego obszaru.;Глубокая подземная пещера, полностью окруженная кристаллами анорикса. Наши сенсоры не могут получить данные из этого района.;Une profonde caverne souterraine complètement cernée de cristaux d'anoryx a été découverte. Nos capteurs ne peuvent recueillir aucune donnée sur la zone.;Eine tiefe unterirdische Höhle, die vollständig von Anoryxkristallen umgeben ist. Unsere Sensoren können keine Messwerte aus diesem Gebiet ermitteln.;Una profunda cueva subterránea rodeada por completo de cristales de anoryx. Nuestros sensores no pueden establecer lecturas de la zona.;Uma caverna subterrânea profunda inteiramente cercada por cristais de Anoryx. Nossos sensores são incapazes de realizar leituras nessa área.;一个完全被阿诺历克斯晶体包围的深度地下洞穴。我们的传感器无法获得该区域的任何读数。;アノリクス結晶に完全に囲まれた地中深くの洞窟。このエリアに関し、我々のセンサーは一切効果がない。;아노릭스 크리스털로 완전히 둘러싸인 깊은 지하 동굴입니다. 센서로는 이 지역의 신호를 설정할 수 없습니다.
gui/menu/planetary_scanner/mission_caverns_tunnel;Ancient Tunnel;Pradawny tunel;Древний туннель;Tunnel ancien;Uralter Tunnel;Túnel antiguo;Túnel Ancestral;古老隧道;古代のトンネル;고대의 터널
gui/menu/planetary_scanner/mission_caverns_tunnel_description;An ancient tunnel at the deepest levels of the limestone caverns system. Initial readings indicate that an Anoryx anomaly could be located at its end.;Starożytny tunel na najgłębszych poziomach systemu wapiennych jaskiń. Wstępne odczyty wskazują, że na jego końcu może znajdować się Anoryksowa anomalia.;Древний туннель на самой глубине системы известняковых пещер. По предварительным данным в его конце может быть анориксовая аномалия.;Un tunnel ancien a été découvert au plus profond du réseau de cavernes calcaires. Les données initiales indiquent qu'une anomalie d'anoryx pourrait se trouver au bout.;Ein uralter Tunnel in den tiefsten Ebenen des Kalksteinhöhlensystems. Erste Messwerte deuten darauf hin, dass sich an seinem Ende eine Anoryx-Anomalie befinden könnte.;Un túnel antiguo en los niveles más profundos del sistema de cavernas de caliza. Las lecturas iniciales indican que la anomalía de anoryx podría encontrarse al final.;Um antigo túnel nos níveis mais profundos do sistema de cavernas de calcário. As leituras iniciais sugerem que a origem da anomalia de Anoryx poderia estar localizada no seu extremo.;呈现在石灰洞穴系统最深层次的古老隧道。初步读数表明，可以在其末端找到一个阿诺历克斯异常。;石灰岩洞窟網の最深部にある古代のトンネル。当初入手したデータによれば、アノリクスアノマリーはこのトンネルの終わりに位置しているらしい。;석회암 동굴계에서 가장 깊은 곳에 위치한 고대의 터널입니다. 초기 신호에 따르면 아노릭스 이상 현상이 이곳의 끝에서 발견된다고 합니다.
gui/menu/planetary_scanner/mission_swamp_forest;Fungal Forest;Grzybowy Las;Грибной лес;Forêt fongique;Pilzwald;Bosque fúngico;Floresta Fúngica;真菌森林;真菌の森;균류 숲
gui/menu/planetary_scanner/mission_swamp_forest_cave;Fungal Cave;Jaskinia Grzybów;Грибная пещера;Caverne fongique;Pilzhöhle;Cueva fúngica;Caverna Fúngica;真菌洞穴;真菌の洞窟;균류 동굴
gui/menu/planetary_scanner/mission_swamp_forest_cave_description;A small cave underneath the Fungal Forest that appears to be a hidden passage to a previously undiscovered area.;Mała jaskinia pod Grzybowym Lasem, która wydaje się być ukrytym przejściem do wcześniej nieodkrytego obszaru.;Небольшая пещера в недрах грибного леса, предположительно, ведущая в неизученный регион.;Une petite caverne nichée sous la forêt fongique qui semble être un passage caché vers une zone encore inconnue.;Eine kleine Höhle unter dem Pilzwald, die anscheinend ein versteckter Durchgang zu einem bisher unbekannten Gebiet ist.;Una pequeña cueva bajo el bosque fúngico que parece servir de pasaje secreto a una zona sin descubrir.;Uma pequena caverna abaixo da Floresta Fúngica que parece ser uma passagem secreta para uma área até então inexplorada.;真菌森林下方的一个小洞穴，似乎是通往之前未被发现区域的一个隐藏通道。;真菌の森の地下に存在する小さな洞窟。これまで未発見だったエリアにつながる隠し通路が存在するようだ。;균류 숲 아래에 있는 작은 동굴은 전에 발견되지 않은 지역으로 이어진 숨겨진 통로 같습니다.
gui/menu/planetary_scanner/mission_swamp_forest_description;One of the youngest parts of the Fungal Swamp near the ocean. It is said to contain large amonts of Fungal Resin that can be harvested from fresh Resin Trees.;Jedna z najmłodszych części Grzybowego Bagna, w pobliżu oceanu. Podobno posiada duże ilości Grzybowej Żywicy, którą można zbierać ze świeżych Drzew Żywicznych.;Один из самых молодых регионов грибной трясины, богатый смолой, которую можно откачать из смольных деревьев.;Il s'agit de l'une des parties les plus jeunes du Marais fongique, près de l'océan. On dit qu'elle contient de grandes quantités de résine fongique que l'on peut récolter sur les arbres à résine frais.;Einer der jüngsten Teile des Pilzsumpfs am Meer. Er beherbergt womöglich große Mengen an Pilzharz, das von frischen Harzbäumen geerntet werden kann.;Una de las partes más jóvenes de la Ciénaga fúngica al lado del océano. Se dice que contiene grandes cantidades de resina fúngica que puede ser recolectada de árboles de resina.;Uma das porções costeiras do Pântano Fúngico. Acredita-se conter grandes quantidades de resina fúngica, que pode ser colhida de Árvores Resinosas.;它是真菌沼泽靠近海洋的最年轻的区域之一。据说这里有大量真菌树脂，可以从新鲜的树脂树上采摘。;真菌の沼の中でもっとも新しく発生した、海にほど近いエリア。新鮮な樹脂の樹から採集できる、菌類樹脂が大量に存在すると思われる。;바다 근처에 있는 균류 늪으로, 가장 최근에 생긴 지역 중 하나입니다. 신선한 수지 나무에서 수확할 수 있는 균류 수지가 다량 존재한다고 합니다.
gui/menu/planetary_scanner/mission_swamp_freedom;Fungal Plateau;Grzybowy Płaskowyż;Грибное плато;Plateau fongique;Pilzplateau;Meseta fúngica;Platô Fúngico;真菌高原;真菌の台地;균류 고원
gui/menu/planetary_scanner/mission_swamp_freedom_description;A relatively dry part of the Fungal Swamp with rich mineral deposits. Planetary Scans indicate this as a good candidate for establishing a mining outpost.;Stosunkowo sucha część Grzybowego Bagna z bogatymi złożami minerałów. Skany planetarne wskazują, że jest to dobry kandydat do założenia placówki wydobywczej.;Относительно засушливый регион грибной трясины, богатый залежами минералов. Сканирование планеты позволяет заключить, что это подходящее место для аванпоста добычи.;Une partie relativement sèche du Marais fongique abritant de riches gisements de minéraux. Les scanners planétaires indiquent qu'il s'agit d'une zone propice à l'établissement d'un poste d'extraction.;Ein relativ trockener Teil des Pilzsumpfs mit reichen Mineralienvorkommen. Daten des Planetenscanners zeigen, dass er sich als guter Standort für einen Förderungsaußenposten eignet.;Una parte de la Ciénaga fúngica relativamente seca y rica en depósitos de mineral. Los escáneres planetarios indican que es una buena candidata para establecer un puesto minero.;Uma região relativamente seca do Pântano Fúngico rica em depósitos minerais. Varreduras planetárias indicam ser um bom candidato para o estabelecimento de um posto avançado de mineração.;真菌沼泽相对干燥的区域，矿藏丰富。行星扫描显示，这里是建立采矿前哨站的理想地点。;真菌の沼の比較的乾いたエリア。多数の鉱床を内包する。惑星スキャンから得られたデータによれば、採掘基地を設置するのに適した場所のようだ。;풍부한 광물 광상이 있는 곳으로, 균류 늪에서는 비교적 건조한 지역입니다. 행성 스캔에 따르면 채굴 전초기지를 세우기에 좋은 후보지입니다.
gui/menu/planetary_scanner/mission_swamp_harvest;Inner Swamp;Środek Bagna;Внутренняя трясина;Cœur du Marais;Innerer Sumpf;Ciénaga interna;Pântano Interno;内部沼泽;沼深部;늪 중심부
gui/menu/planetary_scanner/mission_swamp_harvest_description;This zone is reported to be free of the Parabian parasitic species that infests the Great Mushroom Tree. Explore the inner swamp to determine what is repelling these creatures.;Według dostępnych danych strefa ta jest wolna od pasożytniczego gatunku Parabian, który atakuje Wielkie Drzewo Grzybowe. Zbadaj wnętrze bagna, aby dowiedzieć się, co odstrasza te stworzenia.;По нашим данным, этот регион не заражен паразитами, захватившими Великое грибное древо. Необходимо понять, что их отпугивает.;Il semblerait que cette zone soit épargnée par l'espèce de parasite qui infeste le grand arbre champignon. Explorez le marais intérieur pour découvrir ce qui repousse ces créatures.;Diese Zone ist Messungen zufolge frei von den Parabian-Parasiten, die den großen Pilzbaum befallen. Erkunde das Innere des Sumpfs, um herauszufinden, was diese Wesen vertreibt.;Se ha informado de que esta zona parece estar a salvo de los parásitos parabianos que infestan el Gran árbol seta. Explora esta zona para determinar qué es lo que repele a estas criaturas.;Acredita-se que esta zona seja livre das espécies parasitárias Parabianas que infestam a Grande Árvore Miconídea. Explore o Pântano Interno para determinar o que repele essas criaturas.;据报道，该区域没有寄生在大蘑菇树上的帕拉比安寄生物种。探索内部沼泽以确定是什么在驱赶这些生物。;キノコ大樹に巣食うパラビアン寄生種が存在しないとされているエリア。寄生種を追い払っているのが何なのか、沼深部を調査して特定するべきだろう。;이 지역에는 거대 버섯 나무에 기생하는 파라비안 기생종이 없는 것으로 보고되었습니다. 늪 중심부를 탐험하여 어떤 요소가 기생종을 퇴치하는지 확인하세요.
gui/menu/planetary_scanner/mission_swamp_meadow;Fungal Crater;Grzybowy Krater;Грибной кратер;Cratère fongique;Pilzkrater;Cráter fúngico;Cratera Fúngica;真菌陨石坑;真菌のクレーター;균류 크레이터
gui/menu/planetary_scanner/mission_swamp_meadow_description;A „small hill” that turned out to be an overgrown inactive volcano. Traverse the ancient caldera to track down the Fungal Resin's final destination.;"Małe wzgórze", które okazało się być zarośniętym, nieaktywnym wulkanem. Przemierz starożytną kalderę, aby znaleźć miejsce, do którego płynęła Żywica.;«Небольшая возвышенность», которая оказалась заросшим спящим вулканом. Скопление смолы уже совсем близко.;Une « petite colline » qui est en fait un volcan inactif envahi par la végétation. Traversez l'ancienne caldeira pour trouver la destination finale de la résine fongique.;Ein „kleiner Hügel“, der sich als inaktiver überwachsener Vulkan herausstellte. Durchquere die alte Caldera, um das Pilzharz an seinen Zielort zu verfolgen.;Una «pequeña colina» que resultó ser un volcán inactivo. Atraviesa la antigua caldera para ver a dónde se dirige la resina fúngica.;Uma "pequena colina" que se descobriu ser um vulcão inativo coberto pela vegetação. Atravesse a antiga caldeira para rastrear o destino final da resina fúngica.;一座“小山”，原来是一座杂草丛生的不活跃火山。穿越古老的火山口，追踪真菌树脂的最终目的地。;当初は「小さな丘」と思われていた、植物の生い茂った休火山。古代のカルデラを進み、菌類樹脂の行きつく先を調べよう。;비활성 화산으로 밝혀진 '작은 언덕'입니다. 수풀이 무성합니다. 고대 칼데라를 가로질러 균류 수지의 최종적으로 향하는 곳을 추적하세요.
