;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/name_liquid_resources_transport_lvl_3;${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3};${gui/menu/research/name_liquid_resources_transport} ${COMMON_postfix_lvl3}
gui/menu/research/name_quantum_cpu_lvl_2;${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl2}
gui/menu/research/name_quantum_cpu_lvl_3;${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3};${gui/menu/research/name_quantum_cpu} ${COMMON_postfix_lvl3}
gui/menu/research/name_renewable_energy_lvl_2;${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl2}
gui/menu/research/name_renewable_energy_lvl_3;${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3};${gui/menu/research/name_renewable_energy} ${COMMON_postfix_lvl3}
gui/menu/research/name_repair_buildings_lvl_2;${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl2}
gui/menu/research/name_repair_buildings_lvl_3;${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3};${gui/menu/research/name_repair_buildings} ${COMMON_postfix_lvl3}
gui/menu/research/name_storage_lvl_2;${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2};${gui/menu/research/name_storage} ${COMMON_postfix_lvl2}
gui/menu/research/name_storage_lvl_3;${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3};${gui/menu/research/name_storage} ${COMMON_postfix_lvl3}
test;Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test};Localization test usage: ${localization/test}
gui/popup/interactive_text;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>;<style="resource_value">${interactive_action}</style> <style="resource_blue_smaller">${interactive_target}</style>
VARIABLE_dash;-;-;-;-;-;-;-;-;-;-
VARIABLE_infinity;∞;∞;∞;∞;∞;∞;∞;∞;∞;∞
VARIABLE_mod_name;${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix};${stat_name} ${stat_value} ${postfix}
VARIABLE_number_test;10;;;;;;;;;
VARIABLE_percentage;${key} %;${key} %;${key} %;${key} %;${key} %;${key} %;${key} %;${key} %;${key} %;${key} %
VARIABLE_question_mark;?;?;?;?;?;?;?;?;?;?
gui/hud/player_chat;<style="${style}">${sender:plain}:</style> ${message:plain};;;;;;;;;
gui/hud/system_chat;${message};;;;;;;;;
VARIABLE_mission_name;${gui/menu/mission_generator/mission_type_${mission_type}}: ${biome} ${id};;;;;;;;;
VARIABLE_second;sec;s;с;s;s;s;s;秒;秒;초
