;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
monster_name/crader;Crader;Crader;Crader;Crader;Crader;Crader;Crader;食腐蟹;Crader;Crader
monster_name/crader_alpha;Crader Alpha;Crader Alpha;Crader Alpha;Crader Alpha;Crader Alpha;Crader Alpha;Crader Alpha;强者食腐蟹;Crader Alpha;Crader Alpha
monster_name/crader_ultra;Crader Ultra;Crader Ultra;Crader Ultra;Crader Ultra;Crader Ultra;Crader Ultra;Crader Ultra;究极食腐蟹;Crader Ultra;Crader Ultra
monster_name/creeper;Fermentus Acidus (Acidic Yeast);Fermentus Acidus (Kwasowe Drożdze);Fermentus Acidus (кислотный дрожжевой грибок);Fermentus Acidus (levures acides);Fermentus Acidus (Säurehaltige Hefe);Fermentus acidus (hongos ácidos);Fermentus Acidus (Leveduras Ácidas);酸性酵母菌落;Fermentus Acidus (酸性イースト菌);Fermentus Acidus (산성 효모)
monster_name/drexolian;Drexolian;Drexolian;Drexolian;Drexolian;Drexolian;Drexolian;Drexolian;捕食树;Drexolian;Drexolian
monster_name/drexolian_alpha;Drexolian Alpha;Drexolian Alpha;Drexolian Alpha;Drexolian Alpha;Drexolian Alpha;Drexolian Alpha;Drexolian Alpha;强者捕食树;Drexolian Alpha;Drexolian Alpha
monster_name/drexolian_ultra;Drexolian Ultra;Drexolian Ultra;Drexolian Ultra;Drexolian Ultra;Drexolian Ultra;Drexolian Ultra;Drexolian Ultra;究极捕食树;Drexolian Ultra;Drexolian Ultra
monster_name/geotrupex;Geotrupex;Geotrupex;Geotrupex;Geotrupex;Geotrupex;Geotrupex;Geotrupex;食腐甲虫;Geotrupex;Geotrupex
monster_name/geotrupex_alpha;Geotrupex Alpha;Geotrupex Alpha;Geotrupex Alpha;Geotrupex Alpha;Geotrupex Alpha;Geotrupex Alpha;Geotrupex Alpha;强者食腐甲虫;Geotrupex Alpha;Geotrupex Alpha
monster_name/geotrupex_ultra;Geotrupex Ultra;Geotrupex Ultra;Geotrupex Ultra;Geotrupex Ultra;Geotrupex Ultra;Geotrupex Ultra;Geotrupex Ultra;究极食腐甲虫;Geotrupex Ultra;Geotrupex Ultra
monster_name/gnerot;Gnerot;Gnerot;Gnerot;Gnerot;Gnerot;Gnerot;Gnerot;巨石兽;Gnerot;Gnerot
monster_name/gnerot_alpha;Gnerot Alpha;Gnerot Alpha;Gnerot Alpha;Gnerot Alpha;Gnerot Alpha;Gnerot Alpha;Gnerot Alpha;强者巨石兽;Gnerot Alpha;Gnerot Alpha
monster_name/gnerot_ultra;Gnerot Ultra;Gnerot Ultra;Gnerot Ultra;Gnerot Ultra;Gnerot Ultra;Gnerot Ultra;Gnerot Ultra;究极巨石兽;Gnerot Ultra;Gnerot Ultra
monster_name/gnerot_boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;王者巨石兽;Gnerot Boss;Gnerot Boss
monster_name/granan;Granan;Granan;Granan;Granan;Granan;Granan;Granan;灯笼兽;Granan;Granan
monster_name/granan_alpha;Granan Alpha;Granan Alpha;Granan Alpha;Granan Alpha;Granan Alpha;Granan Alpha;Granan Alpha;强者灯笼兽;Granan Alpha;Granan Alpha
monster_name/granan_ultra;Granan Ultra;Granan Ultra;Granan Ultra;Granan Ultra;Granan Ultra;Granan Ultra;Granan Ultra;究极灯笼兽;Granan Ultra;Granan Ultra
monster_name/hammeroceros;Hammeroceros;Hammeroceros;Hammeroceros;Hammeroceros;Hammeroceros;Hammeroceros;Hammeroceros;咆哮刺猪;Hammeroceros;Hammeroceros
monster_name/hammeroceros_alpha;Hammeroceros Alpha;Hammeroceros Alpha;Hammeroceros Alpha;Hammeroceros Alpha;Hammeroceros Alpha;Hammeroceros Alpha;Hammeroceros Alpha;强者咆哮刺猪;Hammeroceros Alpha;Hammeroceros Alpha
monster_name/hammeroceros_ultra;Hammeroceros Ultra;Hammeroceros Ultra;Hammeroceros Ultra;Hammeroceros Ultra;Hammeroceros Ultra;Hammeroceros Ultra;Hammeroceros Ultra;究极咆哮刺猪;Hammeroceros Ultra;Hammeroceros Ultra
monster_name/hedroner;Hedroner;Hedroner;Hedroner;Hedroner;Hedroner;Hedroner;Hedroner;黑多拉软泥;Hedroner;Hedroner
monster_name/hedroner_alpha;Hedroner Alpha;Hedroner Alpha;Hedroner Alpha;Hedroner Alpha;Hedroner Alpha;Hedroner Alpha;Hedroner Alpha;强者黑多拉软泥;Hedroner Alpha;Hedroner Alpha
monster_name/hedroner_ultra;Hedroner Ultra;Hedroner Ultra;Hedroner Ultra;Hedroner Ultra;Hedroner Ultra;Hedroner Ultra;Hedroner Ultra;究极黑多拉软泥;Hedroner Ultra;Hedroner Ultra
monster_name/hedroner_morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;形变液体黑多拉软泥;Hedroner Morphium;Hedroner Morphium
monster_name/jurvine;Jurvine;Jurvine;Jurvine;Jurvine;Jurvine;Jurvine;Jurvine;跃迅龙;Jurvine;Jurvine
monster_name/jurvine_alpha;Jurvine Alpha;Jurvine Alpha;Jurvine Alpha;Jurvine Alpha;Jurvine Alpha;Jurvine Alpha;Jurvine Alpha;强者跃迅龙;Jurvine Alpha;Jurvine Alpha
monster_name/jurvine_ultra;Jurvine Ultra;Jurvine Ultra;Jurvine Ultra;Jurvine Ultra;Jurvine Ultra;Jurvine Ultra;Jurvine Ultra;究极跃迅龙;Jurvine Ultra;Jurvine Ultra
monster_name/kermon;Kermon;Kermon;Kermon;Kermon;Kermon;Kermon;Kermon;金刚狼;Kermon;Kermon
monster_name/kermon_alpha;Kermon Alpha;Kermon Alpha;Kermon Alpha;Kermon Alpha;Kermon Alpha;Kermon Alpha;Kermon Alpha;强者金刚狼;Kermon Alpha;Kermon Alpha
monster_name/kermon_ultra;Kermon Ultra;Kermon Ultra;Kermon Ultra;Kermon Ultra;Kermon Ultra;Kermon Ultra;Kermon Ultra;究极金刚狼;Kermon Ultra;Kermon Ultra
monster_name/kermon_metallic;Kermon Metallic;Kermon Metallic;Kermon Metallic;Kermon Metallic;Kermon Metallic;Kermon Metallic;Kermon Metallic;形变液体金刚狼;Kermon Metallic;Kermon Metallic
monster_name/krocoon;Krocoon;Krocoon;Krocoon;Krocoon;Krocoon;Krocoon;Krocoon;三腿岩怪;Krocoon;Krocoon
monster_name/krocoon_alpha;Krocoon Alpha;Krocoon Alpha;Krocoon Alpha;Krocoon Alpha;Krocoon Alpha;Krocoon Alpha;Krocoon Alpha;强者三腿岩怪;Krocoon Alpha;Krocoon Alpha
monster_name/krocoon_ultra;Krocoon Ultra;Krocoon Ultra;Krocoon Ultra;Krocoon Ultra;Krocoon Ultra;Krocoon Ultra;Krocoon Ultra;究极三腿岩怪;Krocoon Ultra;Krocoon Ultra
monster_name/lesigian;Lesigian;Lesigian;Lesigian;Lesigian;Lesigian;Lesigian;Lesigian;电磁怪;Lesigian;Lesigian
monster_name/lesigian_alpha;Lesigian Alpha;Lesigian Alpha;Lesigian Alpha;Lesigian Alpha;Lesigian Alpha;Lesigian Alpha;Lesigian Alpha;强者电磁怪;Lesigian Alpha;Lesigian Alpha
monster_name/lesigian_ultra;Lesigian Ultra;Lesigian Ultra;Lesigian Ultra;Lesigian Ultra;Lesigian Ultra;Lesigian Ultra;Lesigian Ultra;究极电磁怪;Lesigian Ultra;Lesigian Ultra
monster_name/magmoth;Magmoth;Magmoth;Magmoth;Magmoth;Magmoth;Magmoth;Magmoth;液态蛾;Magmoth;Magmoth
monster_name/magmoth_alpha;Magmoth Alpha;Magmoth Alpha;Magmoth Alpha;Magmoth Alpha;Magmoth Alpha;Magmoth Alpha;Magmoth Alpha;强者液态蛾;Magmoth Alpha;Magmoth Alpha
monster_name/magmoth_ultra;Magmoth Ultra;Magmoth Ultra;Magmoth Ultra;Magmoth Ultra;Magmoth Ultra;Magmoth Ultra;Magmoth Ultra;究极液态蛾;Magmoth Ultra;Magmoth Ultra
monster_name/moltug;Moltug ;Moltug ;Moltug ;Moltug ;Moltug ;Moltug ;Moltug ;火山蜗牛;Moltug ;Moltug 
monster_name/moltug_alpha;Moltug Alpha;Moltug Alpha;Moltug Alpha;Moltug Alpha;Moltug Alpha;Moltug Alpha;Moltug Alpha;强者火山蜗牛;Moltug Alpha;Moltug Alpha
monster_name/moltug_ultra;Moltug Ultra;Moltug Ultra;Moltug Ultra;Moltug Ultra;Moltug Ultra;Moltug Ultra;Moltug Ultra;究极火山蜗牛;Moltug Ultra;Moltug Ultra
monster_name/mothray;Mothray;Mothray;Mothray;Mothray;Mothray;Mothray;Mothray;飞蛾鳐;Mothray;Mothray
monster_name/mothray_alpha;Mothray Alpha;Mothray Alpha;Mothray Alpha;Mothray Alpha;Mothray Alpha;Mothray Alpha;Mothray Alpha;强者飞蛾鳐;Mothray Alpha;Mothray Alpha
monster_name/mothray_ultra;Mothray Ultra;Mothray Ultra;Mothray Ultra;Mothray Ultra;Mothray Ultra;Mothray Ultra;Mothray Ultra;究极飞蛾鳐;Mothray Ultra;Mothray Ultra
monster_name/mushbit;Mushbit;Mushbit;Mushbit;Mushbit;Mushbit;Mushbit;Mushbit;刀锋蛛;Mushbit;Mushbit
monster_name/mushbit_alpha;Mushbit Alpha;Mushbit Alpha;Mushbit Alpha;Mushbit Alpha;Mushbit Alpha;Mushbit Alpha;Mushbit Alpha;强者刀锋蛛;Mushbit Alpha;Mushbit Alpha
monster_name/mushbit_ultra;Mushbit Ultra;Mushbit Ultra;Mushbit Ultra;Mushbit Ultra;Mushbit Ultra;Mushbit Ultra;Mushbit Ultra;究极刀锋蛛;Mushbit Ultra;Mushbit Ultra
monster_name/necrodon;Necrodon;Necrodon;Necrodon;Necrodon;Necrodon;Necrodon;Necrodon;亡灵召唤者;Necrodon;Necrodon
monster_name/necrodon_alpha;Necrodon Alpha;Necrodon Alpha;Necrodon Alpha;Necrodon Alpha;Necrodon Alpha;Necrodon Alpha;Necrodon Alpha;强者亡灵召唤者;Necrodon Alpha;Necrodon Alpha
monster_name/necrodon_ultra;Necrodon Ultra;Necrodon Ultra;Necrodon Ultra;Necrodon Ultra;Necrodon Ultra;Necrodon Ultra;Necrodon Ultra;究极亡灵召唤者;Necrodon Ultra;Necrodon Ultra
monster_name/nerilian;Nerilian;Nerilian;Nerilian;Nerilian;Nerilian;Nerilian;Nerilian;钻地蛛;Nerilian;Nerilian
monster_name/nerilian_alpha;Nerilian Alpha;Nerilian Alpha;Nerilian Alpha;Nerilian Alpha;Nerilian Alpha;Nerilian Alpha;Nerilian Alpha;强者钻地蛛;Nerilian Alpha;Nerilian Alpha
monster_name/nerilian_ultra;Nerilian Ultra;Nerilian Ultra;Nerilian Ultra;Nerilian Ultra;Nerilian Ultra;Nerilian Ultra;Nerilian Ultra;究极钻地蛛;Nerilian Ultra;Nerilian Ultra
monster_name/nurglax;Nurglax;Nurglax;Nurglax;Nurglax;Nurglax;Nurglax;Nurglax;巨酸蜗牛;Nurglax;Nurglax
monster_name/nurglax_alpha;Nurglax Alpha;Nurglax Alpha;Nurglax Alpha;Nurglax Alpha;Nurglax Alpha;Nurglax Alpha;Nurglax Alpha;强者巨酸蜗牛;Nurglax Alpha;Nurglax Alpha
monster_name/nurglax_ultra;Nurglax Ultra;Nurglax Ultra;Nurglax Ultra;Nurglax Ultra;Nurglax Ultra;Nurglax Ultra;Nurglax Ultra;究极巨酸蜗牛;Nurglax Ultra;Nurglax Ultra
monster_name/phirian;Phirian;Phirian;Phirian;Phirian;Phirian;Phirian;Phirian;五尾娜迦;Phirian;Phirian
monster_name/phirian_alpha;Phirian Alpha;Phirian Alpha;Phirian Alpha;Phirian Alpha;Phirian Alpha;Phirian Alpha;Phirian Alpha;强者五尾娜迦;Phirian Alpha;Phirian Alpha
monster_name/phirian_ultra;Phirian Ultra;Phirian Ultra;Phirian Ultra;Phirian Ultra;Phirian Ultra;Phirian Ultra;Phirian Ultra;究极五尾娜迦;Phirian Ultra;Phirian Ultra
monster_name/plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon;Plutrodon
monster_name/plutrodon_alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha;Plutrodon Alpha
monster_name/plutrodon_ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra;Plutrodon Ultra
monster_name/quelver;Quelver ;Quelver ;Quelver ;Quelver ;Quelver ;Quelver ;Quelver ;百足虫;Quelver ;Quelver 
monster_name/quelver_alpha;Quelver Alpha;Quelver Alpha;Quelver Alpha;Quelver Alpha;Quelver Alpha;Quelver Alpha;Quelver Alpha;强者百足虫;Quelver Alpha;Quelver Alpha
monster_name/quelver_ultra;Quelver Ultra;Quelver Ultra;Quelver Ultra;Quelver Ultra;Quelver Ultra;Quelver Ultra;Quelver Ultra;究极百足虫;Quelver Ultra;Quelver Ultra
monster_name/rugwig;Rugwig;Rugwig;Rugwig;Rugwig;Rugwig;Rugwig;Rugwig;腐食蟑螂;Rugwig;Rugwig
monster_name/rugwig_alpha;Rugwig Alpha;Rugwig Alpha;Rugwig Alpha;Rugwig Alpha;Rugwig Alpha;Rugwig Alpha;Rugwig Alpha;强者腐食蟑螂;Rugwig Alpha;Rugwig Alpha
monster_name/rugwig_ultra;Rugwig Ultra;Rugwig Ultra;Rugwig Ultra;Rugwig Ultra;Rugwig Ultra;Rugwig Ultra;Rugwig Ultra;究极腐食蟑螂;Rugwig Ultra;Rugwig Ultra
monster_name/shegret;Shegret ;Shegret ;Shegret ;Shegret ;Shegret ;Shegret ;Shegret ;畏光兽;Shegret ;Shegret 
monster_name/shegret_alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;强者畏光兽;Shegret Alpha;Shegret Alpha
monster_name/shegret_ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;究极畏光兽;Shegret Ultra;Shegret Ultra
monster_name/spawner_canoptrix;Canoptrix - Nest;Canoptrix - Gniazdo;Canoptrix - гнездо;Canoptrix - nid;Canoptrix – Nest;Canoptrix - nido;Canoptrix – Ninho;赤甲兽 - 巢穴;Canoptrix - 巣;Canoptrix - 서식지
monster_name/spawner_granan;Granan - Nest;Granan - Gniazdo;Granan - гнездо;Granan - nid;Granan - Nest;Granan - nido;Granan - Ninho;灯笼兽 - 巢穴;Granan - 巣;Granan - 서식지
monster_name/spawner_morirot;Morirot - Nest;Morirot - Gniazdo;Morirot - гнездо;Morirot - nid;Morirot - Nest;Morirot - nido;Morirot - Ninho;岩壳虫 - 巢穴;Morirot - 巣;Morirot - 서식지
monster_name/spawner_mushbit;Mushbit - Nest;Mushbit - Gniazdo;Mushbit - гнездо;Mushbit - nid;Mushbit - Nest;Mushbit - nido;Mushbit - Ninho;刀锋蛛 - 巢穴;Mushbit - 巣;Mushbit - 서식지
monster_name/stregaros;Stregaros ;Stregaros ;Stregaros ;Stregaros ;Stregaros ;Stregaros ;Stregaros ;巨盾兽;Stregaros ;Stregaros 
monster_name/stregaros_alpha;Stregaros Alpha;Stregaros Alpha;Stregaros Alpha;Stregaros Alpha;Stregaros Alpha;Stregaros Alpha;Stregaros Alpha;强者巨盾兽;Stregaros Alpha;Stregaros Alpha
monster_name/stregaros_ultra;Stregaros Ultra;Stregaros Ultra;Stregaros Ultra;Stregaros Ultra;Stregaros Ultra;Stregaros Ultra;Stregaros Ultra;究极巨盾兽;Stregaros Ultra;Stregaros Ultra
monster_name/sulphorit;Sulphorit ;Sulphorit ;Sulphorit ;Sulphorit ;Sulphorit ;Sulphorit ;Sulphorit ;酸盐马;Sulphorit ;Sulphorit 
monster_name/sulphorit_alpha;Sulphorit Alpha;Sulphorit Alpha;Sulphorit Alpha;Sulphorit Alpha;Sulphorit Alpha;Sulphorit Alpha;Sulphorit Alpha;强者酸盐马;Sulphorit Alpha;Sulphorit Alpha
monster_name/sulphorit_ultra;Sulphorit Ultra;Sulphorit Ultra;Sulphorit Ultra;Sulphorit Ultra;Sulphorit Ultra;Sulphorit Ultra;Sulphorit Ultra;究极酸盐马;Sulphorit Ultra;Sulphorit Ultra
monster_name/vathamite;Vathamite ;Vathamite ;Vathamite ;Vathamite ;Vathamite ;Vathamite ;Vathamite ;喷气水母;Vathamite ;Vathamite 
monster_name/vathamite_alpha;Vathamite Alpha;Vathamite Alpha;Vathamite Alpha;Vathamite Alpha;Vathamite Alpha;Vathamite Alpha;Vathamite Alpha;强者喷气水母;Vathamite Alpha;Vathamite Alpha
monster_name/vathamite_ultra;Vathamite Ultra;Vathamite Ultra;Vathamite Ultra;Vathamite Ultra;Vathamite Ultra;Vathamite Ultra;Vathamite Ultra;究极喷气水母;Vathamite Ultra;Vathamite Ultra
monster_name/venomine;Venomine;Venomine;Venomine;Venomine;Venomine;Venomine;Venomine;无毒蛇;Venomine;Venomine
monster_name/venomine_alpha;Venomine Alpha;Venomine Alpha;Venomine Alpha;Venomine Alpha;Venomine Alpha;Venomine Alpha;Venomine Alpha;强者无毒蛇;Venomine Alpha;Venomine Alpha
monster_name/venomine_ultra;Venomine Ultra;Venomine Ultra;Venomine Ultra;Venomine Ultra;Venomine Ultra;Venomine Ultra;Venomine Ultra;究极无毒蛇;Venomine Ultra;Venomine Ultra
monster_name/vesaurus;Vesaurus;Vesaurus;Vesaurus;Vesaurus;Vesaurus;Vesaurus;Vesaurus;维萨鸟;Vesaurus;Vesaurus
monster_name/vesaurus_alpha;Vesaurus Alpha;Vesaurus Alpha;Vesaurus Alpha;Vesaurus Alpha;Vesaurus Alpha;Vesaurus Alpha;Vesaurus Alpha;强者维萨鸟;Vesaurus Alpha;Vesaurus Alpha
monster_name/vesaurus_ultra;Vesaurus Ultra;Vesaurus Ultra;Vesaurus Ultra;Vesaurus Ultra;Vesaurus Ultra;Vesaurus Ultra;Vesaurus Ultra;究极维萨鸟;Vesaurus Ultra;Vesaurus Ultra
monster_name/morirot;Morirot;Morirot;Morirot;Morirot;Morirot;Morirot;Morirot;岩壳虫;Morirot;Morirot
monster_name/morirot_alpha;Morirot Alpha;Morirot Alpha;Morirot Alpha;Morirot Alpha;Morirot Alpha;Morirot Alpha;Morirot Alpha;强者岩壳虫;Morirot Alpha;Morirot Alpha
monster_name/morirot_ultra;Morirot Ultra;Morirot Ultra;Morirot Ultra;Morirot Ultra;Morirot Ultra;Morirot Ultra;Morirot Ultra;究极岩壳虫;Morirot Ultra;Morirot Ultra
monster_name/zorant;Zorant;Zorant;Zorant;Zorant;Zorant;Zorant;Zorant;掠食者;Zorant;Zorant
monster_name/zorant_alpha;Zorant Alpha;Zorant Alpha;Zorant Alpha;Zorant Alpha;Zorant Alpha;Zorant Alpha;Zorant Alpha;强者掠食者;Zorant Alpha;Zorant Alpha
monster_name/zorant_ultra;Zorant Ultra;Zorant Ultra;Zorant Ultra;Zorant Ultra;Zorant Ultra;Zorant Ultra;Zorant Ultra;究极掠食者;Zorant Ultra;Zorant Ultra
monster_name/bradron;Bradron;Bradron;Bradron;Bradron;Bradron;Bradron;Bradron;融合巨眼怪;Bradron;Bradron
monster_name/bradron_alpha;Bradron Alpha;Bradron Alpha;Bradron Alpha;Bradron Alpha;Bradron Alpha;Bradron Alpha;Bradron Alpha;强者融合巨眼怪;Bradron Alpha;Bradron Alpha
monster_name/bradron_ultra;Bradron Ultra;Bradron Ultra;Bradron Ultra;Bradron Ultra;Bradron Ultra;Bradron Ultra;Bradron Ultra;究极融合巨眼怪;Bradron Ultra;Bradron Ultra
monster_name/brabit;Brabit;Brabit;Brabit;Brabit;Brabit;Brabit;Brabit;巨眼怪;Brabit;Brabit
monster_name/flurian;Flurian;Flurian;Flurian;Flurian;Flurian;Flurian;Flurian;融合半人马;Flurian;Flurian
monster_name/flurian_alpha;Flurian Alpha;Flurian Alpha;Flurian Alpha;Flurian Alpha;Flurian Alpha;Flurian Alpha;Flurian Alpha;强者融合半人马;Flurian Alpha;Flurian Alpha
monster_name/flurian_ultra;Flurian Ultra;Flurian Ultra;Flurian Ultra;Flurian Ultra;Flurian Ultra;Flurian Ultra;Flurian Ultra;究极融合半人马;Flurian Ultra;Flurian Ultra
monster_name/hedroner_morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;Hedroner Morphium;形变液软泥;Hedroner Morphium;Hedroner Morphium
monster_name/idapian;Idapian;Idapian;Idapian;Idapian;Idapian;Idapian;Idapian;伊达皮亚飞鱼;Idapian;Idapian
monster_name/idapian_metallic;Idapian Metallic;Idapian Metaliczny;Idapian (металлическое);Idapian métallique;Metall-Idapianer;Idapian metálico;Idapian Metálico;融合伊达皮亚飞鱼;Idapianメタリック;Idapian 금속
monster_name/octabit;Octabit;Octabit;Octabit;Octabit;Octabit;Octabit;Octabit;多裂岩;Octabit;Octabit
monster_name/octabit_alpha;Octabit Alpha;Octabit Alpha;Octabit Alpha;Octabit Alpha;Octabit Alpha;Octabit Alpha;Octabit Alpha;强者多裂岩;Octabit Alpha;Octabit Alpha
monster_name/octabit_ultra;Octabit Ultra;Octabit Ultra;Octabit Ultra;Octabit Ultra;Octabit Ultra;Octabit Ultra;Octabit Ultra;究极多裂岩;Octabit Ultra;Octabit Ultra
monster_name/stonger;Stonger;Stonger;Stonger;Stonger;Stonger;Stonger;Stonger;小岩怪;Stonger;Stonger
monster_name/wingmite;Wingmite;Wingmite;Wingmite;Wingmite;Wingmite;Wingmite;Wingmite;改造翅螨;Wingmite;Wingmite
monster_name/wingmite_alpha;Wingmite Alpha;Wingmite Alpha;Wingmite Alpha;Wingmite Alpha;Wingmite Alpha;Wingmite Alpha;Wingmite Alpha;强者改造翅螨;Wingmite Alpha;Wingmite Alpha
monster_name/wingmite_ultra;Wingmite Ultra;Wingmite Ultra;Wingmite Ultra;Wingmite Ultra;Wingmite Ultra;Wingmite Ultra;Wingmite Ultra;究极改造翅螨;Wingmite Ultra;Wingmite Ultra
monster_name/stregaros_crystal;Crystaros;Crystalos;Crystalos;Crystalos;Crystalos;Crystalos;Crystalos;水晶武士;Crystalos;Crystalos
monster_name/stregaros_crystal_alpha;Crystaros Alpha;Crystalos Alpha;Crystalos Alpha;Crystalos Alpha;Crystalos Alpha;Crystalos Alpha;Crystalos Alpha;强者水晶武士;Crystalos Alpha;Crystalos Alpha
monster_name/stregaros_crystal_ultra;Crystaros Ultra;Crystalos Ultra;Crystalos Ultra;Crystalos Ultra;Crystalos Ultra;Crystalos Ultra;Crystalos Ultra;究极水晶武士;Crystalos Ultra;Crystalos Ultra
monster_name/arachnoid_crystal;Arachnomortus;Arachnomortus;Arachnomortus;Arachnomortus;Arachnomortus;Arachnomortus;Arachnomortus;水晶蛛;Arachnomortus;Arachnomortus
