;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
DIALOG/story/dlc_3/mech_headquarters_intro_01;Affirmative, Ashley, it is a large pollen cloud. My sensors picked it up days ago, but it was not classified as a point of interest.;Potwierdzam, Ashley, to duża chmura pyłków. Moje czujniki wychwyciły ją kilka dni temu, ale nie została sklasyfikowana jako coś istotnego.;Ты права, Эшли, это огромное облако пыльцы. Мои сенсоры обнаружили его много дней назад, но не присвоили этому событию большую важность.;Affirmatif, Ashley, c’est un grand nuage de pollen. Mes capteurs l’ont remarqué il y a quelques jours, mais je n’ai pas jugé bon de le marquer comme point d’intérêt.;Positiv, Ashley, es ist eine riesige Pollenwolke. Meine Sensoren haben sie vor Tagen erfasst, aber sie wurde nicht als interessant eingestuft.;Afirmativo, Ashley, es una gran nube de polen. Mis sensores la detectaron hace días, pero no se clasificó como punto de interés.;Afirmativo, Ashley. É uma grande nuvem de pólen. Meus sensores a detectaram dias atrás, mas o evento não foi classificado como de interesse.;是的，阿雪莉，这是一大片花粉云。我的传感器几天前就探测到了，但它并未被标记为关注点。;ああ、アシュリー。あれは巨大な花粉の雲だ。数日前からセンサーが感知していたが、調査に値するとまだ結論づけられていなかった。;네, 애슐리. 거대한 꽃가루 구름이군요. 며칠 전에 센서에 포착되었지만, 중요도를 높게 설정하지는 않았습니다.
DIALOG/story/dlc_3/ashley_headquarters_intro_02;How big is this cloud? Where is it coming from?;Jakiej wielkości jest ta chmura? Skąd pochodzi?;Огромное? Насколько? И откуда оно взялось?;Quelle est la taille du nuage ? Et d’où vient-il ?;Wie groß ist diese Wolke? Woher kommt sie?;¿Cómo de grande es la nube? ¿De dónde viene?;Qual é o tamanho dessa nuvem? De onde ela está vindo?;这片云有多大？它从哪里来的？;あの雲の大きさは？どこから来たものなの？;이 구름은 얼마나 큰 거야? 어디서 오는 거지?
DIALOG/story/dlc_3/mech_headquarters_intro_02;It spans a few hundred kilometers and has been traveling across the continent for at least a few weeks. Its origin is difficult to determine.;Rozciąga się na kilkaset kilometrów i przemierza kontynent od co najmniej kilku tygodni. Trudno określić jej źródło.;Несколько сотен километров. Оно перемещается по континенту по меньшей мере несколько недель. Происхождение установить затруднительно.;Il s’étend sur quelques centaines de kilomètres et a survolé le continent pendant au moins plusieurs semaines. Sa provenance est difficile à déterminer.;Sie erstreckt sich über einige hundert Kilometer und ist schon mindestens einige Wochen lang über den Kontinent gezogen. Ihr Ausgangspunkt ist schwierig zu bestimmen.;Abarca cientos de kilómetros y lleva unas cuantas semanas moviéndose por el continente. Su origen es difícil de determinar.;Ela tem algumas centenas de quilômetros de diâmetro e tem percorrido o continente por pelo menos algumas semanas. É difícil determinar sua origem.;它横跨几百公里，至少已经穿越大陆几周了。它的起源很难确定。;直径数百キロメートル。数週間は大陸を横断していたようだ。発生源については現在特定できていない。;길이가 수백 킬로미터에 달하며 최소 몇 주 동안 대륙을 가로질러 이동하고 있습니다. 기원을 파악하기는 어렵습니다.
DIALOG/story/dlc_3/ashley_headquarters_intro_03;It must be coming from afar. None of the flora species that we've seen in this region could produce such amounts of pollen.;Musi pochodzić z daleka. Żadna z roślin, które widzieliśmy w tej okolicy nie jest w stanie wyprodukować takiej ilości pyłku.;Вряд ли оно образовалось где-то поблизости. Местная флора неспособна произвести столько пыльцы.;Il doit venir de loin. Aucune des espèces florales que j’ai pu apercevoir dans la région ne pourrait produire de telles quantités de pollen.;Sie muss von weit her kommen. Keine der Pflanzenspezies, die wir in dieser Region gesehen haben, könnte so eine Pollenmenge produzieren.;Tiene que venir de lejos. Ninguna de las especies de flora que hemos visto en esta región podría producir tal cantidad de polen.;Deve ter vindo de longe. Nenhuma espécie da flora local que conhecemos é capaz de produzir tamanha quantidade de pólen.;它肯定来自很远的地方。我们在这一区域所见的植物物种都不可能产生如此大量的花粉。;このあたるび植物じゃあ、あの量の花粉はとてもじゃないけど出せないし。遠くから来ていそうね。;멀리서부터 오고 있다는 거군. 이 지역에서 식물종 중에 이렇게 많은 양의 꽃가루를 내뿜는 건 없었어.
DIALOG/story/dlc_3/mech_headquarters_intro_03;I do not think it could be a threat to our mission, but we can try to gather more data when the cloud reaches our base.;Nie sądzę, by mogło to stanowić zagrożenie dla naszej misji, ale możemy spróbować zebrać więcej danych, gdy chmura dotrze do naszej bazy.;Не думаю, что оно несет угрозу нашей миссии, но можем его изучить, когда оно доберется до базы.;Je ne pense pas qu’il puisse représenter une menace pour notre mission, mais nous pouvons essayer de récolter davantage de données lorsque le nuage atteindra notre base.;Ich meine nicht, dass sie unsere Mission gefährden wird, aber wir können dennoch versuchen, mehr Daten zu sammeln, sobald sie unsere Basis erreicht.;No creo que sea una amenaza para nuestra misión, pero podemos intentar recopilar más datos cuando la nube llegue a nuestra base.;Não acredito que isso possa comprometer a nossa missão, mas podemos tentar coletar mais dados quando a nuvem alcançar a nossa base.;我不认为它会对我们的任务构成威胁，但当云层到达我们基地时，我们可以试着收集更多数据。;我々のミッションへの脅威にはならないと思われるが、あの雲がこちらの基地に到達する前に、データを集めておいて損はない。;임무에 위해를 가할 수 있을 것 같지는 않지만 구름이 기지에 도달하면 더 많은 데이터를 수집할 수 있을 거에요.
DIALOG/story/dlc_3/mech_headquarters_intro_04;Ashley, I'm detecting large, fast-moving objects within the pollen cloud. They should be flying over our base in a moment.;Ashley, wykrywam duże, szybko poruszające się obiekty w obrębie chmury pyłków. Za chwilę powinny przelecieć nad naszą bazą.;Эшли, мои сенсоры обнаружили в облаке пыльцы некие объекты, движущиеся с большой скоростью. Вскоре они пролетят над базой.;Ashley, je détecte de grands objets qui se déplacent à vive allure à l’intérieur du nuage de pollen. Ils devront bientôt survoler notre base.;Ashley, ich erkenne große, sich schnell bewegende Objekte in der Pollenwolke. Sie sollten gleich über unsere Basis fliegen.;Ashley, detecto unos objetos grandes que se mueven rápidamente dentro de la nube de polen. Deberían sobrevolar nuestra base en un momento.;Ashley, estou detectando objetos grandes em alta velocidade dentro da nuvem de pólen. Eles devem sobrevoar a nossa base em poucos instantes.;阿雪莉，我探测到花粉云中有大型快速移动的物体。它们很快就会飞过我们基地上空。;アシュリー。花粉雲の中を高速移動する大型物体を感知した。もうすぐ基地上空を通る。;애슐리, 꽃가루 구름 안에서 빠르게 움직이는 큰 물체가 감지되고 있습니다. 곧 기지 상공으로 날아갈 겁니다.
DIALOG/story/dlc_3/ashley_headquarters_intro_04;Well, that certainly didn't look like pollen. Are you tracking these objects?;Pyłek to to nie był. Śledzisz te obiekty?;Что-то на пыльцу не похоже. Ты их отслеживаешь?;Eh bien, ça ne ressemble effectivement pas à du pollen. Es-tu en train de suivre les objets ?;Also, das sah mir definitiv nicht nach Pollen aus. Verfolgst du diese Objekte?;Eso parecía cualquier cosa menos polen. ¿Estás rastreando a esa cosa?;Bom, certamente isso não era parecido com pólen. Você está rastreando esses objetos?;这看起来确实不像花粉。你追踪这些物体了吗？;とても花粉には見えなかったけど。今も追跡してる？;분명 꽃가루는 아니겠군. 이런 개체를 추적하고 있어?
DIALOG/story/dlc_3/mech_headquarters_intro_05;Affirmative, they should hit the ground close to our base. I marked the estimated landing location on your map.;Potwierdzam, powinny uderzyć w ziemię blisko naszej bazy. Zaznaczyłem szacowane miejsce lądowania na mapie.;Подтверждаю. Они спустятся на землю недалеко от базы. Я отметил предположительную локацию на карте.;Affirmatif, ils devront s’écraser au sol à proximité de la base. J’ai marqué sur la carte l’endroit où ils s’écraseront.;Positiv, sie sollten den Boden bei unserer Basis erreichen. Ich habe den erwarteten Landeort auf deiner Karte markiert.;Afirmativo, deberían aterrizar cerca de nuestra base. He marcado la ubicación estimada en el mapa.;Afirmativo. Eles devem tocar o solo perto da nossa base. Eu marquei o local estimado de contato no seu mapa.;是的，它们应该会在我们基地附近着陆。我已在你的地图上标记了预计的着陆位置。;ああ。基地の近くの地面に衝突するはずだ。予想される衝突地点はマップ上に記しておいた。;네, 우리 기지와 가까운 곳에 착륙할 겁니다. 예상 착륙 위치를 지도에 표시했습니다.
DIALOG/story/dlc_3/ashley_headquarters_intro_05;Ok, let's see what it was.;Ok, zobaczmy, co to było.;Ладно, посмотрим, что там.;D’accord, voyons voir de quoi il s’agit.;Okay, sehen wir uns mal an, was es ist.;Vale, veamos de qué se trata.;OK, vamos ver do que se trata.;好的，让我们看看那是什么。;それじゃあ、正体を見に行きましょうか。;좋아. 뭐가 왔는지 보자.
DIALOG/story/dlc_3/ashley_headquarters_spore_01;Look at this strange vegetation. It clearly doesn't belong here.;Zobacz, jaka dziwna roślinność. Na pewno nie pasuje do tej okolicy.;Какая необычная растительность. Она явно не отсюда.;Regarde cette étrange végétation. Il ne fait aucun doute qu’elle ne vient pas d’ici.;Schau dir dieses seltsames Gewächs an. Offensichtlich gehört es nicht hierher.;Mira qué vegetación más extraña. Es evidente que no es autóctona.;Olha que vegetação estranha. Claramente não é nativa daqui.;看这些奇怪的植物，显然这里本不该有它们。;この変な植生を見て。在来種とは思えない。;이 식물은 좀 이상하네. 여기 식물은 아닌 것 같은데.
DIALOG/story/dlc_3/mech_headquarters_spore_01;This area must have been contaminated by one of those flying spores. It must be the source of this growth.;Ten obszar musiał zostać zanieczyszczony przez jeden z tych latających zarodników. To musi być źródło tych zmian.;Вероятно, те летающие споры принесли с собой заразу, которая и вызвала рост этих организмов.;Cet endroit a dû être contaminé par une de ces spores volantes. Elle doit être la source de cette végétation.;Dieses Gebiet muss von einer dieser fliegenden Sporen kontaminiert worden sein. Das sollte die Quelle dieses Wuchses sein.;Es probable que la zona se haya contaminado con una espora voladora. Debe ser el origen de esta masa.;Esta área deve ter sido contaminada por um daqueles esporos voadores. Essa deve ser a origem desse alastramento.;这片区域肯定是被那些飞行的孢子污染了。它们肯定是这些植物生长的源头。;この辺りも、あの空飛ぶ胞子に汚染されたのだろう。あれが拡散の原因じゃないか。;날아다니는 포자 때문에 이 지역이 오염되었을 것입니다. 그 포자가 성장의 원천인 것으로 보입니다.
DIALOG/story/dlc_3/ashley_headquarters_spore_02;Yes, that sounds obvious. Let's see what we can learn from studying the macrospore in more detail.;Tak, to wydaje się oczywiste. Zobaczmy, czego możemy się dowiedzieć, badając makrospory bardziej szczegółowo.;Согласна, звучит правдоподобно. Давай изучим макроспоры поближе и посмотрим, что получится узнать.;Oui, ça ne fait aucun doute. Voyons ce qu’il est possible d’apprendre en étudiant de plus près la macrospore.;Ja, das ist ersichtlich. Schauen wir, was wir durch eine nähere Untersuchung der Makrospore herausfinden können.;Parece evidente. Vamos a estudiar la macroespora en mayor profundidad. A ver qué descubrimos.;Sim, isso parece óbvio. Vamos ver o que podemos aprender estudando o macrosporo em detalhe.;是的，这很明显。我们来仔细研究这些大孢子，看能学到什么。;でしょうね。とにかく、あの大胞子を調べましょう。何か分かるかも。;그래. 그렇게 보이네. 거대 포자를 연구해서 정보를 더 알아내 보자.
DIALOG/story/dlc_3/mech_headquarters_spore_02;We have to take a larger piece of this object and bring it to our Alien Laboratory to study it. A small sample will not be enough.;Musimy pobrać znaczącą próbkę i dostarczyć ją do naszego Laboratorium, aby ją zbadać. Mała nie wystarczy.;Нужно извлечь большой образец этого объекта и доставить его в лабораторию по изучению инопланетной жизни. Маленького образца может не хватить.;Nous devons prélever un plus gros morceau de cet objet et l’apporter à notre laboratoire extraterrestre afin de l'étudier. Un petit échantillon ne sera pas suffisant.;Wir müssen ein größeres Stück entnehmen und es zur Untersuchung in unser Alienforschungslabor bringen. Eine kleine Probe wird nicht reichen.;Tenemos que tomar una muestra de mayor tamaño del objeto y llevarla a nuestro laboratorio de investigación alienígena para que la estudien. Una muestra pequeña no será suficiente.;Precisamos coletar um bom pedaço desse objeto e levá-lo até o nosso Laboratório de Pesquisa Alienígena para estudá-lo. Uma amostra pequena não será suficiente.;我们需要从这个物体上取下一大块样本，带回外星实验室进行研究。一小块样本是不够的。;サンプルは小さすぎては活用できない。物体を大きく切り取り、異星生物研究所へ持ち込む必要がある。;이 물체의 더 큰 조각을 외계 연구 실험실로 옮겨와 연구해야 해요. 작은 샘플로는 충분하지 않을 겁니다.
DIALOG/story/dlc_3/mech_headquarters_holder_01;I can transport the sample with the mecha-suit's Gravity Modulator arm extension. Please bear in mind that if we rift jump while holding this object, it will not travel with us.;Możemy przenieść próbkę do naszego Laboratorium wykorzystująć Modulator Grawitacyjny wbudowany w moje ramię. Musisz jednak pamiętać, że przenoszone obiekty nie mogą z nami skakać.;Я могу доставить образец с помощью гравитационного модулятора руки меха-костюма. Учти: если ты прыгнешь в портал, держа образец, он не переместится вместе с тобой.;Je peux transporter l’échantillon à l’aide du bras extensif du modulateur de gravité équipé sur le mecha. Mais n’oublie pas que l’objet ne voyagera pas avec nous si nous effectuons un saut dimensionnel.;Ich kann die Probe mit dem Schwerkraftmanipulationsarm des Mecha-Anzugs transportieren. Bitte denk daran, dass wir sie bei einem Riftsprung nicht mitnehmen.;Puedo transportarla con la extensión del brazo modulador de gravedad del traje mecánico. Ten en cuenta que si realizamos un salto dimensional mientras sostenemos el objeto, no viajará con nosotros.;Eu posso transportar a amostra com o Modulador de Gravidade acoplado ao braço do traje mecânico. Por favor, note que se fizermos um salto de fenda com esee objeto em mãos, ele não viajará conosco.;我可以用机甲的重力调节器臂带运输样本。请注意，如果我们在握持此物体时进行裂缝跳跃，它将不会与我们一同传送。;サンプルはメカスーツのアーム機能、重力モジュレーターで運べるはずだ。ただし、物体を持ったままリフトジャンプを実行すると、物体がジャンプに追随しないため、注意してほしい。;메카 수트의 중력 모듈레이터 암 익스텐션으로 샘플을 운반할 수 있습니다. 이 물체를 들고 리프트 점프를 하면 물체가 함께 이동하지 않는다는 점을 주의하세요.
DIALOG/story/dlc_3/ashley_headquarters_holder_01;Ok, let's take a walk then.;W takim razie przejdźmy się.;Понятно. Значит, пора прогуляться.;D’accord, marchons alors.;Na gut, lass uns also einen Spaziergang machen.;Caminemos entonces.;OK, então vamos andando.;那我们就步行去吧。;オーケー、それじゃあ散策しましょう。;그럼 가지러 가자.
DIALOG/story/dlc_3/mech_headquarters_holder_02;This sample is safe within the force field, but it is going to deteriorate quite quickly if we drop it to the ground.;Dopóki próbka jest w polu siłowym modulatora, nic się jej nie stanie, ale nie powinna długo przebywać poza nim. Jej stan ulegnie szybkiemu pogorszeniu.;Пока образец находится внутри силового поля, он в безопасности. Но если ты его уронишь, он быстро начнет разлагаться.;Cet échantillon est en sécurité à l’intérieur du champ de force, mais il se détériorera assez rapidement si nous le faisons tomber au sol.;Innerhalb des Kraftfelds ist die Probe sicher, aber sie wird recht schnell unbrauchbar werden, wenn wir sie fallenlassen.;La muestra estará protegida en el campo de fuerza, pero se deteriorará muy rápido si se nos cae al suelo.;Esta amostra está segura dentro do campo de força, mas vai se deteriorar rapidamente se a soltarmos no chão.;这个样本在力场中很安全，但如果我们将它放到地面上，它会很快变质。;サンプルはフォースフィールドに囲まれている間は安全だが、地面に落とせば急速に劣化してしまう。;이 샘플은 포스 필드 내에서는 안전하지만, 땅에 떨어뜨리면 매우 빠르게 변질될 것입니다.
DIALOG/story/dlc_3/mech_headquarters_holder_03;The spore sample deteriorated. We have to go back to the contamination site to pick up another one.;Próbka zarodników uległa zniszczeniu. Musimy wrócić do miejsca skażenia, aby pobrać kolejną.;Споровый образец начал разлагаться. Нам придется вернуться за новым.;L’échantillon de spore est endommagé. Nous devons retourner au site de contamination pour en prélever un nouveau.;Die Sporenprobe ist unbrauchbar. Wir müssen zurück zur Stelle mit der Kontamination, um eine weitere zu nehmen.;La muestra de esporas se ha deteriorado. Tenemos que volver a la zona contaminada para tomar otra.;A amostra de esporo se deteriorou. Precisamos voltar ao local contaminado para coletar outra.;孢子样本已经变质了。我们需要返回污染地点取回另一个。;胞子サンプルが劣化しきってしまった。汚染現場へ戻り、新しいサンプルを採取しなければならない。;포자 샘플이 변질되었습니다. 오염 현장으로 돌아가서 다른 샘플을 수거해야 합니다.
DIALOG/story/dlc_3/ashley_headquarters_analysis_01;Ok, we've delivered a huge chunk of the macrospore to the Alien Research Lab. Let's see what it can tell us.;Ok, dostarczyliśmy duży fragment makrospory do Laboratorium. Zobaczmy, co może nam powiedzieć.;Так, большой образец макроспор доставили. Посмотрим, что скажет лаборатория по изучению инопланетной жизни.;Très bien, nous avons amené un gros morceau de la macrospore au laboratoire de recherche extraterrestre. Voyons voir maintenant ce qu’il peut nous apprendre.;Okay, wir haben ein großes Stück der Makrospore ans Alienforschungslabor geliefert. Sehen wir, was wir herausfinden können.;Vale, hemos entregado un buen trozo de la macroespora al laboratorio de investigación alienígena. A ver qué nos dicen.;OK, nós levamos um bom pedaço do macrosporo para o Laboratório de Pesquisa Alienígena. Vamos ver o que ele pode nos dizer.;好的，我们已经把一大块大孢子送达异形研究实验室。看看它能告诉我们些什么。;よし。切り落とした大胞子を異星生物研究所に運んだわ。調べてみましょう。;자, 외계 연구 실험실에 거대 포자 덩어리를 넘겼어. 어떤 결과가 나왔는지 보자.
DIALOG/story/dlc_3/mech_headquarters_analysis_01;I have analyzed the pollen in the air and the macrospore sample. The first thing to note is that they were produced by two different species of fungi.;Przeanalizowałem pyłek w powietrzu i próbkę makrospory. Pierwszą rzeczą, na którą należy zwrócić uwagę, jest to, że zostały one wyprodukowane przez dwa różne gatunki grzybów.;Я завершил анализ пыльцы в воздухе и образец макроспор. Первый вывод: их произвели два разных грибковых организма.;J’ai analysé le pollen dans l’atmosphère ainsi que l’échantillon macrosporique. La première chose à noter c’est qu’elles sont produites par deux espèces différentes de champignons.;Ich habe die Sporen in der Luft und die Makroprobe analysiert. Die erste Erkenntnis ist, dass sie von zwei verschiedenen Pilzspezies stammen.;He analizado el polen del aire y la muestra de macroespora. Lo más destacable es que proviene de dos especies distintas de hongos.;Eu analisei o pólen no ar e a amostra de macrosporo. A primeira coisa a se notar é que foram produzidos por duas espécies diferentes de fungo.;我已分析了空气中的花粉和大孢子样本。首先要注意的是，它们是由两种不同的真菌产生的。;大気中と大胞子のサンプルから花粉を分析した。まず注目すべきは、あれが2種類の菌類から生まれた物である、という点だろう。;공기 중의 꽃가루와 거대 포자 샘플을 분석했습니다. 가장 먼저 짚을 부분은 두 가지 다른 균류에 의해 생성되었다는 점입니다.
DIALOG/story/dlc_3/ashley_headquarters_analysis_02;That's interesting. The fungi that produced those gigantic flying spores would have to be enormous, and the amount of biomass in that cloud is also quite astounding.;To interesujące. Grzyby, które wytworzyły te gigantyczne latające zarodniki, musiałyby być ogromne, a ilość biomasy w tej chmurze jest też dość imponująca.;Любопытно. Чтобы произвести летучие споры такого размера, грибковый организм тоже должен быть гигантским, и количество биомассы в этом облаке тоже огромное.;Voilà qui est intéressant. Les champignons produits par ces gigantesques spores volantes doivent être énormes, et la quantité de biomasse contenue dans ce nuage est également impressionnante.;Das ist interessant. Die Pilze, die diese gigantischen fliegenden Sporen ausgebildet haben, müssen massiv sein und die Menge an Biomasse in der Wolke ist ebenfalls unglaublich.;Qué interesante. Los hongos que produjeron las gigantescas esporas voladoras tenían que ser enormes y la cantidad de biomasa de la nube también sorprende.;Que interessante. Os fungos que produziram esses esporos gigantes voadores precisariam ser enormes. A quantidade de biomassa nessa nuvem também é impressionante.;这很有意思。产生这些巨大飞行孢子的真菌必须非常庞大，而且这片云中的生物量也极其惊人。;なるほどね。あの巨大な空飛ぶ胞子を作り出した菌類は、よほど大きいはずだし、バイオマスの量もとんでもないもの。;흥미롭군. 그 거대한 비행 포자를 만들어낸 균류는 엄청난 양이 존재할 거야. 그 구름에 포함된 바이오매스의 양도 놀랍네.
DIALOG/story/dlc_3/mech_headquarters_analysis_02;The next thing we have learned is that the large spores feed on the microscopic grains of the pollen cloud. They would not be able to fly very far without it.;Kolejną rzeczą, której się dowiedzieliśmy, jest to, że te duże zarodniki żywią się mikroskopijnymi drobinami z chmury pyłków. Bez tego nie byłyby w stanie dolecieć zbyt daleko.;Второй вывод: большие споры питаются микрочастицами в облаке пыльцы. Без этого они бы так далеко не залетели.;La seconde chose que j’ai pu apprendre de ces énormes spores, c’est qu’elles se nourrissent des grains microscopiques du nuage de pollen. Elles ne pourraient pas voyager très loin sans en consommer.;Die zweite Erkenntnis ist, dass die großen Sporen sich von den mikroskopischen Körnchen der Wolke ernähren. Sie würden ohne das nicht sehr weit kommen.;Lo siguiente que hemos descubierto es que las esporas grandes se alimentan de los granos microscópicos de la nube de polen. No podrían volar muy lejos sin ellos.;Em seguida, nós aprendemos que os esporos grandes se alimentam dos grãos microscópicos da nuvem de pólen. Eles não poderiam voar muito longe de outra forma.;我们还发现，这些大孢子以花粉云中的微小颗粒为食。没有这些花粉，它们就无法飞行很远。;次に、大型の胞子は花粉雲の微小な粒を、栄養として取り入れていることが判明した。その粒が無ければ、胞子もあれほど遠くまで飛散することはできなかったはずだ。;다음으로 알아낸 건 큰 포자가 꽃가루 구름의 미세한 알갱이를 먹이로 삼는다는 사실입니다. 꽃가루가 없으면 멀리 날아갈 수 없을 겁니다.
DIALOG/story/dlc_3/ashley_headquarters_analysis_03;An intriguing parasitic relationship. Can you tell me more about that large spore? How was it able to spread that growth around its landing site so quickly? Can it survive in this environment?;Ciekawy układ zależności. Czy możesz powiedzieć mi coś więcej o tym dużym zarodniku? W jaki sposób był w stanie tak szybko opanować obszar, w którym wylądował? Czy może przetrwać w tym środowisku?;Какое любопытное паразитическое существование. Что еще известно про большую спору? Во-первых, как она так быстро распространила растительность по месту посадки? Во-вторых, может ли она выжить в этой среде?;Quelle étrange relation parasitaire. Peux-tu m’en dire plus au sujet de ces énormes spores ? Comment ont-elles pu se répandre aussi rapidement autour du site du crash ? Peuvent-elles survivre dans cet environnement ?;Eine faszinierende parasitische Beziehung. Kannst du mir mehr zu der großen Spore sagen? Wie konnte sie um den Landeort so schnell wuchern? Kann sie in dieser Umgebung überleben?;Una intrigante relación parasitaria. ¿Puedes contarme más cosas de la espora grande? ¿Cómo ha podido propagar tan rápido esa masa en torno al punto de aterrizaje? ¿Puede sobrevivir en este entorno?;Uma relação parasítica intrigante. Você pode me contar mais sobre aquele esporo grande? Como ele foi capaz de se alastrar pelo local de pouso tão rapidamente? Ele é capaz de sobreviver neste ambiente?;这是一种奇特的生存关系。你能告诉我更多关于那个大孢子的信息吗？它如何能在着陆地点如此快速地扩散生长？它能在这种环境中存活吗？;寄生関係、というわけね。大型胞子について、他に分かったことは？たとえば、着地した場所であれほど早く拡散できた理由は？この環境の中でも生き残れるの？;흥미로운 기생 관계네. 그러면 그 큰 포자에 대해 자세히 설명해 줄래? 어떻게 착지 지점 주위에 이렇게나 빨리 확산한 거지? 이런 환경에서 살아남을 수 있었던 걸까?
