;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/automatic_mining_standard_item;This research allows Riftbreaker to customize and use Mine Trail skills.;;Это исследование позволяет рифтбрейкеру настраивать и использовать скиллы Минных следов.;;;;;;;
;;;;;;;;;;
gui/menu/research/name/automatic_mining_mods_proximity_mine_standard_item;Small Mine;Mała Mina;Малая мина;Petite mine;Kleine Mine;Mina pequeña;Mina Pequena;小型地雷 ;スモールマイン;소형 지뢰
gui/menu/research/description/automatic_mining_mods_proximity_mine_standard_item;Small Mine explodes when enemies enter its proximity range. It takes a while to arm and can be destroyed before it does so avoid placing it when enemies are very close.;Mała Mina eksploduje, gdy wrogowie wejdą w jej zasięg. Jej uzbrojenie zajmuje trochę czasu i może zostać zniszczona zanim to nastąpi, więc unikaj umieszczania jej, gdy wrogowie są bardzo blisko.;Малая мина – взрывается при приближении врагов. Ее можно уничтожить еще до срабатывания, которое требует немного времени. Поэтому ее не рекомендуется устанавливать, когда враги находятся поблизости.;La petite mine explose lorsque les ennemis entrent dans sa zone de proximité. Il faut un certain temps pour l'armer et elle peut être détruite avant, évitez donc de la placer lorsque les ennemis sont proches.;Die kleine Mine explodiert, wenn Gegner in ihre Nähe geraten. Es dauert eine Weile, bis sie scharf ist, wodurch sie vorher zerstört werden kann. Platziere sie also nicht, wenn deine Gegner bereits in der Nähe sind.;La mina pequeña explota cuando el enemigo entra en su radio de proximidad. Tarda un tiempo en cargarse, así que evita colocarla cuando los enemigos estén muy cerca, ya que pueden destruirla antes de que detone.;A mina pequena explode quando os inimigos entram em seu raio de proximidade. Leva um tempo para ser armada e pode ser destruída durante o processo, portanto evite posicioná-la quando os inimigos estiverem próximos.;小型地雷在敌人进入其爆炸范围时爆炸。它需要一段时间来布防，且布防阶段很容易被摧毁，所以要提前布防，避免在敌人非常接近时才放置它。;スモールマインは、敵が近くに寄ると爆発する。設置には時間がかかり、設置完了前に破壊されることもあるため、敵との距離が非常に近い時は設置を避けたほうがよい。;소형 지뢰는 범위 내에 적이 감지되면 폭발합니다. 매설에 긴 시간이 소요되며 매설 중 폭발할 수 있으므로 적이 가까이 있을 때는 매설을 피하는 게 좋습니다.
;;;;;;;;;;
gui/menu/research/name/automatic_mining_mods_proximity_mine_cryogenic_standard_item;Cryogenic Mine;Mina Kriogeniczna;Криогенная мина;Mine cryogénique;Kryogene Mine;Mina criogénica;Mina Criogênica;冷冻地雷;フリーズマイン;극저온 지뢰
gui/menu/research/description/automatic_mining_mods_proximity_mine_cryogenic_standard_item;A sophisticated version of a land mine which includes cryogenic effects. It explodes with a freezing blast, doing Cryo damage and slowing down enemies that were caught in the radius of explosion.;Zaawansowana wersja miny lądowej, wykorzystująca efekty kriogeniczne. Eksploduje z zamrażającym podmuchem, zadając obrażenia kriogeniczne i spowalniając przeciwników, którzy znaleźli się w promieniu eksplozji.;Изощренная версия противопехотной мины с криогенным эффектом. При взрыве наносит врагам урон холодом, а также замораживает всех врагов в радиусе поражения.;Une version améliorée d'une mine terrestre qui inclut des effets cryogéniques. Elle inflige des dégâts cryogéniques en explosant et ralentit les ennemis pris dans sa déflagration.;Eine hochentwickelte Version einer Landmine mit kryogenen Effekten. Sie explodiert mit einer Frostwelle, verursacht Kälteschaden und verlangsamt Feinde, die sich im Explosionsradius befinden.;Una versión más sofisticada de la mina terrestre. Tiene efectos criogénicos. Explota en una onda de congelación que inflige daño helado y ralentiza a los enemigos que se encuentren en el radio de explosión.;Uma versão sofisticada de uma mina terrestre que inclui efeitos criogênicos. Ela explode causando dano criogênico e retardando inimigos em seu raio de explosão.;基础地雷的加强版，可造成冷冻效果。它爆炸后可造成冷冻伤害，并使被卷入爆炸半径的敌人减速。;極低温効果のある地雷の洗練モデル。爆発すると凍り付くような爆風を引き起こし、敵に凍結ダメージを与えて爆発圏内にいた敵の動きを鈍らせる。;지뢰를 업그레이드하여 극저온 효과가 추가되었습니다. 폭발 시 범위 내 적에게 극저온 피해를 입히고 속도를 늦춥니다.
;;;;;;;;;;
gui/menu/research/name/automatic_mining_mods_proximity_mine_gravity_standard_item;Gravity Mine;Mina Grawitacyjna;Гравитационная мина;Mine gravitationnelle;Gravitationsmine;Mina de gravedad;Mina Gravitacional;重力地雷;グラビティマイン;중력 지뢰
gui/menu/research/description/automatic_mining_mods_proximity_mine_gravity_standard_item;This mine creates a miniature black hole. The gravity rips small enemies and objects to shreds while sucking them in.;Ta mina wytwarza minaiturową czarną dziurę. Jej grawitacja rozrywa małych wrogów i drobne obiekty na kawałki i wciąga je de środka.;Эта мина создает миниатюрную черную дыру. Гравитация разрывает объекты и врагов небольших размеров на куски.;Cette mine crée un trou noir miniature. La gravité déchire les petits ennemis et les objets tout en les aspirant.;Diese Mine erzeugt ein Schwarzes Loch im Miniaturformat. Seine Anziehungskraft reißt kleine Feinde und Objekte in Stücke und saugt sie ein.;La mina crea un agujero negro en miniatura. La gravedad absorbe y tritura a los objetos y enemigos pequeños.;Essa mina cria um buraco negro em miniatura. A gravidade destrói pequenos inimigos e objetos ao sugá-los para dentro.;这个地雷创造了一个微型的黑洞。重力将小型敌人和物体撕成碎片，同时将它们吸进去。;小規模なブラックホールを発生させる地雷。小さな敵や物質を吸い込んで、重力により粉々にする。;소형 블랙홀을 생성하는 지뢰입니다. 작은 적과 물체는 중력에 빨려 들어가며 잘게 부서집니다.
;;;;;;;;;;
gui/menu/research/name/automatic_mining_mods_proximity_mine_nuclear_standard_item;Nuclear Mine;Mina Atomowa;Атомная мина;Mine nucléaire;Atomare Mine;Mina nuclear;Mina Nuclear;核地雷;ニュークマイン;핵 지뢰
gui/menu/research/description/automatic_mining_mods_proximity_mine_nuclear_standard_item;Nuclear version of a land mine explodes like a miniature nuclear device. Explosion affects a wide area and deals huge amounts of damage.;Nuklearna wersja miny lądowej, która wybucha jak miniaturowy ładunek jądrowy. Eksplozja obejmuje szeroki obszar i zadaje ogromne obrażenia.;Ядерная версия противопехотной мины. Настоящая миниатюрная ядерная бомба. Имеет большую зону поражения и наносит огромный урон.;Une version nucléaire de la mine ordinaire. La portée de son explosion et les dégâts infligés sont fortement augmentés.;Die nukleare Version einer Landmine explodiert wie eine Miniatur-Atombombe. Die Explosion wirkt sich auf einen großen Bereich aus und verursacht enormen Schaden.;Versión nuclear de la mina terrestre. Explota como si fuera un dispositivo nuclear en miniatura. La explosión tiene un amplio radio de alcance y provoca una enorme cantidad de daño.;A versão nuclear de uma mina terrestre que explode como um dispositivo nuclear em miniatura. A explosão afeta uma grande área e causa quantidades enormes de dano.;核子版的地雷，爆炸范围巨大，造成成吨的伤害。;ミニチュア核爆弾装置ような地雷。広範囲におよぶ爆発は多大なダメージを与える。;소형 핵 포탄처럼 폭발합니다. 폭발 반경이 매우 넓으며 엄청난 피해를 입힙니다.
;;;;;;;;;;
