;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/research/description/dash_explosion_acid_advanced;The aim of this research is to combine Dash and Acid shockwave to release an Acid shockwave that damages enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_acid_superior;The aim of this research is to combine Dash and Acid shockwave to release an Acid shockwave that damages enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_acid_extreme;The aim of this research is to combine Dash and Acid shockwave to release an Acid shockwave that damages enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и кислотную волну, чтобы выпускать кислотную волну, наносящую урон врагам, до телепортирования на короткое расстояние через поле портала.;;;;;;;
;;;;;;;;;;
gui/menu/research/name/dash_explosion_energy_standard;Explosion Dash - Energy - Standard;;Взрывной Рывок - Энергия - Стандартно;;;;;;;
gui/menu/research/name/dash_explosion_energy_advanced;Explosion Dash - Energy - Advanced;;Взрывной Рывок - Энергия - Улучшено;;;;;;;
gui/menu/research/name/dash_explosion_energy_superior;Explosion Dash - Energy - Superior;;Взрывной Рывок - Энергия - Превосходно;;;;;;;
gui/menu/research/name/dash_explosion_energy_extreme;Explosion Dash - Energy - Extreme;;Взрывной Рывок - Энергия - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/dash_explosion_energy_standard;The aim of this research is to combine Dash and Energy shockwave to release an Energy shockwave that stuns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_energy_advanced;The aim of this research is to combine Dash and Energy shockwave to release an Energy shockwave that stuns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_energy_superior;The aim of this research is to combine Dash and Energy shockwave to release an Energy shockwave that stuns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_energy_extreme;The aim of this research is to combine Dash and Energy shockwave to release an Energy shockwave that stuns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и энергетическую волну, чтобы выпускать энергетическую волну, оглушающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
;;;;;;;;;;
gui/menu/research/name/dash_explosion_fire_standard;Explosion Dash - Fire - Standard;;Взрывной Рывок - Огонь - Стандартно;;;;;;;
gui/menu/research/name/dash_explosion_fire_advanced;Explosion Dash - Fire - Advanced;;Взрывной Рывок - Огонь - Улучшено;;;;;;;
gui/menu/research/name/dash_explosion_fire_superior;Explosion Dash - Fire - Superior;;Взрывной Рывок - Огонь - Превосходно;;;;;;;
gui/menu/research/name/dash_explosion_fire_extreme;Explosion Dash - Fire - Extreme;;Взрывной Рывок - Огонь - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/dash_explosion_fire_standard;The aim of this research is to combine Dash and Fire shockwave to release a Fire shockwave that burns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и огненную волну, чтобы выпускать огненную волну, поджигающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_fire_advanced;The aim of this research is to combine Dash and Fire shockwave to release a Fire shockwave that burns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и огненную волну, чтобы выпускать огненную волну, поджигающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_fire_superior;The aim of this research is to combine Dash and Fire shockwave to release a Fire shockwave that burns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и огненную волну, чтобы выпускать огненную волну, поджигающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_fire_extreme;The aim of this research is to combine Dash and Fire shockwave to release a Fire shockwave that burns enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и огненную волну, чтобы выпускать огненную волну, поджигающую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
;;;;;;;;;;
gui/menu/research/name/dash_explosion_cryo_standard;Explosion Dash - Cryo - Standard;;Взрывной Рывок - Холод - Стандартно;;;;;;;
gui/menu/research/name/dash_explosion_cryo_advanced;Explosion Dash - Cryo - Advanced;;Взрывной Рывок - Холод - Улучшено;;;;;;;
gui/menu/research/name/dash_explosion_cryo_superior;Explosion Dash - Cryo - Superior;;Взрывной Рывок - Холод - Превосходно;;;;;;;
gui/menu/research/name/dash_explosion_cryo_extreme;Explosion Dash - Cryo - Extreme;;Взрывной Рывок - Холод - Экстремально;;;;;;;
;;;;;;;;;;
gui/menu/research/description/dash_explosion_cryo_standard;The aim of this research is to combine Dash and Cryo shockwave to release a Cryo shockwave that slows down enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и холодную волну, чтобы выпускать холодную волну, замедляющую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_cryo_advanced;The aim of this research is to combine Dash and Cryo shockwave to release a Cryo shockwave that slows down enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и холодную волну, чтобы выпускать холодную волну, замедляющую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_cryo_superior;The aim of this research is to combine Dash and Cryo shockwave to release a Cryo shockwave that slows down enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и холодную волну, чтобы выпускать холодную волну, замедляющую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;
gui/menu/research/description/dash_explosion_cryo_extreme;The aim of this research is to combine Dash and Cryo shockwave to release a Cryo shockwave that slows down enemies before dashing the very short distance through the Rift field.;;Цель этого исследования — скомбинировать Рывок и холодную волну, чтобы выпускать холодную волну, замедляющую врагов, до телепортирования на короткое расстояние через поле портала.;;;;;;;

