;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
monster_description/cosmic_drexolian_boss;;;;;;;;;;
resource_name/specimen_cosmic_drexolian_boss;Cosmic Drexolian Boss;;;;;;;;;
monster_name/cosmic_magmoth;Cosmic Magmoth;;;;;;;;;
monster_description/cosmic_magmoth;Magmoths can be found within liquid pools of Galatea 37. All readings suggest that these creatures spend most of their lives submerged in the pool they're occupying. If they have to emerge above the surface, they shape the liquid around them to form an exoskeleton. It allows them to leave their home pool and relocate. Magmoths primarily rely on ranged attacks, shooting projectiles at their assailants. ;
resource_name/specimen_cosmic_magmoth;Cosmic Magmoth;;;;;;;;;
monster_name/cosmic_magmoth_alpha;Cosmic Magmoth Alpha;;;;;;;;;
monster_description/cosmic_magmoth_alpha;Magmoths can be found within liquid pools of Galatea 37. All readings suggest that these creatures spend most of their lives submerged in the pool they're occupying. If they have to emerge above the surface, they shape the liquid around them to form an exoskeleton. It allows them to leave their home pool and relocate. Magmoths primarily rely on ranged attacks, shooting projectiles at their assailants. ;
resource_name/specimen_cosmic_magmoth_alpha;Cosmic Magmoth Alpha;;;;;;;;;
monster_name/cosmic_magmoth_ultra;Cosmic Magmoth Ultra;;;;;;;;;
monster_description/cosmic_magmoth_ultra;Magmoths can be found within liquid pools of Galatea 37. All readings suggest that these creatures spend most of their lives submerged in the pool they're occupying. If they have to emerge above the surface, they shape the liquid around them to form an exoskeleton. It allows them to leave their home pool and relocate. Magmoths primarily rely on ranged attacks, shooting projectiles at their assailants. ;
resource_name/specimen_cosmic_magmoth_ultra;Cosmic Magmoth Ultra;;;;;;;;;
monster_name/cosmic_magmoth_boss;Cosmic Magmoth Boss;;;;;;;;;
monster_description/cosmic_magmoth_boss;;;;;;;;;;
resource_name/specimen_cosmic_magmoth_boss;Cosmic Magmoth Boss;;;;;;;;;
monster_name/cosmic_arachnoid_sentinel_crystal;Cosmic Sentinel ;;;;;;;;;
monster_description/cosmic_arachnoid_sentinel_crystal;Arachnomortus is a formidable opponent, sporting a powerful and unique method of attack. By utilizing the innate properties of synthesized crystals, the Arachnomortus is able to launch razor-sharp crystal shards at its targets with incredible accuracy and speed.;
resource_name/specimen_cosmic_arachnoid_sentinel_crystal;Cosmic Sentinel;;;;;;;;;
monster_name/cosmic_arachnoid_sentinel_crystal_alpha;Cosmic Sentinel Alpha;;;;;;;;;
monster_description/cosmic_arachnoid_sentinel_crystal_alpha;Arachnomortus is a formidable opponent, sporting a powerful and unique method of attack. By utilizing the innate properties of synthesized crystals, the Arachnomortus is able to launch razor-sharp crystal shards at its targets with incredible accuracy and speed.;
resource_name/specimen_cosmic_arachnoid_sentinel_crystal_alpha;Cosmic Sentinel Alpha;;;;;;;;;
monster_name/cosmic_arachnoid_sentinel_crystal_ultra;Cosmic Sentinel Ultra;;;;;;;;;
monster_description/cosmic_arachnoid_sentinel_crystal_ultra;Arachnomortus is a formidable opponent, sporting a powerful and unique method of attack. By utilizing the innate properties of synthesized crystals, the Arachnomortus is able to launch razor-sharp crystal shards at its targets with incredible accuracy and speed.;
resource_name/specimen_cosmic_arachnoid_sentinel_crystal_ultra;Cosmic Sentinel Ultra;;;;;;;;;
monster_name/cosmic_arachnoid_boss;Cosmic Arachnoid Boss ;;;;;;;;;
monster_description/cosmic_arachnoid_boss;the outcasted cosmic arachnoid as it is to intense with comsic energy it needs better atmasphere colder the better ;;;;;;;;;
resource_name/specimen_cosmic_arachnoid_boss;Cosmic Arachnoid Boss;;;;;;;;;
monster_name/cosmic_nerilian;Cosmic Nerilian;;;;;;;;;;
monster_description/cosmic_nerilian;Nerillians are able to burrow deep into the ground and remain there for days, waiting for prey to come by. Once they feel the vibrations of the ground caused by footsteps, they immediately rush to the surface to capture and kill their prey. They are very quick to attack and just as quick to burrow undergound if their target runs away or if it is too threatening for them. ;
resource_name/specimen_cosmic_nerilian;Cosmic Nerilian;;;;;;;;
monster_name/cosmic_nerilian_alpha;Cosmic Nerilian Alpha;;;;;;;;;;
monster_description/cosmic_nerilian_alpha;Nerillians are able to burrow deep into the ground and remain there for days, waiting for prey to come by. Once they feel the vibrations of the ground caused by footsteps, they immediately rush to the surface to capture and kill their prey. They are very quick to attack and just as quick to burrow undergound if their target runs away or if it is too threatening for them. ;
resource_name/specimen_cosmic_nerilian_alpha;Cosmic Nerilian Alpha;;;;;;;;
monster_name/cosmic_nerilian_ultra;Cosmic Nerilian Ultra;;;;;;;;;;
monster_description/cosmic_nerilian_ultra;Nerillians are able to burrow deep into the ground and remain there for days, waiting for prey to come by. Once they feel the vibrations of the ground caused by footsteps, they immediately rush to the surface to capture and kill their prey. They are very quick to attack and just as quick to burrow undergound if their target runs away or if it is too threatening for them. ;
resource_name/specimen_cosmic_nerilian_ultra;Cosmic Nerilian Ultra;;;;;;;;
monster_name/cosmic_nerilian_boss;Cosmic Nerilian Boss;;;;;;;;;;
monster_description/cosmic_nerilian_boss;;;;;;;;;;
resource_name/specimen_cosmic_nerilian_boss;Cosmic Nerilian Boss;;;;;;;;
monster_name/cosmic_necrodon;Cosmic Necrodon;;;;;;;;;
monster_description/cosmic_necrodon;Extreme caution and further analysis advised. Necrodons might be just regular animals operating on instinct, but their behaviors suggest that they might be a higher level of species - more organized and intelligent than we thought.  It is unclear how, but they are able to bring fallen creatures back to life. In order to do that, the body of the creature must remain largely intact. Necrodons are not a big threat on their own, but become very dangerous in cooperation with other species.;
resource_name/specimen_cosmic_necrodon;Cosmic Necrodon;;;;;;;;;
monster_name/cosmic_necrodon_alpha;Cosmic Necrodon Alpha;;;;;;;;;
monster_description/cosmic_necrodon_alpha;Extreme caution and further analysis advised. Necrodons might be just regular animals operating on instinct, but their behaviors suggest that they might be a higher level of species - more organized and intelligent than we thought.  It is unclear how, but they are able to bring fallen creatures back to life. In order to do that, the body of the creature must remain largely intact. Necrodons are not a big threat on their own, but become very dangerous in cooperation with other species.;
resource_name/specimen_cosmic_necrodon_alpha;Cosmic Necrodon Alpha;;;;;;;;;
monster_name/cosmic_necrodon_ultra;Cosmic Necrodon Ultra;;;;;;;;;
monster_description/cosmic_necrodon_ultra;Extreme caution and further analysis advised. Necrodons might be just regular animals operating on instinct, but their behaviors suggest that they might be a higher level of species - more organized and intelligent than we thought.  It is unclear how, but they are able to bring fallen creatures back to life. In order to do that, the body of the creature must remain largely intact. Necrodons are not a big threat on their own, but become very dangerous in cooperation with other species.;
resource_name/specimen_cosmic_necrodon_ultra;Cosmic Necrodon Ultra;;;;;;;;;
monster_name/cosmic_kermon;Cosmic Kermon;;;;;;;;;;
monster_description/cosmic_kermon;Kermons live and hunt in small groups, targeting animals of all species as their prey. There is no direct evidence as of yet to confirm their ability to communicate with each other, but their cooperation and teamwork strongly suggest that. Kermons ambush creatures of all sizes and take them down with ease using their razor-sharp forearm blades. Kermons have the ability to cloak themselves in such a way that they become almost invisible to the naked eye.;
resource_name/specimen_cosmic_kermon;Cosmic Kermon;;;;;;;;
monster_name/cosmic_kermon_alpha;Cosmic Kermon Alpha;;;;;;;;;;
monster_description/cosmic_kermon_alpha;Kermons live and hunt in small groups, targeting animals of all species as their prey. There is no direct evidence as of yet to confirm their ability to communicate with each other, but their cooperation and teamwork strongly suggest that. Kermons ambush creatures of all sizes and take them down with ease using their razor-sharp forearm blades. Kermons have the ability to cloak themselves in such a way that they become almost invisible to the naked eye.;
resource_name/specimen_cosmic_kermon_alpha;Cosmic Kermon Alpha;;;;;;;;
monster_name/cosmic_kermon_ultra;Cosmic Kermon Ultra;;;;;;;;;;
monster_description/cosmic_kermon_ultra;Kermons live and hunt in small groups, targeting animals of all species as their prey. There is no direct evidence as of yet to confirm their ability to communicate with each other, but their cooperation and teamwork strongly suggest that. Kermons ambush creatures of all sizes and take them down with ease using their razor-sharp forearm blades. Kermons have the ability to cloak themselves in such a way that they become almost invisible to the naked eye.;
resource_name/specimen_cosmic_kermon_ultra;Cosmic Kermon Ultra;;;;;;;;
monster_name/cosmic_kermon_omega_boss;Cosmic Kermon Omega Boss;;;;;;;;;;
monster_description/cosmic_kermon_omega_boss;
resource_name/specimen_cosmic_kermon_omega_boss;Cosmic Kermon Omega Boss;;;;;;;;
monster_name/cosmic_lesigian;Cosmic Lesigian;;;;;;;;;
monster_description/cosmic_lesigian;These creatures have the unique ability to manipulate the electromagnetic field in their vicinity, giving them the ability to levitate, as well as cause lightning strikes.  These creatures are able to teleport from one place to another in order to throw the attacker off balance and gain the upper hand in combat. The mechanisms behind their teleportation technique are still unknown. Some Lesigians explode if their body is damaged, likely due to the electric charge stored within.;
resource_name/specimen_cosmic_lesigian;Cosmic Lesigian;;;;;;;;;
monster_name/cosmic_lesigian_alpha;Cosmic Lesigian Alpha;;;;;;;;;
monster_description/cosmic_lesigian_alpha;These creatures have the unique ability to manipulate the electromagnetic field in their vicinity, giving them the ability to levitate, as well as cause lightning strikes.  These creatures are able to teleport from one place to another in order to throw the attacker off balance and gain the upper hand in combat. The mechanisms behind their teleportation technique are still unknown. Some Lesigians explode if their body is damaged, likely due to the electric charge stored within.;
resource_name/specimen_cosmic_lesigian_alpha;Cosmic Lesigian Alpha;;;;;;;;;
monster_name/cosmic_lesigian_ultra;Cosmic Lesigian Ultra;;;;;;;;;
monster_description/cosmic_lesigian_ultra;These creatures have the unique ability to manipulate the electromagnetic field in their vicinity, giving them the ability to levitate, as well as cause lightning strikes.  These creatures are able to teleport from one place to another in order to throw the attacker off balance and gain the upper hand in combat. The mechanisms behind their teleportation technique are still unknown. Some Lesigians explode if their body is damaged, likely due to the electric charge stored within.;
resource_name/specimen_cosmic_lesigian_ultra;Cosmic Lesigian Ultra;;;;;;;;;
monster_name/cosmic_lesigian_boss;Cosmic Lesigian boss;;;;;;;;;
monster_description/cosmic_lesigian_boss;;;;;;;;;;
resource_name/specimen_cosmic_lesigian_boss;Cosmic Lesigian Boss;;;;;;;;;
monster_name/cosmic_flurian_boss;Cosmic Flurian Boss;
monster_description/cosmic_flurian_boss;;;;;;;;;;
resource_name/specimen_cosmic_flurian_boss;Cosmic Flurian Boss;;;;;;;;;
monster_name/cosmic_gulgor_boss;Cosmic Gulgor Boss;
monster_description/cosmic_gulgor_boss;;;;;;;;;;
resource_name/specimen_cosmic_gulgor_boss;Cosmic Gulgor Boss;;;;;;;;;
monster_name/cosmic_drillgor_boss;Cosmic Drillgor Boss;;;;;;;;;
monster_description/cosmic_drillgor_boss;Extremely deadly up close be very awear ;;;;;;;;;
resource_name/specimen_cosmic_drillgor_boss;Cosmic Drillgor Boss;;;;;;;;;
monster_name/cosmic_gnerot;Cosmic Gnerot;;;;;;;;;
monster_description/cosmic_gnerot;Gnerots feed on mineral deposits located all around Galatea 37 making them a common sight in every biome. It is unclear whether their bodies are covered in actual rock or if it is a product of their skin. This species seems to be able to manipulate the structure of Galatea's bedrock, causing large stony spikes to emerge from beneath the ground. Gnerots use this ability to attack targets out of their range.;
resource_name/specimen_cosmic_gnerot;Cosmic Gnerot;;;;;;;;;
monster_name/cosmic_gnerot_alpha;Cosmic Gnerot Alpha;;;;;;;;;
monster_description/cosmic_gnerot_alpha;Gnerots feed on mineral deposits located all around Galatea 37 making them a common sight in every biome. It is unclear whether their bodies are covered in actual rock or if it is a product of their skin. This species seems to be able to manipulate the structure of Galatea's bedrock, causing large stony spikes to emerge from beneath the ground. Gnerots use this ability to attack targets out of their range.;
resource_name/specimen_cosmic_gnerot_alpha;Cosmic Gnerot Alpha;;;;;;;;;
monster_name/cosmic_gnerot_ultra;Cosmic Gnerot Ultra;;;;;;;;;
monster_description/cosmic_gnerot_ultra;Gnerots feed on mineral deposits located all around Galatea 37 making them a common sight in every biome. It is unclear whether their bodies are covered in actual rock or if it is a product of their skin. This species seems to be able to manipulate the structure of Galatea's bedrock, causing large stony spikes to emerge from beneath the ground. Gnerots use this ability to attack targets out of their range.;
resource_name/specimen_cosmic_gnerot_ultra;Cosmic Ultra;;;;;;;;;
monster_name/cosmic_gnerot_boss;Cosmic Gnerot Boss;;;;;;;;;
monster_description/cosmic_gnerot_boss;;;;;;;;;;
resource_name/specimen_cosmic_gnerot_boss;Cosmic Gnerot Boss;;;;;;;;;
monster_name/cosmic_baxmoth;Cosmic Baxmoth;;;;;;;;;
monster_description/cosmic_baxmoth;Baxmoths release a swarm of small, flying creatures, which behave like drones, gathering nectar for the Baxmoth and fending off attackers.;;;;;;;;;;
resource_name/specimen_cosmic_baxmoth;Cosmic Baxmoth;;;;;;;;;
monster_name/cosmic_baxmoth_alpha;Cosmic Baxmoth Alpha;;;;;;;;;
monster_description/cosmic_baxmoth_alpha;Baxmoths release a swarm of small, flying creatures, which behave like drones, gathering nectar for the Baxmoth and fending off attackers.;;;;;;;;;;
resource_name/specimen_cosmic_baxmoth_alpha;Cosmic Baxmoth;;;;;;;;;
monster_name/cosmic_baxmoth_ultra;Cosmic Baxmoth Ultra;;;;;;;;;
monster_description/cosmic_baxmoth_ultra;Baxmoths release a swarm of small, flying creatures, which behave like drones, gathering nectar for the Baxmoth and fending off attackers.;;;;;;;;;;
resource_name/specimen_cosmic_baxmoth_ultra;Cosmic Baxmoth;;;;;;;;;
monster_name/cosmic_baxmoth_boss;Cosmic Baxmoth Boss;;;;;;;;;
monster_description/cosmic_baxmoth_boss;;;;;;;;;;;
resource_name/specimen_cosmic_baxmoth_boss;Cosmic Baxmoth Boss;;;;;;;;;
monster_name/cosmic_hedroner;Cosmic Hedroner;;;;;;;;;
monster_description/cosmic_hedroner;dangerous;Hedroners can inhabit any liquid pool they find. They can even adapt to the extreme conditions of lava lakes. These creatures are rather reclusive and avoid close contact with other species. If Hedroners have to defend themselves, they rip out larcge chunks of the ground beneath them, which they throw at the enemy. ;
resource_name/specimen_cosmic_hedroner;Cosmic Hedroner;;;;;;;;;
monster_name/cosmic_hedroner_alpha;Cosmic Hedroner Alpha;;;;;;;;;
monster_description/cosmic_hedroner_alpha;dangerous;Hedroners can inhabit any liquid pool they find. They can even adapt to the extreme conditions of lava lakes. These creatures are rather reclusive and avoid close contact with other species. If Hedroners have to defend themselves, they rip out larcge chunks of the ground beneath them, which they throw at the enemy. ;
resource_name/specimen_cosmic_hedroner_alpha;Cosmic Hedroner Alpha;;;;;;;;;
monster_name/cosmic_hedroner_ultra;Cosmic Hedroner Ultra;;;;;;;;;
monster_description/cosmic_hedroner_ultra;dangerous;Hedroners can inhabit any liquid pool they find. They can even adapt to the extreme conditions of lava lakes. These creatures are rather reclusive and avoid close contact with other species. If Hedroners have to defend themselves, they rip out larcge chunks of the ground beneath them, which they throw at the enemy. ;
resource_name/specimen_cosmic_hedroner_ultra;Cosmic Hedroner Ultra;;;;;;;;;
monster_name/cosmic_hedroner_boss;Cosmic Hedroner Boss;
monster_description/cosmic_hedroner_boss;Hedroners can inhabit any liquid pool they find. They can even adapt to the extreme conditions of lava lakes. These creatures are rather reclusive and avoid close contact with other species. If Hedroners have to defend themselves, they rip out larcge chunks of the ground beneath them, which they throw at the enemy. ;
resource_name/specimen_cosmic_hedroner_boss;Cosmic Hedroner Boss;;;;;;;;;
monster_name/cosmic_morirot;Cosmic Morirot;
monster_description/cosmic_morirot;Morirots can only be found in the rocky Arctic Biome. Their unusual habitat grants them invulnerability to cold and ice. They are protected by a thick outer shell, making them very dangerous foes. Morirots consume mushrooms both to get their nutrients, as well as water, which would be otherwise hard to come by. They usually live in large groups.;
resource_name/specimen_cosmic_morirot;Cosmic Morirot;;;;;;;;;
monster_name/cosmic_morirot_alpha;Cosmic Morirot Alpha;
monster_description/cosmic_morirot_alpha;Morirots can only be found in the rocky Arctic Biome. Their unusual habitat grants them invulnerability to cold and ice. They are protected by a thick outer shell, making them very dangerous foes. Morirots consume mushrooms both to get their nutrients, as well as water, which would be otherwise hard to come by. They usually live in large groups.;
resource_name/specimen_cosmic_morirot_alpha;Cosmic Morirot Alpha;;;;;;;;;
monster_name/cosmic_morirot_ultra;Cosmic Morirot Ultra;
monster_description/cosmic_morirot_ultra;Morirots can only be found in the rocky Arctic Biome. Their unusual habitat grants them invulnerability to cold and ice. They are protected by a thick outer shell, making them very dangerous foes. Morirots consume mushrooms both to get their nutrients, as well as water, which would be otherwise hard to come by. They usually live in large groups.;
resource_name/specimen_cosmic_morirot_ultra;Cosmic Morirot Ultra;;;;;;;;;
monster_name/cosmic_morirot_boss;Cosmic Morirot Boss;
monster_description/cosmic_morirot_boss;;;;;;;;;;
resource_name/specimen_cosmic_morirot_boss;Cosmic Morirot Boss;;;;;;;;;
monster_name/cosmic_phirian;Cosmic Phirian;
monster_description/cosmic_phirian;The creature uses its five muscular tails to push its tall, slender body along the ground. Phirians keep an upright position, giving them a great overview of their immediate surroundings. Despite being almost 10 meters tall, Phirian’s signature attack is a blisteringly quick dash towards the target, accompanied by a powerful thrust of the sword arm right through the victim. This is preceded by a short preparation period when the Phirian coils its body up in order to get the most strength out of its horrendously long and muscular body.;
resource_name/specimen_cosmic_phirian;Cosmic Phirian;;;;;;;;;
monster_name/cosmic_phirian_alpha;Cosmic Phirian Alpha;
monster_description/cosmic_phirian_alpha;The creature uses its five muscular tails to push its tall, slender body along the ground. Phirians keep an upright position, giving them a great overview of their immediate surroundings. Despite being almost 10 meters tall, Phirian’s signature attack is a blisteringly quick dash towards the target, accompanied by a powerful thrust of the sword arm right through the victim. This is preceded by a short preparation period when the Phirian coils its body up in order to get the most strength out of its horrendously long and muscular body.;
resource_name/specimen_cosmic_phirian_alpha;Cosmic Phirian Alpha;;;;;;;;;
monster_name/cosmic_phirian_ultra;Cosmic Phirian Ultra;
monster_description/cosmic_phirian_ultra;The creature uses its five muscular tails to push its tall, slender body along the ground. Phirians keep an upright position, giving them a great overview of their immediate surroundings. Despite being almost 10 meters tall, Phirian’s signature attack is a blisteringly quick dash towards the target, accompanied by a powerful thrust of the sword arm right through the victim. This is preceded by a short preparation period when the Phirian coils its body up in order to get the most strength out of its horrendously long and muscular body.;
resource_name/specimen_cosmic_phirian_ultra;Cosmic Phirian Ultra;;;;;;;;;
monster_name/cosmic_phirian_boss;Cosmic Phirian Boss;
monster_description/cosmic_phirian_boss;;;;;;;;;;
resource_name/specimen_cosmic_phirian_boss;Cosmic Phirian Boss;;;;;;;;;
monster_name/cosmic_bomogan;Cosmic Bomogan;
monster_description/cosmic_bomogan;A special set of organs on their backs allows these creatures to create sacks filled with easily combustible fluid. The sack is launched like an artillery shell and explodes upon impact. The explosive sacks can easily bypass defenses and hit critical targets inside the base. Thick bone plates on the front part of its body also protect the creature from all kinds of environmental hazards. Luckily, the creature is really massive and its small legs are not well-suited for chasing prey, so it is not difficult to outrun this behemoth.;
resource_name/specimen_cosmic_bomogan;Cosmic bomogan;;;;;;;;;
monster_name/cosmic_bomogan_alpha;Cosmic Bomogan Alpha;
monster_description/cosmic_bomogan_alpha;A special set of organs on their backs allows these creatures to create sacks filled with easily combustible fluid. The sack is launched like an artillery shell and explodes upon impact. The explosive sacks can easily bypass defenses and hit critical targets inside the base. Thick bone plates on the front part of its body also protect the creature from all kinds of environmental hazards. Luckily, the creature is really massive and its small legs are not well-suited for chasing prey, so it is not difficult to outrun this behemoth.;
resource_name/specimen_cosmic_bomogan_alpha;Cosmic bomogan Alpha;;;;;;;;;
monster_name/cosmic_bomogan_ultra;Cosmic Bomogan Ultra;
monster_description/cosmic_bomogan_ultra;A special set of organs on their backs allows these creatures to create sacks filled with easily combustible fluid. The sack is launched like an artillery shell and explodes upon impact. The explosive sacks can easily bypass defenses and hit critical targets inside the base. Thick bone plates on the front part of its body also protect the creature from all kinds of environmental hazards. Luckily, the creature is really massive and its small legs are not well-suited for chasing prey, so it is not difficult to outrun this behemoth.;
resource_name/specimen_cosmic_bomogan_ultra;Cosmic bomogan Ultra;;;;;;;;;
monster_name/cosmic_canoptrix_crystal;Cosmic Canoptrix Crystal;
monster_description/cosmic_canoptrix_crystal;Canomortus are small, crystal-infused creatures resembling Canoptrix. Their bodies are fused with cosmic crystalization growth. They exhibit similar territorial behavior, attacking any intruders with sharp claws and strong jaws. Despite their small size, their bodies are incredibly resilient due to the crystal infusion, making them difficult to defeat.;
resource_name/specimen_cosmic_canoptrix_crystal;Cosmic Canoptrix Crystal;;;;;;;;;
monster_name/cosmic_canoptrix_crystal_alpha;Cosmic Canoptrix Crystal Alpha;
monster_description/cosmic_canoptrix_crystal_alpha;Canomortus are small, crystal-infused creatures resembling Canoptrix. Their bodies are fused with cosmic crystalization growth. They exhibit similar territorial behavior, attacking any intruders with sharp claws and strong jaws. Despite their small size, their bodies are incredibly resilient due to the crystal infusion, making them difficult to defeat.;
resource_name/specimen_cosmic_canoptrix_crystal_alpha;Cosmic Canoptrix Crystal Alpha;;;;;;;;;
monster_name/cosmic_canoptrix_crystal_ultra;Cosmic Canoptrix Crystal Ultra;
monster_description/cosmic_canoptrix_crystal_ultra;Canomortus are small, crystal-infused creatures resembling Canoptrix. Their bodies are fused with cosmic crystalization growth. They exhibit similar territorial behavior, attacking any intruders with sharp claws and strong jaws. Despite their small size, their bodies are incredibly resilient due to the crystal infusion, making them difficult to defeat.;
resource_name/specimen_cosmic_canoptrix_crystal_ultra;Cosmic Canoptrix Crystal Ultra;;;;;;;;;
monster_name/cosmic_kafferroceros;Cosmic Kafferroceros;
monster_description/cosmic_kafferroceros;These creatures are largely peaceful and do not attack unprovoked. They will try to scare off potential assailants by roaring and stomping their feet. If that has no effect, they will charge at the enemy head-first, using the entire mass of their bodies to their advantage. Large herds of these creatures roam the surface of Galatea 37, looking for optimal living conditions.;
resource_name/specimen_cosmic_kafferroceros;Cosmic Kafferroceros;;;;;;;;;
monster_name/cosmic_kafferroceros_alpha;Cosmic Kafferroceros Alpha;
monster_description/cosmic_kafferroceros_alpha;These creatures are largely peaceful and do not attack unprovoked. They will try to scare off potential assailants by roaring and stomping their feet. If that has no effect, they will charge at the enemy head-first, using the entire mass of their bodies to their advantage. Large herds of these creatures roam the surface of Galatea 37, looking for optimal living conditions.;
resource_name/specimen_cosmic_kafferroceros_alpha;Cosmic Kafferroceros Alpha;;;;;;;;;
monster_name/cosmic_kafferroceros_ultra;Cosmic Kafferroceros Ultra;
monster_description/cosmic_kafferroceros_ultra;These creatures are largely peaceful and do not attack unprovoked. They will try to scare off potential assailants by roaring and stomping their feet. If that has no effect, they will charge at the enemy head-first, using the entire mass of their bodies to their advantage. Large herds of these creatures roam the surface of Galatea 37, looking for optimal living conditions.;
resource_name/specimen_cosmic_kafferroceros_ultra;Cosmic Kafferroceros Ultra;;;;;;;;;
monster_name/spawner_cosmic_canoptrix;Spawner Cosmic Canoptrix;
monster_description/spawner_cosmic_canoptrix;This large organism seems to be a central figure in the Canoptrix reproductive cycle. The organism does not seem to belong to the same species as the regular Canoptrix, but the creatures always seem to lay eggs around it. It is suspected that due to the large and intimidating stature of this being the eggs are protected from predators. ;
resource_name/specimen_spawner_cosmic_canoptrix;Spawner Cosmic Canoptrix;;;;;;;;;
monster_name/spawner_cosmic_base;Spawner Cosmic Base;
monster_description/spawner_cosmic_base;;;;;;;;;;
resource_name/specimen_spawner_cosmic_base;Spawner Cosmic Base;;;;;;;;;
monster_name/spawner_cosmic_kermon;Spawner Cosmic Kermon;
monster_description/spawner_cosmic_kermon;;;;;;;;;;
resource_name/specimen_spawner_cosmic_kermon;Spawner cosmic Kermon;;;;;;;;;
monster_name/spawner_cosmic_morirot;Spawner Cosmic Morirot;
monster_description/spawner_cosmic_morirot;Morirots seek out places like these to lay their eggs. The elevated platform is situated over a forzen vent, significantly increasing the surface temperature of the platform, but not to the point of killing the embryos inside the eggs. Once hatched, young Morirots hide in the small caves hidden at the base of the structure.;
resource_name/specimen_spawner_cosmic_morirot;Spawner cosmic morirot;;;;;;;;;
monster_name/spawner_cosmic_baxmoth;Spawner Cosmic Baxmoth;
monster_description/spawner_cosmic_baxmoth;;;;;;;;;;
resource_name/specimen_spawner_cosmic_baxmoth;Spawner cosmic baxmoth;;;;;;;;;
monster_name/spawner_cosmic_magmoth_ultra;Spawner Cosmic Magmoth Ultra;
monster_description/spawner_cosmic_magmoth_ultra;;;;;;;;;;
resource_name/specimen_spawner_cosmic_magmoth_ultra;Spawner cosmic magmoth ultra;;;;;;;;;
monster_name/spawner_cosmic_phirian;Spawner Cosmic Phirian;
monster_description/spawner_cosmic_phirian;;;;;;;;;;
resource_name/specimen_spawner_cosmic_phirian;Spawner cosmic phirian;;;;;;;;;
monster_name/spawner_cosmic_gnerot;Spawner Cosmic Gnerot;
monster_description/spawner_cosmic_gnerot;;;;;;;;;;
resource_name/specimen_spawner_cosmic_gnerot;Spawner cosmic gnerot;;;;;;;;;
monster_name/spawner_cosmic_lesigian;Spawner Cosmic Lesigian;
