;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
gui/menu/inventory/upgrade_name/cosmic_offensive_equipment_superior;Cosmic Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/cosmic_offensive_equipment_extreme;Cosmic Assault Gear;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/cosmic_offensive_equipment_description;This upgrade module is a modified offensive drone module designed to dish out cosmic damage to help aid Mr. Riggs.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/cosmic_offensive_equipment;Cosmic Assault Gear - Standard;;;;;;;;;
gui/menu/research/name/cosmic_offensive_equipment_advanced;Cosmic Assault Gear - Advanced;;;;;;;;;
gui/menu/research/name/cosmic_offensive_equipment_superior;Cosmic Assault Gear - Superior;;;;;;;;;
gui/menu/research/name/cosmic_offensive_equipment_extreme;Cosmic Assault Gear - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/cosmic_offensive_equipment;;;;;;;;;;
gui/menu/research/description/cosmic_offensive_equipment_advanced;;;;;;;;;;
gui/menu/research/description/cosmic_offensive_equipment_superior;;;;;;;;;;
gui/menu/research/description/cosmic_offensive_equipment_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_name/plasmoid_offensive_equipment;Plasmoid Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/plasmoid_offensive_equipment_advanced;Plasmoid Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/plasmoid_offensive_equipment_superior;Plasmoid Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/plasmoid_offensive_equipment_extreme;Plasmoid Assault Gear;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/plasmoid_offensive_equipment_description;This upgrade module is a modified offensive drone module designed to dish out plasmoid damage to help aid Mr. Riggs.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/plasmoid_offensive_equipment;Plasmoid Assault Gear - Standard;;;;;;;;;
gui/menu/research/name/plasmoid_offensive_equipment_advanced;Plasmoid Assault Gear - Advanced;;;;;;;;;
gui/menu/research/name/plasmoid_offensive_equipment_superior;Plasmoid Assault Gear - Superior;;;;;;;;;
gui/menu/research/name/plasmoid_offensive_equipment_extreme;Plasmoid Assault Gear - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/plasmoid_offensive_equipment;;;;;;;;;;
gui/menu/research/description/plasmoid_offensive_equipment_advanced;;;;;;;;;;
gui/menu/research/description/plasmoid_offensive_equipment_superior;;;;;;;;;;
gui/menu/research/description/plasmoid_offensive_equipment_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_name/cryo_offensive_equipment;Cryo Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/cryo_offensive_equipment_advanced;Cryo Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/cryo_offensive_equipment_superior;Cryo Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/cryo_offensive_equipment_extreme;Cryo Assault Gear;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/cryo_offensive_equipment_description;This upgrade module is a modified offensive drone module designed to dish out cryo damage to help aid Mr. Riggs.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/cryo_offensive_equipment;Cryo Assault Gear - Standard;;;;;;;;;
gui/menu/research/name/cryo_offensive_equipment_advanced;Cryo Assault Gear - Advanced;;;;;;;;;
gui/menu/research/name/cryo_offensive_equipment_superior;Cryo Assault Gear - Superior;;;;;;;;;
gui/menu/research/name/cryo_offensive_equipment_extreme;Cryo Assault Gear - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/cryo_offensive_equipment;;;;;;;;;;
gui/menu/research/description/cryo_offensive_equipment_advanced;;;;;;;;;;
gui/menu/research/description/cryo_offensive_equipment_superior;;;;;;;;;;
gui/menu/research/description/cryo_offensive_equipment_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_name/acidic_offensive_equipment;Acidic Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/acidic_offensive_equipment_advanced;Acidic Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/acidic_offensive_equipment_superior;Acidic Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/acidic_offensive_equipment_extreme;Acidic Assault Gear;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/acidic_offensive_equipment_description;This upgrade module is a modified offensive drone module designed to dish out acid damage to help aid Mr. Riggs.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/acidic_offensive_equipment;Acidic Assault Gear - Standard;;;;;;;;;
gui/menu/research/name/acidic_offensive_equipment_advanced;Acidic Assault Gear - Advanced;;;;;;;;;
gui/menu/research/name/acidic_offensive_equipment_superior;Acidic Assault Gear - Superior;;;;;;;;;
gui/menu/research/name/acidic_offensive_equipment_extreme;Acidic Assault Gear - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/acidic_offensive_equipment;;;;;;;;;;
gui/menu/research/description/acidic_offensive_equipment_advanced;;;;;;;;;;
gui/menu/research/description/acidic_offensive_equipment_superior;;;;;;;;;;
gui/menu/research/description/acidic_offensive_equipment_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_name/flame_offensive_equipment;Flame Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/flame_offensive_equipment_advanced;Flame Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/flame_offensive_equipment_superior;Flame Assault Gear;;;;;;;;;
gui/menu/inventory/upgrade_name/flame_offensive_equipment_extreme;Flame Assault Gear;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/upgrade_description/flame_offensive_equipment_description;This upgrade module is a modified offensive drone module designed to dish out fire damage to help aid Mr. Riggs.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/flame_offensive_equipment;Flame Assault Gear - Standard;;;;;;;;;
gui/menu/research/name/flame_offensive_equipment_advanced;Flame Assault Gear - Advanced;;;;;;;;;
gui/menu/research/name/flame_offensive_equipment_superior;Flame Assault Gear - Superior;;;;;;;;;
gui/menu/research/name/flame_offensive_equipment_extreme;Flame Assault Gear - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/flame_offensive_equipment;;;;;;;;;;
gui/menu/research/description/flame_offensive_equipment_advanced;;;;;;;;;;
gui/menu/research/description/flame_offensive_equipment_superior;;;;;;;;;;
gui/menu/research/description/flame_offensive_equipment_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_root_blades;Cosmic Root Blade;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_root_blades;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/cosmic_root_blades_standard;Cosmic Root Blade - Standard;;;;;;;;;
gui/menu/research/name/cosmic_root_blades_advanced;Cosmic Root Blade - Advanced;;;;;;;;;
gui/menu/research/name/cosmic_root_blades_superior;Cosmic Root Blade - Superior;;;;;;;;;
gui/menu/research/name/cosmic_root_blades_extreme;Cosmic Root Blade - Extreme;;;;;;;;;
gui/menu/research/description/cosmic_root_blades_standard;;;;;;;;;;
gui/menu/research/description/cosmic_root_blades_advanced;;;;;;;;;;
gui/menu/research/description/cosmic_root_blades_superior;;;;;;;;;;
gui/menu/research/description/cosmic_root_blades_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/plasmoid_launcher;Plasmoid Launcher;;;;;;;;;
gui/menu/inventory/weapon_description/plasmoid_launcher;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/plasmoid_launcher_standard;Plasmoid Launcher - Standard;;;;;;;;;
gui/menu/research/name/plasmoid_launcher_advanced;Plasmoid Launcher - Advanced;;;;;;;;;
gui/menu/research/name/plasmoid_launcher_superior;Plasmoid Launcher - Superior;;;;;;;;;
gui/menu/research/name/plasmoid_launcher_extreme;Plasmoid Launcher - Extreme;;;;;;;;;
gui/menu/research/description/plasmoid_launcher_standard;;;;;;;;;;
gui/menu/research/description/plasmoid_launcher_advanced;;;;;;;;;;
gui/menu/research/description/plasmoid_launcher_superior;;;;;;;;;;
gui/menu/research/description/plasmoid_launcher_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_blade;Cosmic Blade;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_blade;a cosmic blade thats infueled bu cosmos.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/cosmic_blade_standard;Cosmic Blade - Standard;;;;;;;;;
gui/menu/research/name/cosmic_blade_advanced;Cosmic Blade - Advanced;;;;;;;;;
gui/menu/research/name/cosmic_blade_superior;Cosmic Blade - Superior;;;;;;;;;
gui/menu/research/name/cosmic_blade_extreme;Cosmic Blade - Extreme;;;;;;;;;
gui/menu/research/description/cosmic_blade_standard;;;;;;;;;;
gui/menu/research/description/cosmic_blade_advanced;;;;;;;;;;
gui/menu/research/description/cosmic_blade_superior;;;;;;;;;;
gui/menu/research/description/cosmic_blade_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/plasmoid_sword;Plasmoid Sword;;;;;;;;;
gui/menu/inventory/weapon_description/plasmoid_sword;a Plasmoid Sword that is similar to the laser sword .;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/plasmoid_sword_standard;Plasmoid Sword - Standard;;;;;;;;;
gui/menu/research/name/plasmoid_sword_advanced;Plasmoid Sword - Advanced;;;;;;;;;
gui/menu/research/name/plasmoid_sword_superior;Plasmoid Sword - Superior;;;;;;;;;
gui/menu/research/name/plasmoid_sword_extreme;Plasmoid Sword - Extreme;;;;;;;;;
gui/menu/research/description/plasmoid_sword_standard;;;;;;;;;;
gui/menu/research/description/plasmoid_sword_advanced;;;;;;;;;;
gui/menu/research/description/plasmoid_sword_superior;;;;;;;;;;
gui/menu/research/description/plasmoid_sword_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/acidic_cluster_spitter;Acidic Cluster Spitter;;;;;;;;;
gui/menu/inventory/weapon_description/acidic_cluster_spitter;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_acidic_cluster_spitter_standard;Acidic Cluster Spitter - Standard;;;;;;;;;
gui/menu/research/name/mech_acidic_cluster_spitter_advanced;Acidic Cluster Spitter - Advanced;;;;;;;;;
gui/menu/research/name/mech_acidic_cluster_spitter_superior;Acidic Cluster Spitter - Superior;;;;;;;;;
gui/menu/research/name/mech_acidic_cluster_spitter_extreme;Acidic Cluster Spitter - Extreme;;;;;;;;;
gui/menu/research/description/mech_acidic_cluster_spitter_standard;;;;;;;;;;
gui/menu/research/description/mech_acidic_cluster_spitter_advanced;;;;;;;;;;
gui/menu/research/description/mech_acidic_cluster_spitter_superior;;;;;;;;;;
gui/menu/research/description/mech_acidic_cluster_spitter_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_machinegun;Cosmic Machinegun;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_machinegun;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_machinegun_standard;Cosmic Machinegun - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_machinegun_advanced;Cosmic Machinegun - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_machinegun_superior;Cosmic Machinegun - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_machinegun_extreme;Cosmic Machinegun - Extreme;;;;;;;;;
gui/menu/research/description/mech_cosmic_machinegun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_machinegun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_machinegun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_machinegun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_railgun;Cosmic Railgun;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_railgun;fires a projectile that so quick and full off energy is slices threw multiple enemys.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_railgun_standard;Cosmic Railgun - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_railgun_advanced;Cosmic Railgun - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_railgun_superior;Cosmic Railgun - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_railgun_extreme;Cosmic Railgun - Extreme;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_corrosive_gun;Cosmic Corrosive Gun;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_corrosive_gun;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_standard;Cosmic Corrosive Gun - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_advanced;Cosmic Corrosive Gun - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_superior;Cosmic Corrosive Gun - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_extreme;Cosmic Corrosive Gun - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_railgun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cryo_cluster_spitter;Cryo Cluster Spitter;;;;;;;;;
gui/menu/inventory/weapon_description/cryo_cluster_spitter;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cryo_cluster_spitter_standard;Cryo Cluster Spitter - Standard;;;;;;;;;
gui/menu/research/name/mech_cryo_cluster_spitter_advanced;Cryo Cluster Spitter - Advanced;;;;;;;;;
gui/menu/research/name/mech_cryo_cluster_spitter_superior;Cryo Cluster Spitter - Superior;;;;;;;;;
gui/menu/research/name/mech_cryo_cluster_spitter_extreme;Cryo Cluster Spitter - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cryo_cluster_spitter_standard;;;;;;;;;;
gui/menu/research/description/mech_cryo_cluster_spitter_advanced;;;;;;;;;;
gui/menu/research/description/mech_cryo_cluster_spitter_superior;;;;;;;;;;
gui/menu/research/description/mech_cryo_cluster_spitter_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/fire_cluster_spitter;Fire Cluster Spitter;;;;;;;;;
gui/menu/inventory/weapon_description/fire_cluster_spitter;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_fire_cluster_spitter_standard;Fire Cluster Spitter - Standard;;;;;;;;;
gui/menu/research/name/mech_fire_cluster_spitter_advanced;Fire Cluster Spitter - Advanced;;;;;;;;;
gui/menu/research/name/mech_fire_cluster_spitter_superior;Fire Cluster Spitter - Superior;;;;;;;;;
gui/menu/research/name/mech_fire_cluster_spitter_extreme;Fire Cluster Spitter - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_fire_cluster_spitter_standard;;;;;;;;;;
gui/menu/research/description/mech_fire_cluster_spitter_advanced;;;;;;;;;;
gui/menu/research/description/mech_fire_cluster_spitter_superior;;;;;;;;;;
gui/menu/research/description/mech_fire_cluster_spitter_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_corrosive_gun;Cosmic Corrosive Gun;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_corrosive_gun;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_standard;Cosmic Corrosive Gun - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_advanced;Cosmic Corrosive Gun - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_superior;Cosmic Corrosive Gun - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_corrosive_gun_extreme;Cosmic Corrosive Gun - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_corrosive_gun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmo_gun;Cosmo Gun;;;;;;;;;
gui/menu/inventory/weapon_description/cosmo_gun;its just a modified plasma gun that shouts cosmic injected cells that deals cosmic dmg;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmo_gun_standard;Cosmo Gun - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmo_gun_advanced;Cosmo Gun - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmo_gun_superior;Cosmo Gun - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmo_gun_extreme;Cosmo Gun - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmo_gun_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmo_gun_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmo_gun_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmo_gun_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_heavy_plasma;Cosmic Heavy Plasma;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_heavy_plasma;the heavy plasma is capable of tearing threw hordes with its charge blast also has a built in sheild that is able to stop incoming projectile while charging;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_heavy_plasma_standard;Cosmic Heavy Plasma - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_heavy_plasma_advanced;Cosmic Heavy Plasma - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_heavy_plasma_superior;Cosmic Heavy Plasma - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_heavy_plasma_extreme;Cosmic Heavy Plasma - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmic_heavy_plasma_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_heavy_plasma_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_heavy_plasma_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_heavy_plasma_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/cosmic_blaster;Cosmic Blaster;;;;;;;;;
gui/menu/inventory/weapon_description/cosmic_blaster;fires a projectile that exlpodes and drop clusters on the enenemy.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/mech_cosmic_blaster_standard;Cosmic Blaster - Standard;;;;;;;;;
gui/menu/research/name/mech_cosmic_blaster_advanced;Cosmic Blaster - Advanced;;;;;;;;;
gui/menu/research/name/mech_cosmic_blaster_superior;Cosmic Blaster - Superior;;;;;;;;;
gui/menu/research/name/mech_cosmic_blaster_extreme;Cosmic Blaster - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/mech_cosmic_blaster_standard;;;;;;;;;;
gui/menu/research/description/mech_cosmic_blaster_advanced;;;;;;;;;;
gui/menu/research/description/mech_cosmic_blaster_superior;;;;;;;;;;
gui/menu/research/description/mech_cosmic_blaster_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/skill_name/cosmic_trial;Damage Trial Cosmic;
gui/menu/inventory/skill_description/cosmic_trial;Movement skill that briefly speeds up the mecha suit and leaves an cosmic trail that damages enemies. Can be combined with a melee attack.;
;;;;;;;;;;
gui/menu/inventory/skill_name/cosmic_trial_Standard;Cosmic trial - Standard;;;;;;;;;
gui/menu/inventory/skill_name/cosmic_trial_advanced;Cosmic trial - Advanced;;;;;;;;;
gui/menu/inventory/skill_name/cosmic_trial_superior;Cosmic trial - Superior;;;;;;;;;
gui/menu/inventory/skill_name/cosmic_trial_extreme;Cosmic trial - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/skill_description/cosmic_trial_Standard;
gui/menu/inventory/skill_description/cosmic_trial_advanced;
gui/menu/inventory/skill_description/cosmic_trial_superior;
gui/menu/inventory/skill_description/cosmic_trial_extreme;
;;;;;;;;;;
gui/menu/research/description/cosmic_trial_Standard;;;;;;;;;;
gui/menu/research/description/cosmic_trial_advanced;;;;;;;;;;
gui/menu/research/description/cosmic_trial_superior;;;;;;;;;;
gui/menu/research/description/cosmic_trial_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/cosmic_trial_standard;Cosmic trial - Standard;;;;;;;;;
gui/menu/research/name/cosmic_trial_advanced;Cosmic trial - Advanced;;;;;;;;;
gui/menu/research/name/cosmic_trial_superior;Cosmic trial - Superior;;;;;;;;;
gui/menu/research/name/cosmic_trial_extreme;Cosmic trial - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/cosmic_trial_standard;Cosmic trial leave a cosmic energy trial dealing cosmic dmg.;;;;;;;;;
gui/menu/research/description/cosmic_trial_advanced;Advanced Cosmic trial leave a cosmic energy trial dealing cosmic dmg.;;;;;;;;;
gui/menu/research/description/cosmic_trial_superior;Superior Cosmic trial leave a cosmic energy trial dealing cosmic dmg.;;;;;;;;;
gui/menu/research/description/cosmic_trial_extreme;Extreme Cosmic trial leave a cosmic energy trial dealing cosmic dmg.;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/consumable_name/cosmic_holo_decoy;Cosmic Decoy;
gui/menu/inventory/consumable_description/holo_decoy_standard;This is a portable holographic projector that can display a replica of the Mecha-Suit once it is set on the ground.;
;;;;;;;;;;
gui/menu/research/name/cosmic_holo_decoy_standard;Cosmic holo_decoy - Standard;;;;;;;;;
gui/menu/research/name/cosmic_holo_decoy_advanced;Cosmic holo_decoy - Advanced;;;;;;;;;
gui/menu/research/name/cosmic_holo_decoy_superior;Cosmic holo_decoy - Superior;;;;;;;;;
gui/menu/research/name/cosmic_holo_decoy_extreme;Cosmic holo_decoy - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/cosmic_holo_decoy_standard;;;;;;;;;;
gui/menu/research/description/cosmic_holo_decoy_advanced;;;;;;;;;;
gui/menu/research/description/cosmic_holo_decoy_superior;;;;;;;;;;
gui/menu/research/description/cosmic_holo_decoy_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/skill_name/jump_cosmic;Power Jump - Cosmic;
gui/menu/inventory/skill_description/jump_cosmic;Movement skill that lets the Mecha-Suit jump and attack with an Cosmic shockwave that damages enemies.;
;;;;;;;;;;
gui/menu/research/name/jump_cosmic_standard;Cosmic power jump - Standard;;;;;;;;;
gui/menu/research/name/jump_cosmic_advanced;Cosmic power jump - Advanced;;;;;;;;;
gui/menu/research/name/jump_cosmic_superior;Cosmic power jump - Superior;;;;;;;;;
gui/menu/research/name/jump_cosmic_extreme;Cosmic power jump - Extreme;;;;;;;;;
;;;;;;;;;;
gui/menu/research/description/jump_cosmic_standard;;;;;;;;;;
gui/menu/research/description/jump_cosmic_advanced;;;;;;;;;;
gui/menu/research/description/jump_cosmic_superior;;;;;;;;;;
gui/menu/research/description/jump_cosmic_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/inventory/weapon_name/plasmoid_rifle;Plasmoid Rifle;;;;;;;;;
gui/menu/inventory/weapon_description/plasmoid_rifle;a cosmic blade thats infueled bu cosmos.;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/plasmoid_rifle_standard;Plasmoid Rifle - Standard;;;;;;;;;
gui/menu/research/name/plasmoid_rifle_advanced;Plasmoid Rifle - Advanced;;;;;;;;;
gui/menu/research/name/plasmoid_rifle_superior;Plasmoid Rifle - Superior;;;;;;;;;
gui/menu/research/name/plasmoid_rifle_extreme;Plasmoid Rifle - Extreme;;;;;;;;;
gui/menu/research/description/plasmoid_rifle_standard;;;;;;;;;;
gui/menu/research/description/plasmoid_rifle_advanced;;;;;;;;;;
gui/menu/research/description/plasmoid_rifle_superior;;;;;;;;;;
gui/menu/research/description/plasmoid_rifle_extreme;;;;;;;;;;
;;;;;;;;;;
gui/menu/research/name/defense_gear_mod;Defense Gear Mod;
gui/menu/research/description/defense_gear_mod;This upgrade module is a modified defence drone module designed to dish out damage to help aid Mr. Riggs by shot down enemy projectiles;
;;;;;;;;;;
gui/menu/research/name/defense_gear_mod_Standard;Defense Gear Mod - Standard;;;;;;;;;
