;ENGLISH;POLISH;RUSSIAN;FRENCH;GERMAN;SPANISH;BRASILIAN;CHINESE_SP;JAPANESE;KOREAN
entities/items/artificial_spawner_waves/description/acid_extreme;Acidic Plains – Extreme;Kwasowa Równina – Ekstremalna;Кислотные поля – Экстремально;Plaines acides – Niveau extrême;Säurehaltige Ebenen – Profi;Llanuras ácidas – Extrema;Planícies Ácidas – Extrema;酸性平原 – 终极;酸性の平原 – レジェンド;산성 지대 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/caverns_standard;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de Cristal;Kristallhöhlen;Cavernas de Cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
entities/items/artificial_spawner_waves/name/caverns_advanced;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de Cristal;Kristallhöhlen;Cavernas de Cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
entities/items/artificial_spawner_waves/name/caverns_superior;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de Cristal;Kristallhöhlen;Cavernas de Cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
entities/items/artificial_spawner_waves/name/caverns_extreme;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de Cristal;Kristallhöhlen;Cavernas de Cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/caverns_standard;Crystal Caverns – Standard;Kryształowe Jaskinie – Standardowa;Кристаллические пещеры – Стандартно;Cavernes de Cristal – Niveau standard;Kristallhöhlen – Standard;Cavernas de Cristal – Estándar;Cavernas de Cristal – Padrão;水晶洞穴 – 标准;結晶洞窟 – ベーシック;크리스털 동굴 – 기본
entities/items/artificial_spawner_waves/description/caverns_advanced;Crystal Caverns – Advanced;Kryształowe Jaskinie – Zaawansowana;Кристаллические пещеры – Улучшено;Cavernes de Cristal – Niveau avancé;Kristallhöhlen – Fortgeschritten;Cavernas de Cristal – Avanzada;Cavernas de Cristal – Avançada;水晶洞穴 – 中级;結晶洞窟 – アドバンス;크리스털 동굴 – 고급
entities/items/artificial_spawner_waves/description/caverns_superior;Crystal Caverns – Superior;Kryształowe Jaskinie – Świetna;Кристаллические пещеры – Превосходно;Cavernes de Cristal – Niveau supérieur;Kristallhöhlen – Außergewöhnlich;Cavernas de Cristal – Superior;Cavernas de Cristal – Superior;水晶洞穴 – 高级;結晶洞窟 – エピック;크리스털 동굴 – 탁월
entities/items/artificial_spawner_waves/description/caverns_extreme;Crystal Caverns – Extreme;Kryształowe Jaskinie – Ekstremalna;Кристаллические пещеры – Экстремально;Cavernes de Cristal – Niveau extrême;Kristallhöhlen – Profi;Cavernas de Cristal – Extrema;Cavernas de Cristal – Extrema;水晶洞穴 – 终极;結晶洞窟 – レジェンド;크리스털 동굴 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/desert_standard;Radioactive Desert;Radioaktywna Pustynia;Радиоактивная пустыня;Désert radioactif;Radioaktive Wüste;Desierto radiactivo;Deserto Radioativo;放射性沙漠;放射性の砂漠;방사능 사막
entities/items/artificial_spawner_waves/name/desert_advanced;Radioactive Desert;Radioaktywna Pustynia;Радиоактивная пустыня;Désert radioactif;Radioaktive Wüste;Desierto radiactivo;Deserto Radioativo;放射性沙漠;放射性の砂漠;방사능 사막
entities/items/artificial_spawner_waves/name/desert_superior;Radioactive Desert;Radioaktywna Pustynia;Радиоактивная пустыня;Désert radioactif;Radioaktive Wüste;Desierto radiactivo;Deserto Radioativo;放射性沙漠;放射性の砂漠;방사능 사막
entities/items/artificial_spawner_waves/name/desert_extreme;Radioactive Desert;Radioaktywna Pustynia;Радиоактивная пустыня;Désert radioactif;Radioaktive Wüste;Desierto radiactivo;Deserto Radioativo;放射性沙漠;放射性の砂漠;방사능 사막
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/desert_standard;Radioactive Desert – Standard;Radioaktywna Pustynia – Standardowa;Радиоактивная пустыня – Стандартно;Désert radioactif – Niveau standard;Radioaktive Wüste – Standard;Desierto radiactivo – Estándar;Deserto Radioativo – Padrão;放射性沙漠 – 标准;放射性の砂漠 – ベーシック;방사능 사막 – 기본
entities/items/artificial_spawner_waves/description/desert_advanced;Radioactive Desert – Advanced;Radioaktywna Pustynia – Zaawansowana;Радиоактивная пустыня – Улучшено;Désert radioactif – Niveau avancé;Radioaktive Wüste – Fortgeschritten;Desierto radiactivo – Avanzada;Deserto Radioativo – Avançada;放射性沙漠 – 中级;放射性の砂漠 – アドバンス;방사능 사막 – 고급
entities/items/artificial_spawner_waves/description/desert_superior;Radioactive Desert – Superior;Radioaktywna Pustynia – Świetna;Радиоактивная пустыня – Превосходно;Désert radioactif – Niveau supérieur;Radioaktive Wüste – Außergewöhnlich;Desierto radiactivo – Superior;Deserto Radioativo – Superior;放射性沙漠 – 高级;放射性の砂漠 – エピック;방사능 사막 – 탁월
entities/items/artificial_spawner_waves/description/desert_extreme;Radioactive Desert – Extreme;Radioaktywna Pustynia – Ekstremalna;Радиоактивная пустыня – Экстремально;Désert radioactif – Niveau extrême;Radioaktive Wüste – Profi;Desierto radiactivo – Extrema;Deserto Radioativo – Extrema;放射性沙漠 – 终极;放射性の砂漠 – レジェンド;방사능 사막 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/jungle_standard;Tropical Zone;Strefa Tropikalna;Тропическая зона;Zone tropicale;Tropische Zone;Zona tropical;Zona Tropical;热带地区;熱帯;열대 지대
entities/items/artificial_spawner_waves/name/jungle_advanced;Tropical Zone;Strefa Tropikalna;Тропическая зона;Zone tropicale;Tropische Zone;Zona tropical;Zona Tropical;热带地区;熱帯;열대 지대
entities/items/artificial_spawner_waves/name/jungle_superior;Tropical Zone;Strefa Tropikalna;Тропическая зона;Zone tropicale;Tropische Zone;Zona tropical;Zona Tropical;热带地区;熱帯;열대 지대
entities/items/artificial_spawner_waves/name/jungle_extreme;Tropical Zone;Strefa Tropikalna;Тропическая зона;Zone tropicale;Tropische Zone;Zona tropical;Zona Tropical;热带地区;熱帯;열대 지대
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/jungle_standard;Tropical Zone – Standard;Strefa Tropikalna – Standardowa;Тропическая зона – Стандартно;Zone tropicale – Niveau standard;Tropische Zone – Standard;Zona tropical – Estándar;Zona Tropical – Padrão;热带地区 – 标准;熱帯 – ベーシック;열대 지대 – 기본
entities/items/artificial_spawner_waves/description/jungle_advanced;Tropical Zone – Advanced;Strefa Tropikalna – Zaawansowana;Тропическая зона – Улучшено;Zone tropicale – Niveau avancé;Tropische Zone – Fortgeschritten;Zona tropical – Avanzada;Zona Tropical – Avançada;热带地区 – 中级;熱帯 – アドバンス;열대 지대 – 고급
entities/items/artificial_spawner_waves/description/jungle_superior;Tropical Zone – Superior;Strefa Tropikalna – Świetna;Тропическая зона – Превосходно;Zone tropicale – Niveau supérieur;Tropische Zone – Außergewöhnlich;Zona tropical – Superior;Zona Tropical – Superior;热带地区 – 高级;熱帯 – エピック;열대 지대 – 탁월
entities/items/artificial_spawner_waves/description/jungle_extreme;Tropical Zone – Extreme;Strefa Tropikalna – Ekstremalna;Тропическая зона – Экстремально;Zone tropicale – Niveau extrême;Tropische Zone – Profi;Zona tropical – Extrema;Zona Tropical – Extrema;热带地区 – 终极;熱帯 – レジェンド;열대 지대 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/magma_standard;Volcanic Area;Obszar Wulkaniczny;Вулканическая область;Zone volcanique;Vulkangebiet;Área volcánica;Área Vulcânica;火山地区;火山帯;화산 지대
entities/items/artificial_spawner_waves/name/magma_advanced;Volcanic Area;Obszar Wulkaniczny;Вулканическая область;Zone volcanique;Vulkangebiet;Área volcánica;Área Vulcânica;火山地区;火山帯;화산 지대
entities/items/artificial_spawner_waves/name/magma_superior;Volcanic Area;Obszar Wulkaniczny;Вулканическая область;Zone volcanique;Vulkangebiet;Área volcánica;Área Vulcânica;火山地区;火山帯;화산 지대
entities/items/artificial_spawner_waves/name/magma_extreme;Volcanic Area;Obszar Wulkaniczny;Вулканическая область;Zone volcanique;Vulkangebiet;Área volcánica;Área Vulcânica;火山地区;火山帯;화산 지대
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/magma_standard;Volcanic Area – Standard;Obszar Wulkaniczny – Standardowa;Вулканическая область – Стандартно;Zone volcanique – Niveau standard;Vulkangebiet – Standard;Área volcánica – Estándar;Área Vulcânica – Padrão;火山地区 – 标准;火山帯 – ベーシック;화산 지대 – 기본
entities/items/artificial_spawner_waves/description/magma_advanced;Volcanic Area – Advanced;Obszar Wulkaniczny – Zaawansowana;Вулканическая область – Улучшено;Zone volcanique – Niveau avancé;Vulkangebiet – Fortgeschritten;Área volcánica – Avanzada;Área Vulcânica – Avançada;火山地区 – 中级;火山帯 – アドバンス;화산 지대 – 고급
entities/items/artificial_spawner_waves/description/magma_superior;Volcanic Area – Superior;Obszar Wulkaniczny – Świetna;Вулканическая область – Превосходно;Zone volcanique – Niveau supérieur;Vulkangebiet – Außergewöhnlich;Área volcánica – Superior;Área Vulcânica – Superior;火山地区 – 高级;火山帯 – エピック;화산 지대 – 탁월
entities/items/artificial_spawner_waves/description/magma_extreme;Volcanic Area – Extreme;Obszar Wulkaniczny – Ekstremalna;Вулканическая область – Экстремально;Zone volcanique – Niveau extrême;Vulkangebiet – Profi;Área volcánica – Extrema;Área Vulcânica – Extrema;火山地区 – 终极;火山帯 – レジェンド;화산 지대 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/metallic_standard;Metallic Valley;Metaliczna Dolina;Железная долина;Vallée métallique;Metalltal;Valle metálico;Vale Metálico;合金峡谷;鋼鉄の谷;금속 계곡
entities/items/artificial_spawner_waves/name/metallic_advanced;Metallic Valley;Metaliczna Dolina;Железная долина;Vallée métallique;Metalltal;Valle metálico;Vale Metálico;合金峡谷;鋼鉄の谷;금속 계곡
entities/items/artificial_spawner_waves/name/metallic_superior;Metallic Valley;Metaliczna Dolina;Железная долина;Vallée métallique;Metalltal;Valle metálico;Vale Metálico;合金峡谷;鋼鉄の谷;금속 계곡
entities/items/artificial_spawner_waves/name/metallic_extreme;Metallic Valley;Metaliczna Dolina;Железная долина;Vallée métallique;Metalltal;Valle metálico;Vale Metálico;合金峡谷;鋼鉄の谷;금속 계곡
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/metallic_standard;Metallic Valley – Standard;Metaliczna Dolina – Standardowa;Железная долина – Стандартно;Vallée métallique – Niveau standard;Metalltal – Standard;Valle metálico – Estándar;Vale Metálico – Padrão;合金峡谷 – 标准;鋼鉄の谷 – ベーシック;금속 계곡 – 기본
entities/items/artificial_spawner_waves/description/metallic_advanced;Metallic Valley – Advanced;Metaliczna Dolina – Zaawansowana;Железная долина – Улучшено;Vallée métallique – Niveau avancé;Metalltal – Fortgeschritten;Valle metálico – Avanzada;Vale Metálico – Avançada;合金峡谷 – 中级;鋼鉄の谷 – アドバンス;금속 계곡 – 고급
entities/items/artificial_spawner_waves/description/metallic_superior;Metallic Valley – Superior;Metaliczna Dolina – Świetna;Железная долина – Превосходно;Vallée métallique – Niveau supérieur;Metalltal – Außergewöhnlich;Valle metálico – Superior;Vale Metálico – Superior;合金峡谷 – 高级;鋼鉄の谷 – エピック;금속 계곡 – 탁월
entities/items/artificial_spawner_waves/description/metallic_extreme;Metallic Valley – Extreme;Metaliczna Dolina – Ekstremalna;Железная долина – Экстремально;Vallée métallique – Niveau extrême;Metalltal – Profi;Valle metálico – Extrema;Vale Metálico – Extrema;合金峡谷 – 终极;鋼鉄の谷 – レジェンド;금속 계곡 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/swamp_standard;Fungal Swamp;Grzybowe Bagno;Грибная топь;Marais fongique;Pilzsumpf;Ciénaga fúngica;Pântano Fúngico;真菌沼泽;真菌の沼;균류 늪지
entities/items/artificial_spawner_waves/name/swamp_advanced;Fungal Swamp;Grzybowe Bagno;Грибная топь;Marais fongique;Pilzsumpf;Ciénaga fúngica;Pântano Fúngico;真菌沼泽;真菌の沼;균류 늪지
entities/items/artificial_spawner_waves/name/swamp_superior;Fungal Swamp;Grzybowe Bagno;Грибная топь;Marais fongique;Pilzsumpf;Ciénaga fúngica;Pântano Fúngico;真菌沼泽;真菌の沼;균류 늪지
entities/items/artificial_spawner_waves/name/swamp_extreme;Fungal Swamp;Grzybowe Bagno;Грибная топь;Marais fongique;Pilzsumpf;Ciénaga fúngica;Pântano Fúngico;真菌沼泽;真菌の沼;균류 늪지
;;;;;;;;;;
entities/items/artificial_spawner_waves/description/swamp_standard;Fungal Swamp – Standard;Grzybowe Bagno – Standardowa;Грибная топь – Стандартно;Marais fongique – Niveau standard;Pilzsumpf – Standard;Ciénaga fúngica – Estándar;Pântano Fúngico – Padrão;真菌沼泽 – 标准;真菌の沼 – ベーシック;균류 늪지 – 기본
entities/items/artificial_spawner_waves/description/swamp_advanced;Fungal Swamp – Advanced;Grzybowe Bagno – Zaawansowana;Грибная топь – Улучшено;Marais fongique – Niveau avancé;Pilzsumpf – Fortgeschritten;Ciénaga fúngica – Avanzada;Pântano Fúngico – Avançada;真菌沼泽 – 中级;真菌の沼 – アドバンス;균류 늪지 – 고급
entities/items/artificial_spawner_waves/description/swamp_superior;Fungal Swamp – Superior;Grzybowe Bagno – Świetna;Грибная топь – Превосходно;Marais fongique – Niveau supérieur;Pilzsumpf – Außergewöhnlich;Ciénaga fúngica – Superior;Pântano Fúngico – Superior;真菌沼泽 – 高级;真菌の沼 – エピック;균류 늪지 – 탁월
entities/items/artificial_spawner_waves/description/swamp_extreme;Fungal Swamp – Extreme;Grzybowe Bagno – Ekstremalna;Грибная топь – Экстремально;Marais fongique – Niveau extrême;Pilzsumpf – Profi;Ciénaga fúngica – Extrema;Pântano Fúngico – Extrema;真菌沼泽 – 终极;真菌の沼 – レジェンド;균류 늪지 – 극한
;;;;;;;;;;
entities/items/artificial_spawner_waves/name/boss_arachnoid;Arachnoid Boss;Arachnoid Boss;Arachnoid Boss;Arachnoid Boss;Arachnoid Boss;Arachnoid Boss;Arachnoid Boss;王者蛛形蝎;Arachnoid Boss;Arachnoid Boss
entities/items/artificial_spawner_waves/name/boss_baxmoth;Baxmoth Boss;Baxmoth Boss;Baxmoth Boss;Baxmoth Boss;Baxmoth Boss;Baxmoth Boss;Baxmoth Boss;究极高脚蛾;Baxmoth Boss;Baxmoth Boss
entities/items/artificial_spawner_waves/name/boss_gnerot;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;Gnerot Boss;王者巨石兽;Gnerot Boss;Gnerot Boss
entities/items/artificial_spawner_waves/name/boss_krocoon;Krocoon Boss;Krocoon Boss;Krocoon Boss;Krocoon Boss;Krocoon Boss;Krocoon Boss;Krocoon Boss;究极三腿岩怪;Krocoon Boss;Krocoon Boss
entities/items/artificial_spawner_waves/name/boss_magmoth;Magmoth Boss;Magmoth Boss;Magmoth Boss;Magmoth Boss;Magmoth Boss;Magmoth Boss;Magmoth Boss;究极泥石兽;Magmoth Boss;Magmoth Boss
entities/items/artificial_spawner_waves/name/boss_mudroner;Mudroner Boss;Mudroner Boss;Mudroner Boss;Mudroner Boss;Mudroner Boss;Mudroner Boss;Mudroner Boss;究极液态蛾;Mudroner Boss;Mudroner Boss
entities/items/artificial_spawner_waves/name/boss_nerilian;Nerilian Boss;Nerilian Boss;Nerilian Boss;Nerilian Boss;Nerilian Boss;Nerilian Boss;Nerilian Boss;究极钻地蛛;Nerilian Boss;Nerilian Boss
entities/items/artificial_spawner_waves/name/boss_nurglax;Nurglax Boss;Nurglax Boss;Nurglax Boss;Nurglax Boss;Nurglax Boss;Nurglax Boss;Nurglax Boss;究极巨酸蜗牛;Nurglax Boss;Nurglax Boss
entities/items/artificial_spawner_waves/name/boss_stregaros;Stregaros Boss;Stregaros Boss;Stregaros Boss;Stregaros Boss;Stregaros Boss;Stregaros Boss;Stregaros Boss;究极巨盾兽;Stregaros Boss;Stregaros Boss
entities/items/artificial_spawner_waves/name/shegret;Shegret;Shegret;Shegret;Shegret;Shegret;Shegret;Shegret;畏光兽;Shegret;Shegret
entities/items/artificial_spawner_waves/name/shegret_alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;Shegret Alpha;强者畏光兽;Shegret Alpha;Shegret Alpha
entities/items/artificial_spawner_waves/name/shegret_ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;Shegret Ultra;究极畏光兽;Shegret Ultra;Shegret Ultra
;;;;;;;;;;
gui/hud/building_name/artificial_spawner_slots_picker_tool;Artificial BioAnomaly Mods Picker Tool;;Получить моды из искусственной био-аномалии;;;;;;;
gui/hud/building_description/artificial_spawner_slots_picker_tool;This tool allows you to copy mods from the selected Artificial BioAnomaly to place it into others.;;Этот инструмент позволяет скопировать из выбранной искусственной био-аномалии их в другую.;;;;;;;
;;;;;;;;;;
gui/hud/building_name/artificial_spawner_slots_replacer_tool;Artificial BioAnomaly Mods Replacer Tool;;Вставить моды в искусственные био-аномалии;;;;;;;
gui/hud/building_description/artificial_spawner_slots_replacer_tool;This tool allows you to replace mods in selected Artificial BioAnomalies with mods from another.;;Этот инструмент позволяет заменить моды в выбранных искусственных био-аномалиях из другой.;;;;;;;
;;;;;;;;;;
gui/hud/building_name/artificial_spawner_slots_replacer_all_map_tool;All Artificial BioAnomaly Mods Replacer Tool;;Вставить моды во все искусственные био-аномалии;;;;;;;
gui/hud/building_description/artificial_spawner_slots_replacer_all_map_tool;This tool allows you to replace mods in All Artificial BioAnomalies with mods from another.;;Этот инструмент позволяет заменить моды во всех искусственных био-аномалиях из другой.;;;;;;;
;;;;;;;;;;
gui/hud/building_name/artificial_spawner_activate;Activate Artificial BioAnomaly Tool;;Инструмент активации искусственных био-аномалий;;;;;;;
gui/hud/building_description/artificial_spawner_activate;This tool allows you to activate selected Artificial BioAnomalies.;;Этот инструмент позволяет активировать выбранные искусственные био-аномалии.;;;;;;;
;;;;;;;;;;
gui/hud/building_name/artificial_spawner_activate_all_map;Activate All Artificial BioAnomalies Tool;;Инструмент активации всех искусственных био-аномалий;;;;;;;
gui/hud/building_description/artificial_spawner_activate_all_map;This tool allows you to activate All Artificial BioAnomalies.;;Этот инструмент позволяет активировать все искусственные био-аномалии на карте.;;;;;;;
;;;;;;;;;;
gui/hud/artificial_spawner_slots_tools/last_slots;Use Last;;Использовать Последнее;;;;;;;
;;;;;;;;;;
gui/hud/artificial_spawner_slots_tools/current_slots;Current;;Текущее;;;;;;;
;;;;;;;;;;
gui/hud/artificial_spawner_slots_tools/mods_not_selected;No mods selected;;Моды не выбраны;;;;;;;
;;;;;;;;;;
gui/hud/artificial_spawner_slots_tools/activate_all_artificial_spawners;Activate All Artificial BioAnomalies?;;Активировать все Искусственные био-аномалии?;;;;;;;
gui/hud/artificial_spawner_slots_tools/replace_all_artificial_spawners;Replace All Artificial BioAnomalies Mods?;;Заменить все моды Искусственных био-аномалий?;;;;;;;
;;;;;;;;;;
gui/menu/research/category_artificial_spawner_mods;BioAnomaly's Waves;;Волны био-аномалий;;;;;;;
;;;;;;;;;;
gui/menu/research/name/artificial_spawner;Artificial BioAnomaly;;Искусственная био-аномалия;;;;;;;
gui/menu/research/description/artificial_spawner;Artificial BioAnomaly generates a signal that attracts Galatean creatures.;;Искусственная био-аномалия генерирует сигнал, привлекающий галатеанских существ.;;;;;;;
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_acid;Acidic Plains;Kwasowa Równina;Кислотные поля;Plaines acides;Säurehaltige Ebenen;Llanuras ácidas;Planícies Ácidas;酸性平原;酸性の平原;산성 지대
gui/menu/research/description/artificial_spawner_waves_acid;Acidic Plains – Standard, Acidic Plains – Advanced, Acidic Plains – Superior, Acidic Plains – Extreme;Kwasowa Równina – Standardowa, Kwasowa Równina – Zaawansowana, Kwasowa Równina – Świetna, Kwasowa Równina – Ekstremalna;Кислотные поля – Стандартно, Кислотные поля – Улучшено, Кислотные поля – Превосходно, Кислотные поля – Экстремально;Plaines acides – Niveau standard, Plaines acides – Niveau avancé, Plaines acides – Niveau supérieur, Plaines acides – Niveau extrême;Säurehaltige Ebenen – Standard, Säurehaltige Ebenen – Fortgeschritten, Säurehaltige Ebenen – Außergewöhnlich, Säurehaltige Ebenen – Profi;Llanuras ácidas – Estándar, Llanuras ácidas - Avanzada, Llanuras ácidas – Superior, Llanuras ácidas – Extrema;Planícies Ácidas – Padrão, Planícies Ácidas – Avançada, Planícies Ácidas – Superior, Planícies Ácidas – Extrema;酸性平原 – 标准, 酸性平原 – 中级, 酸性平原 – 高级, 酸性平原 – 终极;酸性の平原 – ベーシック, 酸性の平原 – アドバンス, 酸性の平原 – エピック, 酸性の平原 – レジェンド;산성 지대 – 기본, 산성 지대 – 고급, 산성 지대 – 탁월, 산성 지대 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_caverns;Crystal Caverns;Kryształowe Jaskinie;Кристаллические пещеры;Cavernes de Cristal;Kristallhöhlen;Cavernas de Cristal;Cavernas de Cristal;水晶洞穴;結晶洞窟;크리스털 동굴
gui/menu/research/description/artificial_spawner_waves_caverns;Crystal Caverns – Standard, Crystal Caverns – Advanced, Crystal Caverns – Superior, Crystal Caverns – Extreme;Kryształowe Jaskinie – Standardowa, Kryształowe Jaskinie – Zaawansowana, Kryształowe Jaskinie – Świetna, Kryształowe Jaskinie – Ekstremalna;Кристаллические пещеры – Стандартно, Кристаллические пещеры – Улучшено, Кристаллические пещеры – Превосходно, Кристаллические пещеры – Экстремально;Cavernes de Cristal – Niveau standard, Cavernes de Cristal – Niveau avancé, Cavernes de Cristal – Niveau supérieur, Cavernes de Cristal – Niveau extrême;Kristallhöhlen – Standard, Kristallhöhlen – Fortgeschritten, Kristallhöhlen – Außergewöhnlich, Kristallhöhlen – Profi;Cavernas de Cristal – Estándar, Cavernas de Cristal – Avanzada, Cavernas de Cristal – Superior, Cavernas de Cristal – Extrema;Cavernas de Cristal – Padrão, Cavernas de Cristal – Avançada, Cavernas de Cristal – Superior, Cavernas de Cristal – Extrema;水晶洞穴 – 标准, 水晶洞穴 – 中级, 水晶洞穴 – 高级, 水晶洞穴 – 终极;結晶洞窟 – ベーシック, 結晶洞窟 – アドバンス, 結晶洞窟 – エピック, 結晶洞窟 – レジェンド;크리스털 동굴 – 기본, 크리스털 동굴 – 고급, 크리스털 동굴 – 탁월, 크리스털 동굴 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_desert;Radioactive Desert;Radioaktywna Pustynia;Радиоактивная пустыня;Désert radioactif;Radioaktive Wüste;Desierto radiactivo;Deserto Radioativo;放射性沙漠;放射性の砂漠;방사능 사막
gui/menu/research/description/artificial_spawner_waves_desert;Radioactive Desert – Standard, Radioactive Desert – Advanced, Radioactive Desert – Superior, Radioactive Desert – Extreme;Radioaktywna Pustynia – Standardowa, Radioaktywna Pustynia – Zaawansowana, Radioaktywna Pustynia – Świetna, Radioaktywna Pustynia – Ekstremalna;Радиоактивная пустыня – Стандартно, Радиоактивная пустыня – Улучшено, Радиоактивная пустыня – Превосходно, Радиоактивная пустыня – Экстремально;Désert radioactif – Niveau standard, Désert radioactif – Niveau avancé, Désert radioactif – Niveau supérieur, Désert radioactif – Niveau extrême;Radioaktive Wüste – Standard, Radioaktive Wüste – Fortgeschritten, Radioaktive Wüste – Außergewöhnlich, Radioaktive Wüste – Profi;Desierto radiactivo – Estándar, Desierto radiactivo – Avanzada, Desierto radiactivo – Superior, Desierto radiactivo – Extrema;Deserto Radioativo – Padrão, Deserto Radioativo – Avançada, Deserto Radioativo – Superior, Deserto Radioativo – Extrema;放射性沙漠 – 标准, 放射性沙漠 – 中级, 放射性沙漠 – 高级, 放射性沙漠 – 终极;放射性の砂漠 – ベーシック, 放射性の砂漠 – アドバンス, 放射性の砂漠 – エピック, 放射性の砂漠 – レジェンド;방사능 사막 – 기본, 방사능 사막 – 고급, 방사능 사막 – 탁월, 방사능 사막 – 극한
;;;;;;;;;;
gui/menu/research/name/artificial_spawner_waves_jungle;Tropical Zone;Strefa Tropikalna;Тропическая зона;Zone tropicale;Tropische Zone;Zona tropical;Zona Tropical;热带地区;熱帯;열대 지대
